ticker,action,current_weight,target_weight,delta_weight,tactical_rank,tactical_rank_score,tactical_hard_exit,tactical_soft_exit,price_as_of,reason
FTI,HOLD,0.17089658562055782,0.19165832953145054,0.02076174391089272,4,0.9030050157696462,False,False,2026-04-29,within_rebalance_band
WDC,HOLD,0.26268707825046544,0.2736667305900782,0.010979652339612733,1,0.9535913024101679,False,False,2026-04-29,within_rebalance_band
ONTO,HOLD,0.10534670745324541,0.11385102038899941,0.008504312935754002,10,0.8435121745068167,False,False,2026-04-29,within_rebalance_band
AMKR,HOLD,0.21879575546174604,0.2010634332881893,-0.017732322173556747,3,0.9092957129945494,False,False,2026-04-29,within_rebalance_band
MRVL,HOLD,0.24227387321398533,0.21976048620128258,-0.02251338701270275,2,0.9213787672046774,False,False,2026-04-29,within_rebalance_band
