rebalance_date,original_return,gross_defended_return,defense_turnover,cost,net_return,return_delta,risk_exit_count,relative_trim_count
2019-04-30,-0.011674522481987366,-0.003575488260163201,0.1992140889963366,0.0004980352224908415,-0.0040735234826540425,0.007600998999333324,4,0
2019-05-31,0.04951896333575326,0.04951896333575326,0.0418914316684536,0.000104728579171134,0.049414234756582125,-0.00010472857917113304,1,0
2019-06-28,0.0309441968071855,0.0309441968071855,0.1230032824899015,0.00030750820622475376,0.030636688600960745,-0.000307508206224754,2,0
2019-07-31,0.05043102926526858,0.05043102926526858,0.06631167439138459,0.00016577918597846149,0.05026525007929012,-0.00016577918597845964,2,0
2019-08-30,-0.04491711400781891,-0.011990529336763239,0.2619765646137986,0.0006549414115344965,-0.012645470748297735,0.03227164325952118,4,0
2019-09-30,0.020504731375864036,0.022378193750449187,0.2518888783743044,0.000629722195935761,0.021748471554513427,0.0012437401786493905,4,0
2019-10-31,-0.004507119193276597,-0.004452359782315141,0.0176024603688818,4.40061509222045e-05,-0.0044963659332373455,1.0753260039251915e-05,1,0
2019-11-29,0.049434859510818954,0.049434859510818954,0.0857043756255723,0.00021426093906393075,0.04922059857175502,-0.00021426093906393162,1,0
2019-12-31,-0.02826729487142356,-0.019802082510434357,0.2790366468445083,0.0006975916171112707,-0.020499674127545626,0.007767620743877934,3,0
2020-01-31,-0.027776560788735236,-0.025955154319124894,0.1020587756024699,0.0002551469390061747,-0.02621030125813107,0.0015662595306041652,2,0
2020-02-28,-0.08767349770481478,-0.041393687120171725,0.43740637818039996,0.001093515945451,-0.042487203065622724,0.045186294639192055,8,0
2020-03-31,0.08598157251940589,0.08598157251940589,0.0,0.0,0.08598157251940589,0.0,0,0
2020-04-30,0.09310081147834202,0.09317945060137015,0.0191192218071372,4.7798054517843e-05,0.09313165254685231,3.084106851028445e-05,1,0
2020-05-29,0.05963029839607578,0.06021613116887463,0.1060104012310415,0.00026502600307760373,0.059951105165797026,0.00032080676972124494,2,0
2020-06-30,0.1271431502225963,0.12802661913495764,0.0137820471446747,3.445511786168675e-05,0.12799216401709596,0.0008490137944996423,1,0
2020-07-31,0.07413878464934051,0.07413878464934051,0.0,0.0,0.07413878464934051,0.0,0,0
2020-08-31,-0.028664819241281746,-0.02139455143613321,0.3032833512189797,0.0007582083780474493,-0.02215275981418066,0.006512059427101084,5,0
2020-09-30,0.024110970485404823,0.02112211585695436,0.18137838007746304,0.0004534459501936576,0.020668669906760702,-0.003442300578644121,1,1
