rebalance_date,net_return,drawdown,regime_state
2023-08-31,-0.0586372841452801,-0.07660504113115585,
2022-05-31,-0.053424560403391906,-0.12682600135459787,
2021-12-31,-0.05260577374605306,-0.05905568016725493,
2025-02-28,-0.05252493222095982,-0.07885330593885653,
2022-11-30,-0.043204372416738905,-0.06197048910105207,
2026-02-27,-0.04319503173635805,-0.04319503173635808,
2020-02-28,-0.042429076686552734,-0.08701173789009797,
2022-03-31,-0.039353280940080025,-0.09545342978375626,
2021-08-31,-0.037408493759516416,-0.03740849375951649,
2021-02-26,-0.035727570776106055,-0.035727570776106,
