rebalance_date,next_rebalance_date,regime_label,core_target,future_target,early_target,cash_target_used,cash_weight,rebalance_action,due_sleeves,active_rebalance_interval_months,target_n,drawdown_before_month,drawdown_after_month,equity_after_month,regime_state,style_breakout_preference,style_turnaround_preference,style_quality_compounder_preference,style_cash_defense_preference,style_liquidity_tailwind_score,style_rate_pressure_score,style_inflation_pressure_score,style_overheat_risk_score,market_style_regime_label,regime_state_from_candidates,macro_risk_score,macro_risk_state,macro_style_state,recommended_cash_floor,recommended_target_n,recommended_core_capacity,recommended_future_capacity,recommended_early_capacity,recommended_concentrated_capacity,recommended_tactical_capacity,recommended_new_buy_policy,recommended_trim_policy,recommended_action,research_only,production_activation_allowed
2022-02-28,2022-03-31,balanced,0.1,0.4,0.5,0.0,0.1181741869023547,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.066934397133859,-0.0343025696023816,2.42898752085032,bear,0.013112124061034399,0.3116747317492077,0.2743577309691161,0.4020986826914759,0.20232547472657655,0.1325441910795555,0.12146733396718182,0.3088220155727948,balanced,bear,0.4,yellow,cash_defense,0.1,14,0.35,0.35,0.2,0.1,0.0,scout_only,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-03-31,2022-04-29,growth_reentry_alert,0.1,0.4,0.5,0.0,0.6996964802373657,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0343025696023816,-0.0992206415373841,2.2657011936382254,neutral,0.2617395534787791,0.4297615576145884,0.523147330618763,0.051378292213890286,0.1579167428471866,0.6025570675947557,0.2720183557435199,0.20389401473368968,quality_compounder,neutral,0.58,yellow,quality_compounder,0.1,14,0.35,0.35,0.2,0.1,0.0,scout_only,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-04-29,2022-05-31,risk_off_alert,0.1,0.5111111111111111,0.3888888888888889,0.0,0.2137843502527816,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0992206415373841,-0.0946994038159204,2.27707331668479,bear,0.0,0.31667458398086606,0.5887015131286891,0.6298020101135702,0.13022715887918632,0.5957956782372495,0.2332730851795992,0.34400737992185404,cash_defense,bear,0.99,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,no_new_buy_except_top_quality_or_recovery,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2022-05-31,2022-06-30,balanced,0.1,0.5666666666666667,0.3333333333333333,0.0,0.6160447760069151,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0946994038159204,-0.1483271175190276,2.1421852624596203,bear,0.18682331592410512,0.44986699969293553,0.2014727558991627,0.17662700076053528,0.33241720329252405,0.0,0.0,0.08019441544378149,balanced,bear,0.7200000000000001,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,no_new_buy_except_top_quality_or_recovery,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2022-06-30,2022-07-29,balanced,0.1,0.6777777777777778,0.2222222222222222,0.0,0.1226803212180853,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.1483271175190276,-0.1119053349477164,2.233795794462809,bear,0.004566419635210499,0.3647024726867388,0.3141719885131315,0.28400907806041464,0.10681365363170488,0.051428571428571386,0.0,0.11281288819713199,balanced,bear,0.47,yellow,turnaround_accumulation,0.1,14,0.35,0.35,0.2,0.1,0.0,scout_only,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-07-29,2022-08-31,balanced,0.1,0.788888888888889,0.1111111111111111,0.0,0.1580618746348089,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.1119053349477164,-0.1257177501167968,2.1990538732125,bear,0.36335674136580254,0.4787748098978736,0.18423557189734166,0.17626913664134028,0.45530561819531645,0.082472211377886,0.1319555382046176,0.16191257087631386,turnaround_accumulation,bear,0.47,yellow,turnaround_accumulation,0.1,14,0.35,0.35,0.2,0.1,0.0,scout_only,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-08-31,2022-09-30,balanced,0.1,0.788888888888889,0.1111111111111111,0.0,0.1850181059340384,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.1257177501167968,-0.1625105033289823,2.1065102507516564,bear,0.0,0.38818810934777515,0.44278924118794055,0.32285946942153027,0.10935797181089492,0.5038160118564746,0.10763202371294919,0.2554085222740152,balanced,bear,0.5700000000000001,crisis,cash_defense,0.45,18,0.3,0.15,0.05,0.0,0.0,risk_reduction_only,exit_distribution_hold_only_true_winners,raise_cash_exit_distribution_only_hold_best_structural_winners,True,False
2022-09-30,2022-10-31,balanced,0.1,0.825925925925926,0.074074074074074,0.0,0.109558361823264,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.1625105033289823,-0.077505153891424,2.320321457543762,bear,0.0,0.3431278780644189,0.4713192362561985,0.5347729004442083,0.1037929280056983,0.4500000000000001,0.0,0.3898024531537212,quality_compounder,bear,0.5700000000000001,crisis,cash_defense,0.45,18,0.3,0.15,0.05,0.0,0.0,risk_reduction_only,exit_distribution_hold_only_true_winners,raise_cash_exit_distribution_only_hold_best_structural_winners,True,False
2022-10-31,2022-11-30,balanced,0.1,0.4,0.5,0.0,0.1145635379709346,circuit_breaker_release,"core_compounder,early_scout,future_winner",1,18,-0.077505153891424,-0.0702196637782114,2.3386464152491846,bear,0.029123166857235004,0.4651151082058754,0.3295400287931225,0.18841037787335052,0.29108282057224194,0.42765803562250604,0.1610303569592989,0.21424490490652714,turnaround_accumulation,bear,0.4,yellow,turnaround_accumulation,0.1,14,0.35,0.35,0.2,0.1,0.0,scout_only,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-11-30,2022-12-30,balanced,0.1,0.4,0.5,0.0,0.3460766036807933,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0702196637782114,-0.1068659638956693,2.246471161521948,neutral,0.49923712557377337,0.5148602477955846,0.3383668380289117,0.03670430851965971,0.4336795377775294,0.0371562633166905,0.074312526633381,0.1587412780979077,turnaround_accumulation,neutral,0.4,yellow,turnaround_accumulation,0.1,14,0.35,0.35,0.2,0.1,0.0,scout_only,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-12-30,2023-01-31,balanced,0.1,0.6222222222222222,0.2777777777777778,0.0,0.0716850062736371,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.1068659638956693,-0.0672416659370925,2.3461368769253834,bear,0.0765834748750811,0.3103332208883039,0.37673220620056347,0.2835953274310124,0.10920947831638571,0.4568580755402412,0.013716151080482799,0.2095542434922217,balanced,bear,0.47,yellow,quality_compounder,0.1,14,0.35,0.35,0.2,0.1,0.0,scout_only,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2023-01-31,2023-02-28,balanced,0.1,0.4,0.5,0.0,0.0755186020262204,circuit_breaker_release,"core_compounder,early_scout,future_winner",1,18,-0.0672416659370925,-0.0784759294459733,2.317879697181434,neutral,0.7013942336377702,0.4240583269859762,0.371721403623627,0.0415557301147853,0.34020406819430893,0.0638239356827125,0.1276478713654251,0.1057252057561969,breakout_growth,neutral,0.18,green,breakout_growth,0.03,12,0.3,0.45,0.25,0.2,0.05,normal,winner_hold_stale_watch,favor_future_winners_and_monster_breakouts,True,False
2023-02-28,2023-03-31,balanced,0.1,0.4,0.5,0.0,0.2694400954720328,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0784759294459733,-0.0519426345249592,2.384618035942104,neutral,0.32413084252123564,0.3788131872231628,0.502559136829641,0.0944520267650618,0.1903475871683333,0.4628198021621958,0.025639604324391392,0.17147866799290012,quality_compounder,neutral,0.33,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2023-03-31,2023-04-28,balanced,0.1,0.4,0.5,0.0,0.103897090663952,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0519426345249592,-0.050785318943998,2.387528994401093,bull,0.7195671265876032,0.44660050674463647,0.2659317014865623,0.032242556614850204,0.7257458799542106,0.0,0.0,0.10904213851401946,breakout_growth,bull,0.08,green,breakout_growth,0.03,12,0.3,0.45,0.25,0.2,0.05,normal,winner_hold_stale_watch,favor_future_winners_and_monster_breakouts,True,False
2023-04-28,2023-05-31,balanced,0.1,0.4,0.5,0.0,0.225299903677294,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.050785318943998,-0.0006924410165043,2.5135259904987857,neutral,0.2182960236229934,0.3102256180506308,0.43080772572918097,0.06864323678888472,0.058808093778322204,0.09923050922841402,0.19472876940975925,0.12027047936580239,balanced,neutral,0.18,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2023-05-31,2023-06-30,balanced,0.1,0.4,0.5,0.0,0.1170962122031543,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0006924410165043,0.0,2.770962457271251,bull,0.5426879454046187,0.4213411549779811,0.3869788662970838,0.03881156358458881,0.2569986037408734,0.2571428571428574,0.0,0.1574509382904085,breakout_growth,bull,0.0,green,breakout_growth,0.03,12,0.3,0.45,0.25,0.2,0.05,normal,winner_hold_stale_watch,favor_future_winners_and_monster_breakouts,True,False
