rebalance_date,regime_state,main_capacity,concentrated_capacity,cash_capacity,main_return,concentrated_return,net_return,equity,main_names,concentrated_source_proxy
2019-04-30,bull,0.6,0.25,0.15000000000000002,-0.014156661275537568,-0.040943990158752205,-0.018729994305010593,0.9812700056949895,18,True
2019-05-31,bear,0.55,0.05,0.39999999999999997,0.05643667050413254,0.0841621225546505,0.03524827490500543,1.0158580806117625,28,True
2019-06-28,neutral,0.55,0.25,0.19999999999999996,0.011300275482258232,0.026486037988328427,0.012836661012324134,1.0288983064292059,18,True
2019-07-31,neutral,0.55,0.25,0.19999999999999996,-0.0003662550854515306,-0.007374126171376028,-0.002044971839842349,1.0267942383664967,18,True
2019-08-30,neutral,0.55,0.25,0.19999999999999996,-0.011219375644843883,-0.0020353931098806345,-0.0066795048821342955,1.0199357612383804,18,True
2019-09-30,neutral,0.55,0.25,0.19999999999999996,0.021694438374600458,0.018802606727550318,0.016632592787917833,1.0368999374248933,18,True
2019-10-31,neutral,0.55,0.25,0.19999999999999996,0.0064612607228814005,-0.019789542710653207,-0.0013936922800785313,1.0354548179868903,20,True
2019-11-29,bull,0.6,0.25,0.15000000000000002,0.029839749213314677,0.041259356472817865,0.02821868864619327,1.064673995102863,29,True
2019-12-31,neutral,0.55,0.25,0.19999999999999996,0.06246417546335697,0.03686143031347773,0.04357065408321577,1.111062537454885,18,True
2020-01-31,neutral,0.55,0.25,0.19999999999999996,-0.03372439252998204,-0.0332347561538537,-0.02685710492995355,1.0812226143027188,18,True
2020-02-28,bear,0.55,0.05,0.39999999999999997,-0.1280996335403873,-0.12865405894338033,-0.07688750139438205,0.9980901090378811,18,True
2020-03-31,deep_bear,0.4,0.0,0.6,0.19819170191762425,0.12946192762286426,0.0792766807670497,1.077215379988827,18,True
2020-04-30,bear,0.55,0.05,0.39999999999999997,0.12570455125963012,0.09065582449392347,0.07367029441749275,1.1565741541836554,18,True
2020-05-29,neutral,0.55,0.25,0.19999999999999996,0.040836363108865376,0.02693954257189126,0.029194885352848775,1.1903402040171152,18,True
2020-06-30,bull,0.6,0.25,0.15000000000000002,0.0845760702311948,0.08285744747438648,0.0714600040073135,1.2754019197662445,18,True
2020-07-31,bull,0.6,0.25,0.15000000000000002,0.07428360586053387,0.07228161611202832,0.0626405675443274,1.3552938198675266,18,True
