rebalance_date,ticker,action,reason,stage,score
2019-04-30,NOW,enter,baseline_lifecycle_scout,scout,1.390773084642703
2019-04-30,CDNS,enter,baseline_lifecycle_scout,scout,1.3522001745944814
2019-04-30,EL,enter,baseline_lifecycle_scout,scout,1.0165605319448532
2019-05-31,NOW,hold,hold,confirm,0.9173967728609611
2019-05-31,CDNS,hold,watch_stale,scout,0.31698497059397773
2019-05-31,EL,hold,watch_stale,scout,0.005309419816624472
2019-05-31,SHOP,enter,baseline_lifecycle_scout,scout,0.953331158021005
2019-05-31,PYPL,enter,baseline_lifecycle_scout,scout,0.8610445470125409
2019-05-31,AMT,enter,baseline_lifecycle_scout,scout,0.8184775549516812
2019-06-28,NOW,hold,hold,confirm,0.8025070525054421
2019-06-28,CDNS,hold,hold,confirm,0.819812056724127
2019-06-28,EL,hold,hold,scout,0.5815232558205744
2019-06-28,SHOP,hold,hold,confirm,0.7803273639010299
2019-06-28,PYPL,hold,hold,confirm,0.7826277605600545
2019-06-28,AMT,hold,watch_stale,scout,0.23761613936162893
2019-06-28,ADBE,enter,baseline_lifecycle_scout,scout,1.1245803119572388
2019-06-28,MKTX,enter,baseline_lifecycle_scout,scout,0.9053573687454595
2019-06-28,V,enter,baseline_lifecycle_scout,scout,0.8281595755201183
2019-07-31,NOW,hold,watch_stale,confirm,0.05106948152052698
2019-07-31,CDNS,hold,hold,confirm,0.5857830049435659
2019-07-31,EL,hold,hold,scout,0.48541578545846553
2019-07-31,SHOP,hold,hold,confirm,0.5223639438969129
2019-07-31,PYPL,hold,watch_stale,confirm,-0.1369649389914426
2019-07-31,AMT,exit,stale_leader_review_exit,scout,
2019-07-31,ADBE,hold,hold,confirm,0.8977353837307102
2019-07-31,MKTX,hold,hold,scout,0.5439301098383944
2019-07-31,V,hold,hold,scout,0.387300789843835
2019-07-31,HD,enter,baseline_lifecycle_scout,scout,0.869609912906173
2019-07-31,MELI,enter,baseline_lifecycle_scout,scout,0.8035134276845143
2019-07-31,MA,enter,baseline_lifecycle_scout,scout,0.7969054626020576
2019-08-30,NOW,exit,stale_leader_review_exit,confirm,
2019-08-30,CDNS,hold,watch_stale,confirm,0.12758575258893462
2019-08-30,EL,hold,hold,confirm,0.77346563897008
2019-08-30,SHOP,hold,hold,winner,0.7637065073303083
2019-08-30,PYPL,exit,stale_leader_review_exit,confirm,
2019-08-30,ADBE,hold,hold,confirm,0.4469889639328403
2019-08-30,MKTX,hold,hold,confirm,0.662188544451303
2019-08-30,V,hold,hold,scout,0.49839514124306594
2019-08-30,HD,hold,watch_stale,scout,0.2845961893949368
