rebalance_date,policy,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,baseline_recommendation_count,carried_count,equity,drawdown
2019-04-30,lifecycle_review_main,-0.01677920185378958,0.002475,0.495,-0.019254201853789583,0.010000000000000009,3,"NOW,V,FDS",13,0,0.9807457981462104,-0.019254201853789565
2019-05-31,lifecycle_review_main,0.05047935449541815,0.0015897238582975723,0.31794477165951446,0.048889630637120575,0.2774453277539597,6,"NOW,V,FDS,SHOP,AMT,SUI",19,0,1.0286940979664867,0.0
2019-06-28,lifecycle_review_main,0.01412748915685958,0.001947851989297624,0.3895703978595248,0.012179637167561956,0.0,9,"NOW,V,FDS,SHOP,AMT,SUI,HD,CPRT,ORCL",23,0,1.041223218836131,0.0
2019-07-31,lifecycle_review_main,0.02221422669264177,0.002026741018706696,0.4053482037413391,0.020187485673935076,0.0,11,"NOW,V,FDS,SHOP,SUI,HD,CPRT,ORCL,MELI,MA,CBRE",25,0,1.062242897649754,0.0
2019-08-30,lifecycle_review_main,-0.07031512055125085,0.0013726468084455804,0.27452936168911607,-0.07168776735969642,0.0,12,"V,SHOP,SUI,HD,CPRT,ORCL,MELI,MA,CBRE,DG,LRCX,AMT",12,6,0.9860930759235487,-0.0716877673596964
2019-09-30,lifecycle_review_main,0.015248617051740425,0.0023139684496068656,0.4627936899213731,0.01293464860213356,0.0,10,"SHOP,SUI,MA,CBRE,DG,LRCX,AMT,NEE,DUK,WRB",12,4,0.9988478433496167,-0.05968037483743205
2019-10-31,lifecycle_review_main,-0.019107914186930496,0.0031962713072808207,0.6392542614561642,-0.022304185494211315,0.0,11,"SUI,CBRE,DG,LRCX,AMT,NEE,DUK,WRB,BKNG,VICI,ORLY",21,1,0.976569355771054,-0.0806534381809052
2019-11-29,lifecycle_review_main,0.06256247420771778,0.0025040256962799777,0.5008051392559956,0.0600584485114378,0.0,10,"SUI,DG,LRCX,NEE,BKNG,VICI,ORLY,UNH,AAPL,NVDA",31,1,1.0352205961424776,-0.025438910033725892
2019-12-31,lifecycle_review_main,-0.02534577962313847,0.0010094477006860661,0.20188954013721325,-0.026355227323824535,0.0,10,"LRCX,BKNG,VICI,ORLY,UNH,AAPL,NVDA,BABA,CPRT,MSFT",12,4,1.0079371220008375,-0.051123689100741165
2020-01-31,lifecycle_review_main,-0.036891188423697936,0.0009476444780952047,0.18952889561904093,-0.03783883290179314,0.0,12,"LRCX,BKNG,VICI,ORLY,UNH,AAPL,NVDA,BABA,CPRT,MSFT,ADBE,SHOP",12,5,0.9697979576659336,-0.08702806127332818
2020-02-28,lifecycle_review_main,-0.07598470751667073,0.0024334764385749172,0.48669528771498344,-0.07841818395524565,0.28,10,"VICI,AAPL,NVDA,BABA,CPRT,MSFT,ADBE,SHOP,XYZ,NOW",12,4,0.8937481630222648,-0.1586216627103736
2020-03-31,lifecycle_review_main,0.12435510982053131,0.0015022094124954764,0.30044188249909526,0.12285290040803584,0.4,8,"NVDA,BABA,ADBE,SHOP,XYZ,NOW,VRTX,JD",12,2,1.003547717083904,-0.055255893633852415
2020-04-30,lifecycle_review_main,0.1846154934063124,0.0017212424525280474,0.34424849050560946,0.18289425095378434,0.0,11,"NVDA,BABA,ADBE,SHOP,XYZ,NOW,VRTX,JD,AMZN,ZTO,VEEV",19,2,1.1870908250963448,0.0
