rebalance_date,net_return,drawdown,regime_state
2021-12-31,-0.13406862107070752,-0.14702687325040464,
2022-11-30,-0.10431058573057322,-0.26494646635422325,
2024-11-29,-0.10049794563855496,-0.10049794563855508,
2025-10-31,-0.09122614480711068,-0.09122614480711067,
2022-03-31,-0.07862277381681453,-0.22156155012754253,
2020-02-28,-0.07841818395524565,-0.1586216627103736,
2022-05-31,-0.0771978103251221,-0.25807610713603757,
2023-08-31,-0.07679880169632038,-0.10302176839494681,
2024-03-28,-0.07679803482747061,-0.0767980348274705,
2022-08-31,-0.0719572274418213,-0.26048159899118517,
