split,feature,rows,auc,spearman
holdout,crisis_score,1683,0.4741599366239025,-0.022675853945313552
holdout,cash_raise_confirmation_score,1683,0.4198006293598574,-0.07037869541655602
holdout,liquidity_confirmation_score,1683,0.34927546596835596,-0.13229365642263252
holdout,market_trend_damage_score,1683,0.5077487181744162,0.006824252204722749
holdout,volatility_stress_score,1683,0.5361331778271681,0.03242208779996312
holdout,credit_stress_score,1683,0.439316836476465,-0.07325741779703158
holdout,rate_shock_score,1683,0.6192923002442621,0.10469206348999659
holdout,vix_zscore_252d,1683,0.6306141760007041,0.11461999667226622
holdout,hy_oas_zscore_252d,731,0.18880784926630198,-0.22381385510059684
holdout,m2_6m_change_lag1m,1683,0.3899142882292102,-0.09660950357561321
holdout,net_liquidity_13w_change_pct,1683,0.466078383909513,-0.02976779179615098
holdout,fed_assets_13w_change_pct,1683,0.39266223620799684,-0.09419426410174357
holdout,reverse_repo_13w_change_pct,1657,0.4637914251829309,-0.0320054386567266
holdout,tga_13w_change_pct,1683,0.6071507162819356,0.0940301205427533
holdout,dxy_ret_20d,1683,0.5186717426226262,0.016385320156424903
test,crisis_score,2229,0.3116143610796017,-0.09757589743719394
test,cash_raise_confirmation_score,2229,0.28520499108734404,-0.11125521504880924
test,liquidity_confirmation_score,2229,0.30715353175246224,-0.09993031132699765
test,market_trend_damage_score,2229,0.3902347899674103,-0.05705326485188983
test,volatility_stress_score,2229,0.3968472604836241,-0.05523417711820817
test,credit_stress_score,2229,0.5,
test,rate_shock_score,2229,0.4477034156178541,-0.027093559276374198
test,vix_zscore_252d,2180,0.4970804124949339,-0.0011974426596778331
test,hy_oas_zscore_252d,0,,
test,m2_6m_change_lag1m,2103,0.6493803711545647,0.06236380098447292
test,net_liquidity_13w_change_pct,2164,0.5610302012915325,0.025122029998508003
test,fed_assets_13w_change_pct,2164,0.5780590717299579,0.03213173541157748
test,reverse_repo_13w_change_pct,2164,0.3876865840932807,-0.046247121897215915
test,tga_13w_change_pct,2164,0.529785399936482,0.012260670908282836
test,dxy_ret_20d,2209,0.29508647021337375,-0.09694372164163582
all,crisis_score,3912,0.4503305804945516,-0.03478284070206219
all,cash_raise_confirmation_score,3912,0.40717763405099017,-0.06500238432202908
all,liquidity_confirmation_score,3912,0.3639911099030244,-0.09527312459017899
all,market_trend_damage_score,3912,0.4895389461397632,-0.0073516867310772106
all,volatility_stress_score,3912,0.5016477059232669,0.00118678372705589
all,credit_stress_score,3912,0.49032082697089135,-0.013302447722558026
all,rate_shock_score,3912,0.5834134134934403,0.05842074552919763
all,vix_zscore_252d,3863,0.6173176482649034,0.07775454745556097
all,hy_oas_zscore_252d,731,0.18880784926630198,-0.22381385510059684
all,m2_6m_change_lag1m,3786,0.43638081778465715,-0.04257469075069374
all,net_liquidity_13w_change_pct,3847,0.48372127229270084,-0.010810567256128738
all,fed_assets_13w_change_pct,3847,0.4440485383342526,-0.03715692527504388
all,reverse_repo_13w_change_pct,3821,0.4297805131851325,-0.04678729249692507
all,tga_13w_change_pct,3847,0.5633131090273947,0.04204573734133186
all,dxy_ret_20d,3892,0.43867166577396893,-0.04192708560697308
