as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status,target_weight,position_state,is_emerging_seat,cleanup_action,cleanup_reason,projected_weight_after_cleanup_review,operator_review_only
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,227.0,2184.75,495938.25,0.3838009229282674,1119.450046085576,241823.08953857425,5897.287351074218,2026-03-02,2026-05-01,108.0,2.0,227.0,1119.450046085576,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.2160730001084765,EXIT_REVIEW,False,TRIM_REVIEW,current weight materially above target,0.2160730001084765,True
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,BE,928.0,328.9100036621094,305228.4833984375,0.2362128221251651,290.5199890136719,35625.93359375,0.0,2026-05-01,2026-05-01,48.0,1.0,928.0,290.5199890136719,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,WDC,363.0,746.22998046875,270881.48291015625,0.2096320724305811,393.3635587028141,128090.51110103472,107318.88198936595,2026-02-02,2026-05-01,136.0,2.0,363.0,403.84445896621577,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.3869933167228273,EXIT_REVIEW,False,INCREASE_TO_MEANINGFUL_WEIGHT_REVIEW,target is meaningful and current is under target,0.3869933167228273,True
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,213.0,428.2200012207031,91210.86026000977,0.0705870385050416,439.5819539714645,-2420.095935912177,78440.64345250609,2026-03-02,2026-05-01,108.0,2.0,213.0,471.3604121678312,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0,True
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,LITE,64.0,850.0,54400.0,0.0420995359952529,537.4465250007976,20003.422399948955,256628.9734589683,2026-02-02,2026-05-01,136.0,2.0,64.0,637.3146924972534,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0,True
2026-06-18,current_broker_ledger_mark_to_market,main,equity,SNDK,59.0,2184.75,128900.25,0.1655399158176551,763.4664534229344,83855.72924804688,1510.2809069824218,2026-03-02,2026-05-01,108.0,2.0,59.0,763.4664534229344,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-18,current_broker_ledger_mark_to_market,main,equity,WDC,150.0,746.22998046875,111934.4970703125,0.1437516779223555,337.2851296764416,61341.72761884626,29954.74059728685,2026-02-02,2026-05-01,136.0,2.0,150.0,369.008330078125,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-18,current_broker_ledger_mark_to_market,main,equity,MRVL,303.0,310.5799865722656,94105.73593139648,0.1208551232758808,164.9499969482422,44125.8868560791,-1536.9661393165588,2026-05-01,2026-05-01,48.0,1.0,303.0,164.9499969482422,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-18,current_broker_ledger_mark_to_market,main,equity,STM,1113.0,78.38999938964844,87248.06932067871,0.1120481771804018,55.75,25198.31932067871,919.4925336074832,2026-05-01,2026-05-01,48.0,1.0,1113.0,55.75,target_rebalance,early_scout,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-18,current_broker_ledger_mark_to_market,main,equity,CIEN,101.0,428.2200012207031,43250.220123291016,0.0555440179387134,384.31793532820416,4434.108655142394,22819.456570287133,2026-03-02,2026-05-01,108.0,2.0,101.0,409.4563375038676,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
