rebalance_date,net_return,drawdown,regime_state
2022-03-31,-0.14778402944516286,-0.21448052322567424,
2021-12-31,-0.08501929111335305,-0.08501929111335316,
2022-05-31,-0.08269814422365121,-0.27215274015758584,
2025-02-28,-0.081403522810769,-0.10549952229516413,
2023-03-31,-0.07593741792990988,-0.2673858788676815,
2022-08-31,-0.06951466860320275,-0.3025101153112175,
2019-04-30,-0.06875719883585818,-0.06875719883585818,
2024-03-28,-0.058105980301009046,-0.058105980301009,
2019-08-30,-0.0494563547318806,-0.04945635473188059,
2021-08-31,-0.04794630078594105,-0.04794630078594109,
