rebalance_date,ticker,action,reason,stage,score
2019-04-30,NOW,enter,baseline_lifecycle_scout,scout,1.3954523362194653
2019-04-30,V,enter,baseline_lifecycle_scout,scout,0.9615121399483961
2019-04-30,AVGO,enter,baseline_lifecycle_scout,scout,0.9517082379717531
2019-05-31,NOW,hold,hold,confirm,0.9176203351205938
2019-05-31,V,hold,hold,confirm,0.7462854903391467
2019-05-31,AVGO,hold,watch_stale,scout,-0.5268087435065723
2019-05-31,SHOP,enter,baseline_lifecycle_scout,scout,0.9520841553983946
2019-05-31,AMT,enter,baseline_lifecycle_scout,scout,0.819595484154014
2019-05-31,MA,enter,baseline_lifecycle_scout,scout,0.5249188593127777
2019-06-28,NOW,hold,hold,confirm,0.8037460998773172
2019-06-28,V,hold,hold,winner,0.8293413797704142
2019-06-28,AVGO,hold,watch_stale,scout,0.20571570382143486
2019-06-28,SHOP,hold,hold,confirm,0.7813697271955622
2019-06-28,AMT,hold,watch_stale,scout,0.23935812803848142
2019-06-28,MA,hold,hold,scout,0.5489367981333664
2019-06-28,HD,enter,baseline_lifecycle_scout,scout,0.7864026023689358
2019-06-28,EL,enter,baseline_lifecycle_scout,scout,0.5826788862261049
2019-06-28,ORCL,enter,baseline_lifecycle_scout,scout,0.553391912243048
2019-07-31,NOW,hold,watch_stale,confirm,0.053104814351984386
2019-07-31,V,hold,hold,winner,0.3892680604617005
2019-07-31,AVGO,exit,stale_leader_review_exit,scout,
2019-07-31,SHOP,hold,hold,confirm,0.5233895088435373
2019-07-31,AMT,exit,stale_leader_review_exit,scout,
2019-07-31,MA,hold,hold,confirm,0.7981831541509772
2019-07-31,HD,hold,hold,confirm,0.8702366474268516
2019-07-31,EL,hold,hold,scout,0.48653845675657537
2019-07-31,ORCL,hold,hold,scout,0.5712196317697879
2019-07-31,ADBE,enter,baseline_lifecycle_scout,scout,0.8991735834042254
2019-07-31,NEE,enter,baseline_lifecycle_scout,scout,0.4214431445728449
2019-08-30,NOW,hold,watch_stale,confirm,0.16541315960642006
2019-08-30,V,hold,hold,winner,0.49890700150379097
2019-08-30,SHOP,hold,hold,winner,0.7665309055110744
2019-08-30,MA,hold,hold,winner,0.9625522098960145
2019-08-30,HD,hold,watch_stale,confirm,0.2848489534273838
2019-08-30,EL,hold,hold,confirm,0.7755607529655681
2019-08-30,ORCL,hold,watch_stale,scout,-0.12745905642480437
2019-08-30,ADBE,hold,hold,scout,0.44662206032619295
2019-08-30,NEE,hold,hold,scout,0.5755752726261959
2019-08-30,LRCX,enter,baseline_lifecycle_scout,scout,0.6733035662200674
2019-08-30,PG,enter,baseline_lifecycle_scout,scout,0.6190697158615236
2019-08-30,AMT,enter,baseline_lifecycle_scout,scout,0.6095620252858248
2019-09-30,NOW,exit,stale_leader_review_exit,confirm,
2019-09-30,V,exit,missing_return_row,winner,
2019-09-30,SHOP,hold,watch_stale,winner,-0.35792478907275854
2019-09-30,MA,hold,watch_stale,winner,0.1262476893318638
2019-09-30,HD,exit,stale_leader_review_exit,confirm,
2019-09-30,EL,hold,hold,confirm,0.6371860314626199
2019-09-30,ORCL,hold,watch_stale,scout,0.28883859687859575
2019-09-30,ADBE,hold,watch_stale,scout,-0.1691005404122627
2019-09-30,NEE,hold,hold,confirm,0.7994810028661776
2019-09-30,LRCX,hold,hold,confirm,0.6198023352092438
2019-09-30,PG,hold,hold,scout,0.5951929062227619
2019-09-30,AMT,hold,hold,scout,0.5258255515463827
2019-09-30,DUK,enter,baseline_lifecycle_scout,scout,0.7016427384509032
2019-09-30,VICI,enter,baseline_lifecycle_scout,scout,0.5455069117646046
2019-09-30,AEP,enter,baseline_lifecycle_scout,scout,0.35325313275923675
2019-10-31,SHOP,exit,stale_leader_review_exit,winner,
2019-10-31,MA,exit,stale_leader_review_exit,winner,
2019-10-31,EL,exit,missing_return_row,confirm,
2019-10-31,ORCL,exit,stale_leader_review_exit,scout,
2019-10-31,ADBE,hold,watch_stale,scout,0.17101604597939096
2019-10-31,NEE,hold,hold,confirm,0.7565029126722058
2019-10-31,LRCX,hold,hold,confirm,0.48976120876414964
2019-10-31,PG,hold,hold,scout,0.425374865850233
2019-10-31,AMT,hold,watch_stale,scout,-0.18547364607061576
2019-10-31,DUK,hold,watch_stale,scout,0.21485796415515485
2019-10-31,VICI,hold,hold,confirm,0.7981894250868522
2019-10-31,AEP,hold,watch_stale,scout,-0.67
2019-10-31,BKNG,enter,baseline_lifecycle_scout,scout,1.0023722298880864
2019-10-31,COST,enter,baseline_lifecycle_scout,scout,0.9357351365092269
2019-10-31,ORLY,enter,baseline_lifecycle_scout,scout,0.6813516818139814
2019-11-29,ADBE,hold,hold,confirm,0.6472836161295187
2019-11-29,NEE,hold,watch_stale,confirm,0.18617747258852074
2019-11-29,LRCX,hold,hold,confirm,0.525080948817451
2019-11-29,PG,hold,watch_stale,scout,0.028642685328882606
2019-11-29,AMT,exit,stale_leader_review_exit,scout,
2019-11-29,DUK,hold,watch_stale,scout,-0.6484986853859123
2019-11-29,VICI,hold,hold,confirm,0.49430367882178067
2019-11-29,AEP,exit,stale_leader_review_exit,scout,
2019-11-29,BKNG,hold,watch_stale,scout,-0.6299389220375886
2019-11-29,COST,hold,hold,scout,0.39790082328104054
2019-11-29,ORLY,hold,hold,confirm,0.7868186516273566
2019-11-29,UNH,enter,baseline_lifecycle_scout,scout,1.112025061588228
2019-11-29,AAPL,enter,baseline_lifecycle_scout,scout,1.0610958337991567
2019-11-29,BIO,enter,baseline_lifecycle_scout,scout,0.757377188684975
2019-12-31,ADBE,hold,hold,confirm,0.7761794789703652
2019-12-31,NEE,exit,stale_leader_review_exit,confirm,
2019-12-31,LRCX,hold,hold,winner,0.4611311275547971
2019-12-31,PG,exit,stale_leader_review_exit,scout,
2019-12-31,DUK,exit,stale_leader_review_exit,scout,
2019-12-31,VICI,hold,hold,confirm,0.45272860414686356
2019-12-31,BKNG,hold,hold,scout,0.5611256523847586
2019-12-31,COST,hold,watch_stale,scout,-0.001614257699205368
2019-12-31,ORLY,hold,hold,confirm,0.5247769091280756
2019-12-31,UNH,hold,hold,confirm,1.2713558172659747
2019-12-31,AAPL,hold,hold,confirm,0.860419427916541
2019-12-31,BIO,hold,hold,scout,0.5565638833407746
2019-12-31,TSLA,enter,baseline_lifecycle_scout,scout,1.0865430177072946
2019-12-31,BAC,enter,baseline_lifecycle_scout,scout,0.9056636368453577
2019-12-31,BABA,enter,baseline_lifecycle_scout,scout,0.8953252779970787
2020-01-31,ADBE,hold,hold,winner,1.4672518533899634
2020-01-31,LRCX,hold,watch_stale,winner,0.06986601116765301
2020-01-31,VICI,hold,hold,confirm,0.5357524683756577
2020-01-31,BKNG,hold,watch_stale,scout,-1.0659640069663094
2020-01-31,COST,hold,hold,scout,0.4858532728153621
2020-01-31,ORLY,hold,watch_stale,confirm,-0.6760068654714531
2020-01-31,UNH,hold,watch_stale,confirm,0.13196822147210752
2020-01-31,AAPL,hold,hold,confirm,0.6008535756730973
2020-01-31,BIO,hold,watch_stale,scout,-0.027682119246493553
2020-01-31,TSLA,trim,distribution_trim,confirm,0.8744329759724402
2020-01-31,BAC,hold,watch_stale,scout,-0.06316934326136447
2020-01-31,BABA,hold,watch_stale,scout,0.3155386149512948
2020-02-28,ADBE,hold,hold,winner,0.744697726152814
2020-02-28,LRCX,hold,watch_stale,winner,-0.1760452586346714
2020-02-28,VICI,hold,watch_stale,confirm,-0.15191601917627828
2020-02-28,BKNG,exit,failed_scout_timeout,scout,
2020-02-28,COST,exit,failed_scout_timeout,scout,
2020-02-28,ORLY,exit,missing_return_row,confirm,
2020-02-28,UNH,exit,stale_leader_review_exit,confirm,
2020-02-28,AAPL,hold,watch_stale,confirm,-0.2727206383511567
2020-02-28,BIO,exit,stale_leader_review_exit,scout,
2020-02-28,TSLA,trim,distribution_trim,winner,0.6634331257062336
2020-02-28,BAC,exit,stale_leader_review_exit,scout,
2020-02-28,BABA,hold,hold,scout,0.6385072875461182
2020-02-28,XYZ,enter,baseline_lifecycle_scout,scout,1.4248622880728452
2020-02-28,NOW,enter,baseline_lifecycle_scout,scout,1.1042716275874211
2020-02-28,SHOP,enter,baseline_lifecycle_scout,scout,0.771813347476907
2020-03-31,ADBE,hold,watch_stale,winner,0.29883012405341053
2020-03-31,LRCX,exit,stale_leader_review_exit,winner,
2020-03-31,VICI,exit,distribution_breakdown,confirm,
2020-03-31,AAPL,exit,stale_leader_review_exit,confirm,
2020-03-31,TSLA,hold,watch_stale,winner,0.29295576106001414
2020-03-31,BABA,hold,hold,scout,0.38304437335234415
2020-03-31,XYZ,hold,watch_stale,scout,0.14125747536009042
2020-03-31,NOW,hold,hold,scout,0.5339787416984063
2020-03-31,SHOP,hold,watch_stale,scout,-0.04713540842140751
2020-03-31,VRTX,enter,baseline_lifecycle_scout,scout,1.136736207079628
2020-03-31,JD,enter,baseline_lifecycle_scout,scout,1.0470579019458364
2020-03-31,VEEV,enter,baseline_lifecycle_scout,scout,0.7167633320492107
2020-04-30,ADBE,hold,hold,winner,0.9179352535584296
2020-04-30,TSLA,exit,stale_leader_review_exit,winner,
2020-04-30,BABA,hold,hold,confirm,0.9057013279675155
2020-04-30,XYZ,hold,hold,confirm,0.3650497535930565
2020-04-30,NOW,hold,hold,confirm,1.143526688952643
2020-04-30,SHOP,trim,distribution_trim,confirm,0.7561522795205805
2020-04-30,VRTX,hold,hold,confirm,0.9868856877770769
2020-04-30,JD,hold,hold,confirm,0.9306060909689879
2020-04-30,VEEV,hold,hold,confirm,1.0827120719202759
2020-04-30,AMZN,enter,baseline_lifecycle_scout,scout,1.7005122033898379
2020-04-30,ZTO,enter,baseline_lifecycle_scout,scout,1.276530368290997
2020-04-30,DPZ,enter,baseline_lifecycle_scout,scout,1.1475397527576137
2020-05-29,ADBE,hold,hold,monster,0.9798677241582234
2020-05-29,BABA,hold,watch_stale,confirm,0.35656661486763325
2020-05-29,XYZ,hold,hold,winner,0.5903330011314792
2020-05-29,NOW,hold,hold,winner,1.1064269487117833
2020-05-29,SHOP,hold,hold,winner,0.6893087284088029
2020-05-29,VRTX,hold,hold,winner,1.0326416905319644
2020-05-29,JD,hold,hold,winner,0.8036388020192217
2020-05-29,VEEV,hold,hold,winner,1.1794740603103144
2020-05-29,AMZN,hold,hold,confirm,1.2814281063817452
2020-05-29,ZTO,hold,hold,confirm,0.8836510941838671
2020-05-29,DPZ,hold,hold,scout,0.6425694173800286
2020-05-29,UNH,enter,baseline_lifecycle_scout,scout,1.0459182513182106
2020-06-30,ADBE,hold,hold,monster,1.1013328055467806
2020-06-30,BABA,hold,hold,confirm,0.3702659798919648
2020-06-30,XYZ,trim,distribution_trim,monster,1.626679562371412
2020-06-30,NOW,hold,hold,monster,1.1731598184044567
2020-06-30,SHOP,trim,distribution_trim,monster,1.0778033318914635
2020-06-30,VRTX,hold,hold,winner,0.6837575331555761
2020-06-30,JD,hold,hold,winner,0.6615599291626427
2020-06-30,VEEV,hold,hold,monster,1.0561930593876963
2020-06-30,AMZN,hold,hold,winner,1.0750163780114286
2020-06-30,ZTO,hold,hold,confirm,0.5600712006774006
2020-06-30,DPZ,hold,watch_stale,scout,-0.2558567805917724
2020-06-30,UNH,hold,hold,scout,0.5081020837276843
2020-07-31,ADBE,hold,hold,monster,0.936626731128242
2020-07-31,BABA,hold,hold,confirm,0.6280252963535541
2020-07-31,XYZ,hold,hold,monster,1.543351804832221
2020-07-31,NOW,hold,hold,monster,0.8744911048820985
2020-07-31,SHOP,hold,hold,monster,0.4346640388434439
2020-07-31,VRTX,exit,stale_leader_review_exit,winner,
2020-07-31,JD,hold,hold,winner,0.7197041114588189
2020-07-31,VEEV,hold,hold,monster,1.1380373071021697
2020-07-31,AMZN,hold,hold,winner,0.8841316706269483
2020-07-31,ZTO,hold,hold,confirm,0.5737064990325883
2020-07-31,DPZ,exit,stale_leader_review_exit,scout,
2020-07-31,UNH,hold,hold,scout,0.5680940095051656
2020-07-31,SE,enter,baseline_lifecycle_scout,scout,1.1377991392590738
2020-07-31,CTAS,enter,baseline_lifecycle_scout,scout,0.9784113026565342
2020-08-31,ADBE,hold,hold,monster,1.1040625290518888
2020-08-31,BABA,hold,hold,winner,0.9579492939979591
2020-08-31,XYZ,trim,distribution_trim,monster,0.9525086599069076
2020-08-31,NOW,hold,hold,monster,0.856444200896809
