label,horizon,action,n,avg_return,median_return,hit_rate,worst_return,best_return
AMBIGUOUS,1m,add25,331,0.01917300943969368,0.008570745938333013,0.5226586102719033,-0.26597276995329033,0.7587235714869702
AMBIGUOUS,1m,exit_to_cash,331,0.0,0.0,0.0,0.0,0.0
AMBIGUOUS,1m,hold,331,0.015338407551754942,0.0068565967506664105,0.5226586102719033,-0.21277821596263224,0.6069788571895762
AMBIGUOUS,1m,label_oracle,331,0.007669203775877471,0.0034282983753332053,0.5226586102719033,-0.10638910798131612,0.3034894285947881
AMBIGUOUS,1m,trim50,331,0.007669203775877471,0.0034282983753332053,0.5226586102719033,-0.10638910798131612,0.3034894285947881
AMBIGUOUS,3m,add25,331,0.07757525910794345,0.0794107038929931,0.6948640483383686,-0.28763550765410084,1.0247932724854683
AMBIGUOUS,3m,exit_to_cash,331,0.0,0.0,0.0,0.0,0.0
AMBIGUOUS,3m,hold,331,0.06206020728635476,0.06352856311439448,0.6948640483383686,-0.23010840612328065,0.8198346179883746
AMBIGUOUS,3m,label_oracle,331,0.03103010364317738,0.03176428155719724,0.6948640483383686,-0.11505420306164033,0.4099173089941873
AMBIGUOUS,3m,trim50,331,0.03103010364317738,0.03176428155719724,0.6948640483383686,-0.11505420306164033,0.4099173089941873
AMBIGUOUS,6m,add25,331,0.11082750848181308,0.12316687236552659,0.8549848942598187,-0.12402527253186149,0.26866581035208476
AMBIGUOUS,6m,exit_to_cash,331,0.0,0.0,0.0,0.0,0.0
AMBIGUOUS,6m,hold,331,0.08866200678545048,0.09853349789242127,0.8549848942598187,-0.09922021802548919,0.2149326482816678
AMBIGUOUS,6m,label_oracle,331,0.04433100339272524,0.04926674894621064,0.8549848942598187,-0.049610109012744597,0.1074663241408339
AMBIGUOUS,6m,trim50,331,0.04433100339272524,0.04926674894621064,0.8549848942598187,-0.049610109012744597,0.1074663241408339
DISTRIBUTION,1m,add25,419,0.035622657010587803,0.029211301542665102,0.6324582338902148,-0.2945970903597231,0.5268171937584876
DISTRIBUTION,1m,exit_to_cash,419,0.0,0.0,0.0,0.0,0.0
DISTRIBUTION,1m,hold,419,0.028498125608470235,0.023369041234132082,0.6324582338902148,-0.23567767228777847,0.42145375500679005
DISTRIBUTION,1m,label_oracle,419,0.0,0.0,0.0,0.0,0.0
DISTRIBUTION,1m,trim50,419,0.014249062804235118,0.011684520617066041,0.6324582338902148,-0.11783883614388924,0.21072687750339503
DISTRIBUTION,3m,add25,419,0.01062732704676474,0.008662736361301215,0.5250596658711217,-0.6680162582977678,0.9476259291277389
