ticker,event_date,prior_peak_date,event_price,prior_peak_price,drawdown_from_peak,days_since_peak,label,label_reason,recovery_3m,recovery_6m,half_recovery_3m,half_recovery_6m,lower_low_after_half_recovery_6m,fast_drop_flag,high_volume_panic_flag,v_recovery_days,forward_1m_return,forward_3m_return,forward_6m_return,max_forward_3m_return,max_forward_6m_return,max_dd_next_3m,max_dd_next_6m,mom_1m,mom_3m,mom_6m,rs_vs_spy_3m,rs_vs_spy_6m,price_vs_sma50,price_vs_sma200,volume_surge,distribution_risk_score,breakdown_risk_score,shakeout_quality_score
PWR,2017-05-10,2017-02-21,33.02015686035156,37.727516174316406,-0.12477257427218202,78,AMBIGUOUS,mixed_forward_evidence,0,1,1,1,0,0,0,159,-0.028512011733777487,0.08939704040047891,0.0754379949436439,0.08939704040047891,0.13038335330398354,-0.08939709816363983,-0.08939709816363983,-0.05949740689215166,-0.06911802203027995,0.17603919770167908,-0.12004071673904326,0.03912396417957842,-0.06792756505003483,0.04743635533601287,1.0301296016298587,0.45454545454545453,0.15,0.6
CIEN,2017-05-17,2017-03-01,23.030000686645508,26.40999984741211,-0.12798179402859045,77,DISTRIBUTION,half_recovery_failed_then_lower_low,1,1,1,1,1,0,0,15,0.1042118778538279,0.04732957534039306,-0.1467651310177862,0.19409462353800655,0.19409462353800655,-0.12763637195933952,-0.28836364746093746,0.03879118662120118,-0.0922349261009563,0.023555586073133572,-0.10043293990827995,-0.07641187783716918,0.0008344198515342072,0.01293774791438329,0.7791284978065752,0.6545454545454544,0.35,0.5090909090909091
GE,2017-05-17,2016-12-20,120.48688507080078,139.5898895263672,-0.13685091750114198,148,TRUE_BREAKDOWN,continued_lower_or_forward_loss_after_drawdown,0,0,0,0,0,0,0,-1,0.06693315675958456,-0.07655122948886295,-0.33486454957578804,0.06693315675958456,0.06693315675958456,-0.13448301361654968,-0.37659126421348155,-0.08143410556478248,-0.08966657351467533,-0.0876251417167403,-0.09786458732199899,-0.18759260562704305,-0.06945315898458904,-0.0826948235890862,1.1576604253006113,0.6090909090909091,0.49,0.2545454545454546
MTZ,2017-05-17,2017-05-05,41.099998474121094,47.150001525878906,-0.12831395240649546,12,DISTRIBUTION,half_recovery_failed_then_lower_low,1,1,1,1,1,1,0,68,0.08637477332251242,-0.05717758056854394,0.0012166193093485766,0.13990268159305486,0.14111930090240343,-0.17289218223977865,-0.17289218223977865,-0.029515939670312852,0.04846932842353269,0.11989094331640637,0.04027131461620903,0.019923479406103617,-0.009519254134503496,0.15291232223471996,1.0758633506488056,0.4363636363636363,0.0,0.7272727272727273
SCHW,2017-05-17,2017-03-16,33.842185974121094,38.568748474121094,-0.12254902445619764,62,AMBIGUOUS,mixed_forward_evidence,1,1,1,1,0,0,0,41,0.09968544306808091,0.07073585761908374,0.17404322548341744,0.14585540300507494,0.19347359180371004,-0.06853956613584433,-0.12588124168387027,0.00752950491793114,-0.09403605524755465,0.04114771779070536,-0.10223406905487831,-0.058819746119597394,-0.050031659236493664,0.03660560886383135,0.9411997083729446,0.3818181818181818,0.15,0.6
NEM,2017-05-18,2017-02-06,26.224369049072266,29.82423973083496,-0.12070284822854438,101,AMBIGUOUS,mixed_forward_evidence,1,1,1,1,0,0,0,74,-0.011448440125849446,0.08385939116694141,0.08688671174784823,0.1175322322399932,0.19059129739338987,-0.1019429609265281,-0.1019429609265281,-0.006264762427904413,-0.11204349985959705,-0.014732375625487792,-0.12516542922512153,-0.11058032330751755,-0.006353898856220508,-0.0688310574813189,0.951640989841606,0.45454545454545453,0.15,0.5272727272727273
XOM,2017-06-02,2016-12-13,53.74738311767578,61.44297409057617,-0.12524769653168044,171,AMBIGUOUS,mixed_forward_evidence,0,0,0,0,0,0,0,-1,0.032704441886520996,-0.030567894484097913,0.06761796718334723,0.05018881364165262,0.06761796718334723,-0.07967882280715177,-0.07967882280715177,-0.02961623723128426,-0.02679217507851528,-0.0723417272055823,-0.0553647833245402,-0.191670519988823,-0.023333331632719667,-0.047127819359864986,0.8865923153250501,0.40909090909090906,0.29000000000000004,0.36363636363636365
BAC,2017-06-06,2017-03-01,18.146896362304688,20.74813461303711,-0.12537215027985849,97,SHAKEOUT,reclaimed_prior_high_with_positive_6m_return,1,1,1,1,0,0,0,29,0.11156114019045216,0.05394673225284308,0.31952807382649095,0.1232565008093165,0.31952807382649095,-0.06367616687628497,-0.07861082464893654,-0.0605304287343279,-0.11531053398079016,0.053744607757519436,-0.14597774600937619,-0.0647361628240648,-0.04209695433467098,0.06524994999349198,0.8281848610517399,0.3818181818181818,0.15,0.6909090909090908
MKSI,2017-06-12,2017-06-08,71.54582977294922,81.67991638183594,-0.12407072702562594,4,SHAKEOUT,reclaimed_prior_high_with_positive_6m_return,0,1,1,1,0,1,0,92,0.022845583464096375,0.11407126835013659,0.23460150751973718,0.11407126835013659,0.4215363009195796,-0.1360717670346936,-0.17483478145933629,-0.046363509340551,0.14152753762611603,0.2891876849589443,0.11373776798848456,0.19720759572968527,0.002283384518804832,0.23070644157479792,1.3253856231247094,0.1636363636363636,0.0,0.9090909090909091
VZ,2017-06-13,2017-01-05,28.539148330688477,32.81727981567383,-0.13036216008805446,159,DISTRIBUTION,half_recovery_failed_then_lower_low,0,1,0,1,1,0,0,171,-0.05164925418371091,0.020310794826052136,0.14399341350273387,0.06654018353465241,0.14399341350273387,-0.06934033783644034,-0.10942836159575975,0.01352565759941382,-0.04752115870548923,-0.07716057168341606,-0.08430416082166026,-0.1678920883411159,-0.0071293485677130786,-0.047217789925937614,0.8889018841390466,0.6727272727272726,0.12,0.3454545454545454
HPE,2017-06-14,2017-05-16,9.9733304977417,11.341771125793457,-0.1206549323623407,29,AMBIGUOUS,mixed_forward_evidence,0,1,1,1,0,1,0,103,0.026882148674744588,0.02371063881057145,0.12778181251401466,0.10188773063537782,0.15834829426279629,-0.08315887544869893,-0.12491644838200233,-0.11509843601709657,-0.011443115272454008,-0.05875667762135284,-0.03802843912992804,-0.14935735661472904,-0.0800881637282349,-0.03359531123855608,1.1775101637893866,0.2545454545454546,0.0,0.7454545454545455
COST,2017-06-22,2017-06-07,141.88790893554688,161.7872314453125,-0.12299686651410446,15,AMBIGUOUS,mixed_forward_evidence,0,1,0,1,0,1,1,160,-0.055009449640952335,0.013807853644236312,0.1807230120641814,0.023287713660070652,0.2135926422925365,-0.06092404231640769,-0.0745794689948287,-0.07352015306282578,-0.0010142662276418912,0.020260005525496005,-0.04371927466736236,-0.06227473728024169,-0.0701309542561277,0.015869879108098228,1.7103811171565333,0.1636363636363636,0.0,0.8181818181818181
