ticker,target_weight,Name,sector,portfolio_sleeve_label
MU,0.5,MICRON TECHNOLOGY INC,Information Technology,future_winner
GLW,0.25,CORNING INC,Information Technology,future_winner
WDC,0.25,WESTERN DIGITAL CORP,Information Technology,future_winner
