ticker,name,sector,score_rank,score,missed_winner_score,mom_1m,mom_3m,mom_6m,mom_12m,relative_strength_composite,entry_quality_score,future_winner_score,early_scout_score,portfolio_sleeve_label,diagnosis,policy_probe,production_activation_allowed
STM,STMicroelectronics,Semiconductors,66,2.9650021271358376,4.592511,0.34500104288346,0.9726566711829199,2.010265883849799,1.6812602802091288,4.224741327668572,0.0,0.7008731359497123,0.6159749169827012,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
COHR,COHERENT CORP,Information Technology,18,5.62929796757553,3.953637,0.11812963608636817,0.5170155821854296,1.6414579605103317,3.7457267334146014,4.893866983408445,0.0,0.6049527021258193,0.5733018328700459,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty",fundamental_acceleration_override_replay,False
GLW,CORNING INC,Information Technology,19,5.565688515833932,3.548731,0.14483777611656534,0.3384660317406858,1.3798772845403318,3.0883143941509728,4.469374764376994,0.0,0.9535690417179625,0.9110350545912855,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
FTNT,FORTINET INC,Information Technology,55,3.4156513940144424,3.288722,0.6182937314974972,0.7715607854360911,0.6797941431935766,0.30231424975688914,2.021038262346586,0.0,0.5297807865228517,0.5458829429285217,core_compounder,"strong_3m_momentum,strong_6m_momentum,high_relative_strength,entry_quality_chase_penalty",fundamental_acceleration_override_replay,False
MKSI,MKS,Information Technology,38,4.2140544611253885,3.204036,0.14278584939831762,0.2637262489956931,1.2342590718003073,2.7921719971816996,4.175276721594069,0.0,0.8601110438448356,0.8864555779837233,future_winner,"strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,133,1.9814085391679088,3.199476,0.21362595227623404,0.4665164432742117,1.1932617844930986,2.0773527804749143,3.8844956380513755,0.0,0.5763966184366233,0.414892240684808,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,ranking_mismatch",fundamental_acceleration_override_replay,False
QCOM,QUALCOMM INC,Information Technology,3,6.6439456857359085,3.198343,0.7779769248828992,0.7070655843185001,0.45032702865742635,0.6108667905086753,1.5604443131779266,0.0,0.5287740710082424,0.6713386297008219,unassigned,"strong_3m_momentum,high_relative_strength,entry_quality_chase_penalty",fundamental_acceleration_override_replay,False
RVMD,REVOLUTION MEDICINES INC,Health Care,278,0.7571912304204563,3.158782,0.12700775114284912,0.46166451914434226,1.1488728226531904,2.9122351830675504,4.201947561163508,0.0,0.5457214388576793,0.6766037932218874,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,ranking_mismatch",fundamental_acceleration_override_replay,False
LRCX,LAM RESEARCH CORP,Information Technology,20,5.517876336605997,3.083183,0.18096383426178875,0.26188071727507056,1.0579244633784302,2.715271449948573,3.7086278896617038,0.0,0.8189032219986219,0.8449837162003431,core_compounder,"strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,31,4.689862876351003,2.963816,0.5307755797502955,0.49078566770835663,0.701687487748393,0.9265898881867378,2.1688021701830538,0.0,0.7211895079388724,0.7378802001289637,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,engine_likes_nonheld_name",concentrated_or_alpha_sprint_replay,False
CSCO,CISCO SYSTEMS INC,Information Technology,2,7.129845469344659,2.856945,0.3591828495268725,0.5572738240532131,0.5526249669698846,0.9490748230598329,1.862451331699952,0.0,0.38955085565726966,0.477386081113435,core_compounder,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty",fundamental_acceleration_override_replay,False
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,81,2.5640489346842057,2.813653,0.48961584263704094,0.8938145388699079,0.27443859418546346,0.5261076433639675,1.2227412816576704,0.0,0.2244452405209301,0.21309761587785075,future_winner,"strong_3m_momentum,entry_quality_chase_penalty,ranking_mismatch",fundamental_acceleration_override_replay,False
PANW,PALO ALTO NETWORKS INC,Information Technology,52,3.449479747572446,2.771594,0.5044164682859722,0.8078256394871295,0.30355174851682887,0.43760341205592534,1.1925642705507447,0.0,0.42904906519831204,0.3834347564026229,unassigned,"strong_3m_momentum,entry_quality_chase_penalty",fundamental_acceleration_override_replay,False
AMKR,AMKOR TECHNOLOGY INC,Information Technology,143,1.8120920646122618,2.766825,-0.09820330959371981,0.3995325247383017,1.1002990945520192,2.5483747976809115,3.830267759782973,0.0,0.7241702077901768,0.5969765634759421,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
TER,TERADYNE INC,Information Technology,47,3.769825068301845,2.685221,-0.10577472049374026,0.12582534017185254,1.1339617955395123,3.556905341696261,4.0703039567454145,0.0,0.7037241531888532,0.5633658593562889,core_compounder,"strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
ARW,ARROW ELECTRONICS INC,Information Technology,74,2.6574747829660503,2.412612,0.15909334309895828,0.3612050410007075,1.0837008194832638,0.8310725196786821,2.964753816469507,0.0,0.5016705745943659,0.5028691832192795,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty",fundamental_acceleration_override_replay,False
TXN,TEXAS INSTRUMENT INC,Information Technology,33,4.630604718020076,2.400019,0.10116254553674664,0.4135409537857504,0.9912766371413579,0.7143935930413055,2.7218295895470286,0.0,0.5703492435015386,0.4920280217302358,core_compounder,"strong_3m_momentum,strong_6m_momentum,high_relative_strength",leadership_rotation_replay,False
NVT,NVENT ELECTRIC PLC,Industrials,43,3.8677541649455636,2.377892,0.15510347342696118,0.434808767429427,0.5624508212013262,1.5925127425505088,2.0599360183127975,0.0,0.7302728886116885,0.7260510321895575,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,engine_likes_nonheld_name",concentrated_or_alpha_sprint_replay,False
FFIV,F5 INC,Information Technology,176,1.5734216317023857,2.312622,0.31258123197021703,0.4604853848626602,0.7573552177747755,0.37507857002134726,2.0269094408243595,0.0,0.3992247500877095,0.4520807508113958,future_winner,"strong_3m_momentum,strong_6m_momentum,high_relative_strength,ranking_mismatch",leadership_rotation_replay,False
ECG,EVERUS CONSTRUCTION GROUP INC,Industrials,149,1.7785230962220133,2.308476,0.0903688982612727,0.4013008232525068,0.7564693219989538,1.616616622128292,2.5204715912095703,0.0,0.4823506421457124,0.3561759823291037,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,ranking_mismatch",leadership_rotation_replay,False
