ticker,name,sector,score_rank,score,missed_winner_score,mom_1m,mom_3m,mom_6m,mom_12m,relative_strength_composite,entry_quality_score,future_winner_score,early_scout_score,portfolio_sleeve_label,diagnosis,policy_probe,production_activation_allowed
SNDK,SANDISK CORP,Information Technology,50,3.5325565041320304,6.892573,0.585845535880795,1.2186228796718468,5.011912103769193,37.30803108444732,5.213789827775129,0.0,0.8956488352559747,0.951858095874585,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
MU,MICRON TECHNOLOGY INC,Information Technology,10,6.139083499107693,5.873092,0.5589969237252503,0.7847244739894026,2.326925380398413,6.8547340867042,5.213789827775129,0.0,0.8657344058724399,0.9498110820469157,core_compounder,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
STX,Seagate Technology,Information Technology,9,6.150186490150352,5.803033,0.38308768799923065,0.9983988218306215,2.1499716365140022,6.882838706087269,5.213789827775129,0.0,0.7007088155626647,0.7391362899658998,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
HIMX,Himax Technologies,Information Technology,420,-0.03450770154132883,5.721097,0.9249771571885577,1.7647832518250928,1.9181693209719861,1.6607903131102422,5.213789827775129,0.0,0.9332222953674161,0.9694284328328292,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
ALAB,ASTERA LABS INC,Information Technology,48,3.6433519492964583,5.255566,0.5535082277658216,1.3930130360074804,1.1609746972283714,2.3294999563774437,4.114140400465352,0.0,0.9535690417179625,0.8660707713649267,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
WDC,WESTERN DIGITAL CORP,Information Technology,8,6.30868578343765,5.163067,0.201329640417653,0.7278074675915385,2.149323532633805,8.827649215637276,5.213789827775129,0.0,0.8856978446729373,0.9694284328328292,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
BE,Bloom Energy,Industrials,101,2.302024773222945,5.087828,0.27326674625874836,0.8872597488030876,1.7769208609834388,15.611202934782291,4.545980546896715,0.0,0.8489765360716464,0.8078241702445037,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
CIEN,CIENA CORP,Information Technology,21,5.487243419766803,4.913553,0.13160806021425775,0.6927850493954848,2.0921707490676846,6.304054099205424,5.213789827775129,0.0,0.8735967784165631,0.886743111114215,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
FLEX,FLEX LTD,Information Technology,46,3.78479982702698,4.860167,0.524395844587568,1.0927330618851778,1.2722127436408899,2.21685284698877,4.294657118633743,0.0,0.9329626736958723,0.9694284328328292,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
LITE,LUMENTUM HOLDINGS INC,Information Technology,12,5.9878304161049485,4.783019,0.11809090677157341,0.4033762420875828,2.5211214380982416,11.46741359396431,5.213789827775129,0.0,0.8443925817620925,0.6692904029739901,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
