rebalance_date,regime_label,rebalance_action,reported_cash_weight,period_end_cash_weight,book_explicit_cash_weight,book_stock_weight_sum,book_total_weight_sum,reported_vs_book_cash_gap,cash_target_used,target_defense_cash,excess_cash_over_target,possible_idle_cash,drawdown_or_risk_defense,confirmed_macro_defense,event_shock_without_confirmation,partial_rebalance,stock_count,target_n,drawdown_before_month,drawdown_after_month,next_rebalance_date,primary_cash_reason
2019-05-31,risk_off_alert,initial_rebalance,0.28,0.2697046914391869,0.28,0.7199999999999991,0.9999999999999991,0.0,0.28,0.28,0.0,False,True,True,False,False,14,14.0,0.0,0.0,2019-06-28,confirmed_macro_defense_cash
2019-06-28,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0,0.0,0.9999999999999994,0.9999999999999994,0.0,0.0,0.0,0.0,False,False,False,False,True,14,14.0,0.0,0.0,2019-07-31,no_cash
2019-07-31,balanced,rebalance,0.0061680980055217,0.0060690733887422,0.0061680980055217,0.9938319019944775,0.9999999999999991,0.0,0.0,0.0,0.0061680980055217,False,False,False,False,False,14,14.0,0.0,0.0,2019-08-30,cap_limited_leftover
2019-08-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0724573172625999,0.0,0.9999999999999997,0.9999999999999997,0.0,0.0,0.0,0.0,False,False,False,False,True,14,14.0,0.0,0.0,2019-09-30,no_cash
2019-09-30,balanced,rebalance,0.0,0.0,0.0,0.9999999999999994,0.9999999999999994,0.0,0.0,0.0,0.0,False,False,False,False,False,14,14.0,0.0,0.0,2019-10-31,no_cash
2019-10-31,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.0,0.0,0.0,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,0.0,False,False,False,False,True,16,16.0,0.0,-0.0007119674978556,2019-11-29,no_cash
2019-11-29,balanced,rebalance,0.0,0.0321450651486364,0.0,0.9999999999999988,0.9999999999999988,0.0,0.0,0.0,0.0,False,False,False,False,False,25,17.0,-0.0007119674978556,0.0,2019-12-31,no_cash
2019-12-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0,0.0,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,0.0,False,False,False,False,True,14,14.0,0.0,0.0,2020-01-31,no_cash
2020-01-31,balanced,rebalance,0.0,0.3118967865803815,0.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0,False,False,False,False,False,14,14.0,0.0,-0.0433101900031902,2020-02-28,no_cash
2020-02-28,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.2799999999999999,0.7587569850420932,0.2799999999999999,0.7199999999999993,0.9999999999999992,0.0,0.28,0.2799999999999999,0.0,False,True,True,False,True,14,14.0,-0.0433101900031902,-0.0958878205121613,2020-03-31,confirmed_macro_defense_cash
2020-03-31,systemic_alert,rebalance,0.4,0.3639831252997046,0.4,0.5999999999999995,0.9999999999999996,0.0,0.4,0.4,0.0,False,True,True,False,False,14,14.0,-0.0958878205121613,-0.0085959760154253,2020-04-30,confirmed_macro_defense_cash
2020-04-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,True,21,14.0,-0.0085959760154253,0.0,2020-05-29,no_cash
2020-05-29,balanced,rebalance,0.0,0.0,0.0,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,0.0,False,False,False,False,False,13,14.0,0.0,0.0,2020-06-30,no_cash
2020-06-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0508186996803451,0.0,0.9999999999999992,0.9999999999999992,0.0,0.0,0.0,0.0,False,False,False,False,True,21,14.0,0.0,0.0,2020-07-31,no_cash
2020-07-31,balanced,rebalance,0.0,0.0276044142732549,0.0,0.9999999999999989,0.9999999999999989,0.0,0.0,0.0,0.0,False,False,False,False,False,26,14.0,0.0,0.0,2020-08-31,no_cash
2020-08-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.1221973352736425,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,True,13,14.0,0.0,-0.0121253089711374,2020-09-30,no_cash
