portfolio,arm,status,reason,metric_mode,cagr,max_dd,sharpe,years,avg_cash_weight,cash_interest_accrued_usd,cash_interest_accrued_pct_starting_capital,raw_engine_valid_for_production,valid_for_production,research_only,production_promotion_allowed,production_blocker,actual_equity_curve_end_date,end_date_matches_official,is_cagr,is_max_dd,is_sharpe,is_years,is_status,oos_cagr,oos_max_dd,oos_sharpe,oos_years,oos_status,oos2_cagr,oos2_max_dd,oos2_sharpe,oos2_years,oos2_status
main,baseline,completed,,broker_ledger_next_close,0.33381163624338384,-0.25652197608665717,1.250366472797416,7.091033538672143,0.29331036128484245,0.0,0.0,True,False,True,False,research_only_cash_carry_measurement,2026-07-06,True,0.22035513843822785,-0.25652197608665717,1.0055761590942227,5.070499657768652,completed,0.6791488260334346,-0.20699791871492046,1.7467277855044068,2.0123203285420943,completed,0.4797257261345378,-0.20699791871492046,1.5126396534969666,3.5044490075290895,completed
main,cash_carry,completed,,broker_ledger_next_close_cash_carry,0.34248490427249423,-0.25361886246588794,1.2756315263222913,7.091033538672143,0.29347917189657197,13682.644425298755,0.13682644425298754,False,False,True,False,research_only_cash_carry_measurement,2026-07-06,True,0.2270810850646714,-0.25361886246588794,1.0304439008577273,5.070499657768652,completed,0.6942872519519632,-0.2062231573728306,1.7739631733970072,2.0123203285420943,completed,0.4944445279859784,-0.2062231573728306,1.5470530713774744,3.5044490075290895,completed
concentrated,baseline,completed,,broker_ledger_next_close,0.4725678116430192,-0.23221640827349677,1.4621225632708028,7.091033538672143,0.4101781290978129,0.0,0.0,True,False,True,False,research_only_cash_carry_measurement,2026-07-06,True,0.2647664925355291,-0.2106431305627955,1.0528007071106282,5.070499657768652,completed,1.1703592605596285,-0.23221640827349677,2.2447862750735244,2.0123203285420943,completed,0.7187362205721481,-0.23221640827349677,1.7821979621220523,3.5044490075290895,completed
concentrated,cash_carry,completed,,broker_ledger_next_close_cash_carry,0.4866155651099202,-0.22955201825505345,1.4948238570140746,7.091033538672143,0.4103634697138473,26580.445411408935,0.2658044541140894,False,False,True,False,research_only_cash_carry_measurement,2026-07-06,True,0.27568706287669764,-0.20838527950384333,1.0870320370271576,5.070499657768652,completed,1.196081916471996,-0.22955201825505345,2.2768259509651747,2.0123203285420943,completed,0.7442250994766006,-0.22955201825505345,1.8267767873698608,3.5044490075290895,completed
