rank,ticker,target_weight,regime_state,row_type
1,WDC,0.1,neutral,equity
2,GOOGL,0.08971916449969172,neutral,equity
3,VRT,0.071016233850799,neutral,equity
4,GEV,0.07018057137534582,neutral,equity
5,FTI,0.06190507443154121,neutral,equity
6,TSM,0.04517895584262236,neutral,equity
7,FIX,0.03899999999999998,neutral,equity
8,MLI,0.03899999999999998,neutral,equity
9,PR,0.03899999999999998,neutral,equity
10,LRCX,0.03828248743568984,neutral,equity
11,GLW,0.03509346159192647,neutral,equity
12,TER,0.029516877326375375,neutral,equity
13,AMKR,0.024748464863141615,neutral,equity
14,ON,0.022717498972997477,neutral,equity
15,CASH,0.2946412098098692,neutral,cash
