rank,ticker,target_weight,regime_state,row_type
1,GOOGL,0.12000000000000001,neutral,equity
2,AMZN,0.11255103721465515,neutral,equity
3,GEV,0.09915099697881082,neutral,equity
4,TSM,0.07751087537565457,neutral,equity
5,VRT,0.06030500744146816,neutral,equity
6,TXN,0.050905622884566654,neutral,equity
7,GLW,0.050747673420967074,neutral,equity
8,FIX,0.05007613319645739,neutral,equity
9,FTI,0.046363165063720346,neutral,equity
10,LRCX,0.04626246615398533,neutral,equity
11,PWR,0.04519507567641165,neutral,equity
12,CBOE,0.04344971209826859,neutral,equity
13,NXPI,0.04290887233020794,neutral,equity
14,PR,0.04000000000000001,neutral,equity
15,MLI,0.04000000000000001,neutral,equity
16,AKAM,0.038333408130565655,neutral,equity
17,ON,0.03623995403426078,neutral,equity
18,CASH,0.0,neutral,cash
