split,feature,rows,auc,spearman
holdout,crisis_score,1686,0.47446738414232376,-0.022387585692353017
holdout,cash_raise_confirmation_score,1686,0.4202284208214364,-0.06994558616020916
holdout,liquidity_confirmation_score,1686,0.3496074017131562,-0.13189336634976495
holdout,market_trend_damage_score,1686,0.5077778387876125,0.00684412129141875
holdout,volatility_stress_score,1686,0.5365418405446958,0.03276531900562794
holdout,credit_stress_score,1686,0.43953986382604876,-0.07297755181455684
holdout,rate_shock_score,1686,0.6193388974302657,0.10464665951182095
holdout,vix_zscore_252d,1686,0.6307654293872172,0.1146581404867499
holdout,hy_oas_zscore_252d,734,0.19037738295940865,-0.22225094805492257
holdout,m2_6m_change_lag1m,1686,0.3893174829782561,-0.09705318536325716
holdout,net_liquidity_13w_change_pct,1686,0.4659949483856798,-0.02981641307448741
holdout,fed_assets_13w_change_pct,1686,0.39258730507357786,-0.09418232236892589
holdout,reverse_repo_13w_change_pct,1660,0.4632978604609612,-0.032414580731468835
holdout,tga_13w_change_pct,1686,0.6073138589940699,0.09409566038126406
holdout,dxy_ret_20d,1686,0.5185591917417087,0.016273126906197782
test,crisis_score,2227,0.3086117719146482,-0.09917457390658108
test,cash_raise_confirmation_score,2227,0.2813851643598616,-0.11328337678975506
test,liquidity_confirmation_score,2227,0.3071925461361015,-0.0999533954826603
test,market_trend_damage_score,2227,0.36912035034602075,-0.06805850243763384
test,volatility_stress_score,2227,0.3976265138408305,-0.05485876426254503
test,credit_stress_score,2227,0.5,
test,rate_shock_score,2227,0.44323547433679356,-0.02942117929179067
test,vix_zscore_252d,2178,0.4978740027344982,-0.0008723532112519737
test,hy_oas_zscore_252d,0,,
test,m2_6m_change_lag1m,2101,0.6490416082281439,0.06225154127658832
test,net_liquidity_13w_change_pct,2162,0.5609815170826963,0.025113428996439528
test,fed_assets_13w_change_pct,2162,0.578026369567521,0.03213291062633932
test,reverse_repo_13w_change_pct,2162,0.38768713764550944,-0.0462679869927404
test,tga_13w_change_pct,2162,0.5293440910673468,0.01208451784831871
test,dxy_ret_20d,2207,0.30159206275957545,-0.09168680283878466
all,crisis_score,3913,0.44969564341685025,-0.0352231778524265
all,cash_raise_confirmation_score,3913,0.406431131330505,-0.06551715112699272
all,liquidity_confirmation_score,3913,0.364119332077969,-0.0951713237441505
all,market_trend_damage_score,3913,0.483421837584841,-0.011649136579541886
all,volatility_stress_score,3913,0.5022554996786992,0.0016247021064544126
all,credit_stress_score,3913,0.49033380116435576,-0.013284525522281211
all,rate_shock_score,3913,0.5820420024872839,0.05745323111951138
all,vix_zscore_252d,3864,0.6177994469243172,0.07806416508065742
all,hy_oas_zscore_252d,734,0.19037738295940865,-0.22225094805492257
all,m2_6m_change_lag1m,3787,0.43586286162816773,-0.042915874901825676
all,net_liquidity_13w_change_pct,3848,0.48347293524272716,-0.010974116243794362
all,fed_assets_13w_change_pct,3848,0.44403884223238066,-0.037158726962538045
all,reverse_repo_13w_change_pct,3822,0.42956730991716413,-0.04692344895908552
all,tga_13w_change_pct,3848,0.5631884745251788,0.04195773221509424
all,dxy_ret_20d,3893,0.4416953129824417,-0.03961261842490191
