portfolio_kind,weekly_signal_date,ticker,leader_rank,target_weight_after,leader_overlay_weight,weekly_leader_score,weekly_ret_4w,weekly_rs_4w,weekly_dollar_vol_20d,regime_state
concentrated,2019-06-07,SHOP,1,0.1740186196948597,0.1740186196948597,3.3949870181587833,0.1785728023854718,0.18013530661127675,498288152.3077965,bear
concentrated,2019-06-07,HEI,2,0.06877354075542656,0.06877354075542656,2.9388323558981098,0.22381626093086382,0.22537876515666877,65979090.2041626,bear
concentrated,2019-06-07,PAGS,3,0.007207839549713691,0.007207839549713691,2.4165997309326794,0.300254386839631,0.30181689106543597,63819857.6543045,bear
concentrated,2019-06-14,HEI,1,0.16675832869719343,0.16675832869719343,3.2368399849515743,0.22328876296766786,0.21132360659528016,65979090.2041626,bear
concentrated,2019-06-14,SHOP,2,0.07503295919071629,0.07503295919071629,2.8658791485574975,0.1155758410971488,0.10361068472476109,498288152.3077965,bear
concentrated,2019-06-14,TGT,3,0.00820871211209028,0.00820871211209028,2.3600414771057414,0.2383977776641899,0.2264326212918022,407121413.8336563,bear
concentrated,2019-06-21,SHOP,1,0.16094506235050973,0.16094506235050973,3.7109202833382087,0.18488317774457008,0.14014908662147318,498288152.3077965,bear
concentrated,2019-06-21,HEI,2,0.08526909612536153,0.08526909612536153,3.2673468420806717,0.2320623950098175,0.18732830388672062,65979090.2041626,bear
concentrated,2019-06-21,SE,3,0.0037858415241287385,0.0037858415241287385,2.330882683922688,0.14871627295297585,0.10398218182987895,152676728.69794846,bear
concentrated,2019-07-05,SE,1,0.5,0.5,3.023680285349812,0.1575364227846856,0.1149089800390708,114521502.2890091,neutral
concentrated,2019-07-05,SHOP,2,0.1303504018599962,0.1303504018599962,2.286404191362943,0.02842159002413802,-0.014205852721476786,591676797.0399857,neutral
concentrated,2019-07-05,OLED,3,0.06964959814000388,0.06964959814000388,2.1943957003549635,0.17773520538817644,0.13510776264256164,97215317.2201538,neutral
concentrated,2019-07-12,PAGS,1,0.5,0.5,3.220224748043705,0.2242542637969791,0.17982266307835504,70564993.33916664,neutral
concentrated,2019-07-12,SE,2,0.19999999999999993,0.19999999999999993,3.062922875309103,0.17389850613089108,0.12946690541226702,114521502.2890091,neutral
concentrated,2019-07-19,PAGS,1,0.5,0.5,3.7480127192117267,0.21415270796329033,0.20337015869669206,70564993.33916664,neutral
