as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status
2026-05-12,current_broker_ledger_mark_to_market,concentrated,equity,PR,15787.0,20.170000076293945,318423.7912044525,0.3419589995845778,18.6336612701416,24254.18073272705,6935.022645664215,2026-03-02,2026-03-02,71,1,15787.0,18.6336612701416,target_rebalance,early_scout,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-12,current_broker_ledger_mark_to_market,concentrated,equity,ETR,2683.0,112.93000030517578,302991.1908187866,0.3253857511821604,106.0512237548828,18455.757484436035,8737.650937976832,2026-03-02,2026-03-02,71,1,2683.0,106.05122375488278,target_rebalance,early_scout,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-12,current_broker_ledger_mark_to_market,concentrated,equity,BKNG,1014.0,160.55999755859375,162807.83752441406,0.1748412234958612,166.81065368652344,-6338.165313720703,47315.306591491695,2026-03-02,2026-03-02,71,1,1014.0,166.81065368652344,target_rebalance,early_scout,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-12,current_broker_ledger_mark_to_market,concentrated,equity,PEG,1869.0,78.62000274658203,146940.78513336182,0.1578014120499995,83.82633209228516,-9730.62954711914,93.22632858276368,2026-03-02,2026-03-02,71,1,1869.0,83.82633209228516,target_rebalance,early_scout,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-12,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,11.745554783323314,1.2613687400927256e-05,1.0,0.0,0.0,,,,0,0.0,0.0,,,CASH_POLICY_REVIEW,Combined cash target is materially above the macro floor without confirmed cash-raise evidence; review before reserving more cash.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-12,current_broker_ledger_mark_to_market,main,equity,MU,62.0,766.5800170898438,47527.96105957031,0.1216879845562652,237.7040761311849,32790.308339436844,10095.193561350505,2025-12-01,2025-12-01,162,1,62.0,240.2619781494141,target_rebalance,core_compounder,HOLD_OR_TRIM_REVIEW,Target changed but monster bridge still marks the name as a hold target.,hold_target,nan,0.190980734195642,existing target holding,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-12,current_broker_ledger_mark_to_market,main,equity,AMAT,74.0,431.2000122070313,31908.800903320312,0.0816975436136516,344.7111197806693,6400.178039550781,765.1011962890642,2026-02-02,2026-03-02,99,2,74.0,344.7111197806693,target_rebalance,"core_compounder,future_winner",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-12,current_broker_ledger_mark_to_market,main,equity,LRCX,108.0,289.239990234375,31237.9189453125,0.0799798542466954,180.6783640258789,11724.65563051758,6323.142413658524,2025-11-03,2026-02-02,190,3,108.0,183.59412708988896,target_rebalance,future_winner,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,5.813956425456945,challenger SNDK outranks held name,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-12,current_broker_ledger_mark_to_market,main,equity,GOOGL,80.0,387.3500061035156,30988.00048828125,0.0793399767375082,340.7140662079649,3730.87519164406,10945.21813606896,2026-02-02,2026-02-02,99,1,80.0,343.4482421875,target_rebalance,core_compounder,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-12,current_broker_ledger_mark_to_market,main,equity,VRT,65.0,367.1300048828125,23863.45031738281,0.0610986692663128,257.68865966796875,7113.687438964844,1750.878056621551,2026-03-02,2026-03-02,71,1,65.0,257.68865966796875,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,hold_target,nan,0.3079229774216048,existing target holding,green,simulated_broker_replay,simulation_ready_preview_only
