rebalance_date,era_bucket,feature,weight,direction,available
2024-11-29,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2024-11-29,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2024-11-29,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2024-12-31,2023_2024_ai_bull,etf_theme_leadership_score,0.14,high_is_better,True
2024-12-31,2023_2024_ai_bull,evidence_fusion_score,0.12,high_is_better,True
2024-12-31,2023_2024_ai_bull,rs_benchmark_3m,0.08,high_is_better,True
2024-12-31,2023_2024_ai_bull,h6_dynamic_leader_score,0.08,high_is_better,True
2024-12-31,2023_2024_ai_bull,breakout_setup_quality_score,0.06,high_is_better,True
2025-01-31,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2025-01-31,2025_plus,mom_6m,0.12,high_is_better,True
2025-01-31,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2025-01-31,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2025-01-31,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2025-01-31,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
2025-02-28,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2025-02-28,2025_plus,mom_6m,0.12,high_is_better,True
2025-02-28,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2025-02-28,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2025-02-28,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2025-02-28,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
2025-03-31,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2025-03-31,2025_plus,mom_6m,0.12,high_is_better,True
2025-03-31,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2025-03-31,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2025-03-31,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2025-03-31,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
2025-04-30,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2025-04-30,2025_plus,mom_6m,0.12,high_is_better,True
2025-04-30,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2025-04-30,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2025-04-30,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2025-04-30,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
2025-05-30,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2025-05-30,2025_plus,mom_6m,0.12,high_is_better,True
2025-05-30,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2025-05-30,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2025-05-30,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2025-05-30,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
2025-06-30,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2025-06-30,2025_plus,mom_6m,0.12,high_is_better,True
2025-06-30,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2025-06-30,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2025-06-30,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2025-06-30,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
2025-07-31,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2025-07-31,2025_plus,mom_6m,0.12,high_is_better,True
2025-07-31,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2025-07-31,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2025-07-31,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2025-07-31,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
2025-08-29,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2025-08-29,2025_plus,mom_6m,0.12,high_is_better,True
2025-08-29,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2025-08-29,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2025-08-29,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2025-08-29,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
2025-09-30,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2025-09-30,2025_plus,mom_6m,0.12,high_is_better,True
2025-09-30,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2025-09-30,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2025-09-30,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2025-09-30,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
2025-10-31,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2025-10-31,2025_plus,mom_6m,0.12,high_is_better,True
2025-10-31,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2025-10-31,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2025-10-31,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2025-10-31,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
2025-11-28,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2025-11-28,2025_plus,mom_6m,0.12,high_is_better,True
2025-11-28,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2025-11-28,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2025-11-28,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2025-11-28,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
2025-12-31,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2025-12-31,2025_plus,mom_6m,0.12,high_is_better,True
2025-12-31,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2025-12-31,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2025-12-31,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2025-12-31,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
2026-01-30,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2026-01-30,2025_plus,mom_6m,0.12,high_is_better,True
2026-01-30,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2026-01-30,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2026-01-30,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2026-01-30,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
2026-02-27,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2026-02-27,2025_plus,mom_6m,0.12,high_is_better,True
2026-02-27,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2026-02-27,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2026-02-27,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2026-02-27,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
2026-03-31,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2026-03-31,2025_plus,mom_6m,0.12,high_is_better,True
2026-03-31,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2026-03-31,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2026-03-31,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2026-03-31,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
2026-04-30,2025_plus,h6_dynamic_leader_score,0.16,high_is_better,True
2026-04-30,2025_plus,mom_6m,0.12,high_is_better,True
2026-04-30,2025_plus,rs_benchmark_3m,0.1,high_is_better,True
2026-04-30,2025_plus,evidence_fusion_score,0.1,high_is_better,True
2026-04-30,2025_plus,selection_confirmation_score,0.08,high_is_better,True
2026-04-30,2025_plus,breakout_setup_quality_score,0.08,high_is_better,True
