window_start,window_end,months,cagr,sharpe,max_dd,calmar,target_cagr,target_max_dd,target_pass
2019-04-30,2022-03-31,36,0.45030150364991584,1.618633168188843,-0.14252733858541478,3.159404421068706,0.5,-0.18,False
2019-05-31,2022-04-29,36,0.48946250752321885,1.742169009042052,-0.1425273385854149,3.4341657704489443,0.5,-0.18,False
2019-06-28,2022-05-31,36,0.4275567013371657,1.5272410834821666,-0.1639317936675735,2.608137761270275,0.5,-0.18,False
2019-07-31,2022-06-30,36,0.44128473416801683,1.5696691610714717,-0.1639317936675735,2.691880106325617,0.5,-0.18,False
2019-08-30,2022-07-29,36,0.4503710586306142,1.5987703030104958,-0.1639317936675736,2.747307575636559,0.5,-0.18,False
2019-09-30,2022-08-31,36,0.44233103186188805,1.5701659691780232,-0.16393179366757327,2.698262624752723,0.5,-0.18,False
2019-10-31,2022-09-30,36,0.5063715823958124,1.696916816565415,-0.16393179366757338,3.088916256370929,0.5,-0.18,True
2019-11-29,2022-10-31,36,0.5340714482906888,1.774655591725621,-0.1639317936675736,3.257888151786448,0.5,-0.18,True
2019-12-31,2022-11-30,36,0.49386563570484676,1.6437178322690031,-0.1639317936675736,3.012628756483468,0.5,-0.18,False
2020-01-31,2022-12-30,36,0.48999795697282433,1.6352153574008832,-0.1639317936675737,2.9890355373434048,0.5,-0.18,False
2020-02-28,2023-01-31,36,0.5061620746160449,1.6929067015615422,-0.1639317936675736,3.0876382383911283,0.5,-0.18,True
2020-03-31,2023-02-28,36,0.5759481617699054,1.9265254089241775,-0.16393179366757338,3.5133402062191377,0.5,-0.18,True
2020-04-30,2023-03-31,36,0.49407739580334553,1.770409998731159,-0.16393179366757338,3.0139205138281655,0.5,-0.18,False
2020-05-29,2023-04-28,36,0.47201683334492617,1.7883182976593033,-0.16393179366757327,2.8793489217967,0.5,-0.18,False
2020-06-30,2023-05-31,36,0.48335272282191966,1.8165369963776448,-0.16393179366757327,2.948498958061055,0.5,-0.18,False
2020-07-31,2023-06-30,36,0.43542658432959724,1.701785637307803,-0.1639317936675736,2.6561448184515686,0.5,-0.18,False
2020-08-31,2023-07-31,36,0.36180947161772026,1.5810883861051563,-0.1639317936675735,2.2070732194354554,0.5,-0.18,False
2020-09-30,2023-08-31,36,0.3558270244778663,1.549951437727126,-0.1639317936675735,2.1705797058465945,0.5,-0.18,False
2020-10-30,2023-09-29,36,0.30535115925848455,1.3691978238339622,-0.1639317936675735,1.8626719834328545,0.5,-0.18,False
2020-11-30,2023-10-31,36,0.2786615574097995,1.3042034668076747,-0.1639317936675736,1.6998627976637573,0.5,-0.18,False
2020-12-31,2023-11-30,36,0.2963048448771366,1.3577334123845581,-0.1639317936675735,1.8074885795368878,0.5,-0.18,False
2021-01-29,2023-12-29,36,0.31603694385414216,1.4238494077236887,-0.1639317936675736,1.9278563162373035,0.5,-0.18,False
2021-02-26,2024-01-31,36,0.3647327614406304,1.439311992749145,-0.1639317936675737,2.2249055737183445,0.5,-0.18,False
2021-03-31,2024-02-29,36,0.3959816031536929,1.5186376938907735,-0.1639317936675735,2.415526569279648,0.5,-0.18,False
2021-04-30,2024-03-28,36,0.337014406325326,1.313104772179733,-0.16393179366757316,2.055820892247028,0.5,-0.18,False
2021-05-28,2024-04-30,36,0.3386983634651539,1.3182266174632862,-0.1639317936675736,2.066093195759072,0.5,-0.18,False
2021-06-30,2024-05-31,36,0.26831569202174976,1.11714192180217,-0.1639317936675736,1.6367520053239297,0.5,-0.18,False
2021-07-30,2024-06-28,36,0.24851794646675573,1.0518561938312962,-0.1639317936675737,1.5159838180670957,0.5,-0.18,False
2021-08-31,2024-07-31,36,0.26659436388780144,1.111215860477639,-0.16393179366757327,1.6262517350869168,0.5,-0.18,False
2021-09-30,2024-08-30,36,0.3439327356491375,1.3452462017604612,-0.1369249740330124,2.511833491866983,0.5,-0.18,False
2021-10-29,2024-09-30,36,0.35192728003343854,1.369984592828031,-0.1369249740330123,2.5702198048150784,0.5,-0.18,False
2021-11-30,2024-10-31,36,0.42372213530135805,1.5729460793307224,-0.12067435444406605,3.5112857015345225,0.5,-0.18,False
2021-12-31,2024-11-29,36,0.4417334827493371,1.6236377831886384,-0.12067435444406616,3.660541502661075,0.5,-0.18,False
