rebalance_date,equity,equity_value_usd,benchmark_equity,benchmark_value_usd,net_return,bench_return,drawdown_before_month,drawdown_after_month,equity_peak,drawdown_circuit_breaker_active,drawdown_circuit_breaker_event,drawdown_circuit_breaker_cash_target,dd_breaker_level,dd_trigger_equity,dd_breaker_multilevel_active,vol_target_active,vol_cash_floor_p6c,recent_returns_len,raw_gross_return,position_risk_return_delta,position_risk_exit_count,position_risk_enabled,position_risk_hard_stop,position_risk_trailing_stop,cash_weight,cash_weight_start,cash_weight_end,stock_weight_start,stock_weight_end
2019-04-30,0.986591854779456,98659.1854779456,0.9386810683613055,93868.10683613055,-0.013408145220544062,-0.06131893163869451,0.0,-0.01340814522054401,1.0,False,,0.0,0,1.0,1,0,0.0,1,-0.02187949017313273,0.010971344952588665,4,True,-0.08,-0.15,0.1767721292506969,0.0,0.1767721292506969,0.9999999999999999,0.823227870749303
2019-05-31,1.0298038705119161,102980.38705119162,1.0138863711765451,101388.6371176545,0.04379928287784196,0.08011805644118142,-0.01340814522054401,0.0,1.0298038705119161,False,,0.0,0,1.0,1,0,0.0,2,0.04638807043988011,0.0,1,True,-0.08,-0.15,0.3007957717904378,0.28,0.3007957717904378,0.72,0.6992042282095622
2019-06-28,1.0349406813650264,103494.06813650264,1.0102027204974469,101020.27204974469,0.004988144830487566,-0.0036331987329345505,0.0,0.0,1.0349406813650264,False,,0.0,0,1.0,1,0,0.0,3,0.007745199697243662,0.0,1,True,-0.08,-0.15,0.03205824219991688,0.0,0.03205824219991688,1.0,0.9679417578000831
2019-07-31,1.0569571206127872,105695.71206127873,0.9940281763363923,99402.81763363924,0.021273141199476618,-0.01601118650035893,0.0,0.0,1.0569571206127872,False,,0.0,0,1.0,1,0,0.0,4,0.02280168128293205,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,1.0
2019-08-30,1.0604427794938112,106044.27794938111,1.0056503165476978,100565.03165476977,0.003297824304360579,0.011691962549935209,0.0,0.0,1.0604427794938112,False,,0.0,0,1.0,1,0,0.0,5,1.940633689961782e-05,0.005728064326685703,1,True,-0.08,-0.15,0.0483432476234341,0.0,0.0483432476234341,1.0,0.9516567523765659
2019-09-30,1.0754841266785904,107548.41266785904,1.0489716902723578,104897.16902723578,0.014184025272876268,0.043077969560411544,0.0,0.0,1.0754841266785904,False,,0.0,0,1.0,1,0,0.0,6,0.016386308466045985,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,1.0000000000000002
2019-10-31,1.0781472337588185,107814.72337588185,1.0650333649139971,106503.3364913997,0.002476193756994429,0.01531182851795454,0.0,0.0,1.0781472337588185,False,,0.0,0,1.0,1,0,0.0,7,0.0052261937569944295,0.0,2,True,-0.08,-0.15,0.038488208863968254,0.0,0.038488208863968254,1.0,0.9615117911360318
2019-11-29,1.0989027737015584,109890.27737015585,1.114278678263725,111427.8678263725,0.01925111830077079,0.046238282266118924,0.0,0.0,1.0989027737015584,False,,0.0,0,1.0,1,0,0.0,8,0.022018138393207272,0.0,2,True,-0.08,-0.15,0.04021059480874845,0.0,0.04021059480874845,1.0,0.9597894051912516
2019-12-31,1.1508617492065452,115086.17492065452,1.1112243606625787,111122.43606625787,0.04728259564762736,-0.0027410715656029927,0.0,0.0,1.1508617492065452,False,,0.0,0,1.0,1,0,0.0,9,0.04923431395412213,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,0.9999999999999999,1.0
2020-01-31,1.1333241380644794,113332.41380644793,1.0569478029777035,105694.78029777035,-0.015238677585867322,-0.048843923519200194,0.0,-0.01523867758586725,1.1508617492065452,False,,0.0,0,1.0,1,0,0.0,10,-0.027756131058912774,0.014297932147742979,6,True,-0.08,-0.15,0.35835249197361857,0.0,0.35835249197361857,1.0,0.6416475080263814
2020-02-28,1.0678216941906147,106782.16941906147,0.8449822658042982,84498.22658042982,-0.05779674293863683,-0.20054494325665084,-0.01523867758586725,-0.07215467459334882,1.1508617492065452,False,,0.0,0,1.0,1,0,0.0,11,-0.12211688351886253,0.06597818180795514,14,True,-0.08,-0.15,0.8516744284347131,0.28,0.8516744284347131,0.72,0.14832557156528675
2020-03-31,1.1924906538194862,119249.06538194862,0.9681844766787635,96818.44766787635,0.11675072749235345,0.1458044930176079,-0.07215467459334882,0.0,1.1924906538194862,False,,0.0,0,1.0,1,0,0.0,12,0.11929065503525264,0.0,0,True,-0.08,-0.15,0.3573691946775003,0.4,0.3573691946775003,0.6,0.6426308053224997
