ticker,side,quantity,reference_price,limit_price,gross_value_usd,estimated_fee_usd,cash_impact_usd,current_shares,current_weight,target_weight,target_value_usd,current_value_usd,trade_value_delta_usd,order_type,time_in_force,reason,status,estimated_cash_after_usd,client_order_id,idempotency_key
AMAT,SELL,80.0,435.44000244140625,434.35140243530276,34835.2001953125,87.08800048828125,34748.11219482422,80.0,0.09090086663819649,0.0,0.0,34835.2001953125,-34835.2001953125,limit,day,target_rebalance,ready,135461.85644702788,r1k-M-20260508-S-AMAT-302afd03bbfd,302afd03bbfddee72112e4311c0bc1d0c9133e0f21bb2a8414d604c652dd964a
MU,SELL,46.0,746.8099975585938,744.9429725646974,34353.25988769531,85.88314971923829,34267.376737976076,46.0,0.08964326537899155,0.0,0.0,34353.25988769531,-34353.25988769531,limit,day,target_rebalance,ready,169729.23318500395,r1k-M-20260508-S-MU-f1c46ce323b0,f1c46ce323b075c05da3f0aa80c470cade4697e8cad44b5c9cfe8561b47bab68
ETR,SELL,161.0,111.58999633789062,111.31102134704591,17965.98941040039,44.91497352600098,17921.07443687439,161.0,0.0468814302275149,0.0,0.0,17965.98941040039,-17965.98941040039,limit,day,target_rebalance,ready,187650.30762187834,r1k-M-20260508-S-ETR-53ed1488d410,53ed1488d41027f81c9ad662787a1b527c315f1bc49ccc4ce8541dd8ef5e484b
GOOG,SELL,41.0,397.04998779296875,396.05736282348636,16279.049499511719,40.6976237487793,16238.351875762939,41.0,0.04247943744416421,0.0,0.0,16279.049499511719,-16279.049499511719,limit,day,target_rebalance,ready,203888.6594976413,r1k-M-20260508-S-GOOG-b874aad011de,b874aad011dec21deb57cfbd850e105b66547768ecd986ca61ce8858d11fb4b4
SCCO,SELL,73.0,185.2899932861328,184.8267683029175,13526.169509887695,33.815423774719235,13492.354086112977,73.0,0.035295922625683394,0.0,0.0,13526.169509887695,-13526.169509887695,limit,day,target_rebalance,ready,217381.01358375428,r1k-M-20260508-S-SCCO-1ff744be3b27,1ff744be3b27d4cc487bf559dd9dedb59b4da1e87beb7a3a256dddc3d449c1a3
KO,SELL,172.0,78.41999816894531,78.22394817352296,13488.239685058594,33.72059921264648,13454.519085845946,172.0,0.03519694647715923,0.0,0.0,13488.239685058594,-13488.239685058594,limit,day,target_rebalance,ready,230835.53266960022,r1k-M-20260508-S-KO-744cd8797cff,744cd8797cff658f22c860fba2612c0a7f6e65c7c5ed759b21b07e070ad04687
COST,SELL,12.0,1008.7899780273438,1006.2680030822754,12105.479736328125,30.263699340820313,12075.216036987305,12.0,0.03158869743631974,0.0,0.0,12105.479736328125,-12105.479736328125,limit,day,target_rebalance,ready,242910.74870658753,r1k-M-20260508-S-COST-920d7219da18,920d7219da1867654f5cd21eb047e3aa0f2a32bf1d3c571a4a7989bce6184716
VZ,SELL,235.0,47.220001220703125,47.10195121765137,11096.700286865234,27.741750717163086,11068.958536148071,235.0,0.028956333457102,0.0,0.0,11096.700286865234,-11096.700286865234,limit,day,target_rebalance,ready,253979.7072427356,r1k-M-20260508-S-VZ-67715b5472df,67715b5472df878a1be63036117c7336a4a5973917f27ebdedcfcf03ea8fe9a9
ADI,SELL,26.0,416.5199890136719,415.4786890411377,10829.519714355469,27.073799285888672,10802.44591506958,26.0,0.028259137934933155,0.0,0.0,10829.519714355469,-10829.519714355469,limit,day,target_rebalance,ready,264782.1531578052,r1k-M-20260508-S-ADI-f45d6d5f5dee,f45d6d5f5dee0dcf8b60a90f97953583fa082164c0f7de9e509af2eb0735e011
APH,SELL,82.0,128.02999877929688,127.70992378234864,10498.459899902344,26.24614974975586,10472.213750152589,82.0,0.027395252443414748,0.0,0.0,10498.459899902344,-10498.459899902344,limit,day,target_rebalance,ready,275254.3669079578,r1k-M-20260508-S-APH-721f8716ec6d,721f8716ec6dbaf14e0d8a330a3144e1c4f934b0a0966763db59c01e7561ac36
RGLD,SELL,43.0,238.91000366210938,238.31272865295412,10273.130157470703,25.682825393676758,10247.447332077027,43.0,0.026807264754193604,0.0,0.0,10273.130157470703,-10273.130157470703,limit,day,target_rebalance,ready,285501.81424003484,r1k-M-20260508-S-RGLD-4d6e623198a0,4d6e623198a05f659f1a15b9f5c575ab9db534111b415266ccbef3fcde241e58
BKNG,SELL,58.0,165.92999267578125,165.51516769409182,9623.939575195312,24.05984893798828,9599.879726257324,58.0,0.025113231528854793,0.0,0.0,9623.939575195312,-9623.939575195312,limit,day,target_rebalance,ready,295101.6939662922,r1k-M-20260508-S-BKNG-b8a5af2c5edb,b8a5af2c5edbebd4600313aab31170e518ae9d4a08f1c564f2558d91a94facd4
ATI,SELL,58.0,158.38999938964844,157.99402439117432,9186.61996459961,22.966549911499023,9163.65341468811,58.0,0.023972065944097305,0.0,0.0,9186.61996459961,-9186.61996459961,limit,day,target_rebalance,ready,304265.3473809803,r1k-M-20260508-S-ATI-433cb84aa09b,433cb84aa09b3bc1e966755e24182fb7b45e74a5cc44a658ba8c46f3e24a809f
THC,SELL,41.0,190.3800048828125,189.90405487060548,7805.5802001953125,19.51395050048828,7786.066249694824,41.0,0.02036830564582711,0.0,0.0,7805.5802001953125,-7805.5802001953125,limit,day,target_rebalance,ready,312051.4136306752,r1k-M-20260508-S-THC-322207ed9485,322207ed948553f8735f6e462277101f47af2b78701a5b081073e7684e01b398
