ticker,shares,price,price_date,market_value_usd,cost_basis,current_weight
ADI,26.0,416.5199890136719,2026-05-08,10829.519714355469,351.30999755859375,0.028259137934933155
AEM,5.0,193.2100067138672,2026-05-08,966.0500335693359,178.37838846842448,0.002520863516642801
AMAT,80.0,435.44000244140625,2026-05-08,34835.2001953125,351.1901908874512,0.09090086663819649
APH,82.0,128.02999877929688,2026-05-08,10498.459899902344,134.8933868408203,0.027395252443414748
ATI,58.0,158.38999938964844,2026-05-08,9186.61996459961,166.4199981689453,0.023972065944097305
BKNG,58.0,165.92999267578125,2026-05-08,9623.939575195312,166.81065368652344,0.025113231528854793
CCJ,5.0,116.75,2026-05-08,583.75,106.41109701303336,0.0015232690095803591
COST,12.0,1008.7899780273438,2026-05-08,12105.479736328125,1001.3170776367188,0.03158869743631974
ETR,161.0,111.58999633789062,2026-05-08,17965.98941040039,106.05122375488281,0.0468814302275149
FTI,186.0,70.1500015258789,2026-05-08,13047.900283813477,67.44703674316406,0.034047900886386026
GOOG,41.0,397.04998779296875,2026-05-08,16279.049499511719,323.62963471283786,0.04247943744416421
KO,172.0,78.41999816894531,2026-05-08,13488.239685058594,79.67218017578125,0.03519694647715923
LRCX,80.0,294.04998779296875,2026-05-08,23523.9990234375,163.44901368328345,0.06138480290158625
MSGS,4.0,330.1300048828125,2026-05-08,1320.52001953125,266.7552000233825,0.003445836783353154
MU,46.0,746.8099975585938,2026-05-08,34353.25988769531,238.0177810956847,0.08964326537899155
NOC,1.0,549.52001953125,2026-05-08,549.52001953125,682.8330688476562,0.00143394743622432
PBA,16.0,45.720001220703125,2026-05-08,731.52001953125,40.50447082519531,0.0019088681381405946
PEN,2.0,322.2300109863281,2026-05-08,644.4600219726562,356.989990234375,0.0016816890439133611
PH,1.0,878.8300170898438,2026-05-08,878.8300170898438,948.0860595703125,0.0022932668603373643
PR,525.0,19.719999313354492,2026-05-08,10352.999639511108,18.6336612701416,0.02701568052601953
RGLD,43.0,238.91000366210938,2026-05-08,10273.130157470703,303.7432556152344,0.026807264754193604
SCCO,73.0,185.2899932861328,2026-05-08,13526.169509887695,218.85000610351562,0.035295922625683394
STE,3.0,207.4499969482422,2026-05-08,622.3499908447266,263.5697021484375,0.0016239939257668388
SYY,9.0,72.44000244140625,2026-05-08,651.9600219726562,82.2400131225586,0.0017012599519593615
THC,41.0,190.3800048828125,2026-05-08,7805.5802001953125,235.1199951171875,0.02036830564582711
TPR,11.0,133.47999572753906,2026-05-08,1468.2799530029297,119.81265623379598,0.0038314095928008033
VRT,45.0,339.9700012207031,2026-05-08,15298.65005493164,257.68865966796875,0.03992112979373401
VZ,235.0,47.220001220703125,2026-05-08,11096.700286865234,49.239402770996094,0.028956333457102
GEV,0.0,1040.1500244140625,2026-05-08,0.0,,0.0
GOOGL,0.0,400.79998779296875,2026-05-08,0.0,,0.0
PWR,0.0,745.0,2026-05-08,0.0,,0.0
UMC,0.0,15.420000076293945,2026-05-08,0.0,,0.0
NXPI,0.0,294.75,2026-05-08,0.0,,0.0
TXN,0.0,287.79998779296875,2026-05-08,0.0,,0.0
GLW,0.0,186.94000244140625,2026-05-08,0.0,,0.0
TKR,0.0,117.97000122070312,2026-05-08,0.0,,0.0
MLI,0.0,140.8300018310547,2026-05-08,0.0,,0.0
AKAM,0.0,147.7100067138672,2026-05-08,0.0,,0.0
ENTG,0.0,149.11000061035156,2026-05-08,0.0,,0.0
HPE,0.0,31.350000381469727,2026-05-08,0.0,,0.0
ON,0.0,103.19999694824219,2026-05-08,0.0,,0.0
