rebalance_date,selected_weight,current_proxy_weight,stricter_weight_kept,late_inclusion_dropped_weight,late_inclusion_row_count,unknown_first_price_date_count,dropped_weight_proxy_return,portfolio
2019-05-31,0.9092857142857141,0.7271428571428571,0.9092857142857143,0.0,0,0,0.0,main
2019-06-28,0.8692857142857142,0.6340444353481604,0.8692857142857146,0.0,0,0,0.0,main
2019-07-31,0.9053333333333328,0.6503098591549292,0.9053333333333329,0.0,0,0,0.0,main
2019-08-30,0.7161674179008368,0.5559098518995491,0.7161674179008368,0.0,0,0,0.0,main
2019-09-30,0.7945229078543319,0.7508295916814122,0.7945229078543321,0.0,0,0,0.0,main
2019-10-31,0.8120249535027892,0.754764192719865,0.8120249535027894,0.0,0,0,0.0,main
2019-11-29,0.9183333333333324,0.8648814335758549,0.9183333333333326,0.0,0,0,0.0,main
2019-12-31,0.9171383323041584,0.8616095419967941,0.9171383323041582,0.0,0,0,0.0,main
2020-01-31,0.859776799630908,0.7516380912004185,0.8597767996309084,0.0,0,0,0.0,main
2020-02-28,0.4186770816995775,0.33784521112107374,0.4186770816995775,0.0,0,0,0.0,main
2020-03-31,0.2099999999999995,0.16690959130434319,0.2099999999999995,0.0,0,0,0.0,main
2020-04-30,0.6573935447613266,0.4834126716583383,0.6573935447613264,0.0,0,0,0.0,main
2020-05-29,0.7733454121228226,0.5666673746150306,0.7733454121228226,0.0,0,0,0.0,main
2020-06-30,0.8228571428571423,0.5942857142857138,0.822857142857142,0.0,0,0,0.0,main
2020-07-31,0.8791666666666654,0.5928596252644296,0.8791666666666652,0.0,0,0,0.0,main
2020-08-31,0.8462519769095371,0.5666899349732251,0.8462519769095371,0.0,0,0,0.0,main
2020-09-30,0.6854215271077498,0.4437451828952644,0.6854215271077498,0.0,0,0,0.0,main
2020-10-30,0.7712753167696982,0.5418536177188291,0.7712753167696981,0.0,0,0,0.0,main
2020-11-30,0.4536624983597856,0.4164208720019307,0.4536624983597856,0.0,0,0,0.0,main
2020-12-31,0.8506734856300932,0.7498386257163012,0.850673485630093,0.0,0,0,0.0,main
2021-01-29,0.7412626817025131,0.6648667721874583,0.7412626817025131,0.0,0,0,0.0,main
2021-02-26,0.7587008086962864,0.7255570241782394,0.7587008086962863,0.0,0,0,0.0,main
2021-03-31,0.8878571428571426,0.8404361143205946,0.8878571428571427,0.0,0,0,0.0,main
2021-04-30,0.8771428571428563,0.8195964362898592,0.8771428571428561,0.0,0,0,0.0,main
2021-05-28,0.8985714285714278,0.7921381629222062,0.8985714285714277,0.0,0,0,0.0,main
2021-06-30,0.9190420783976629,0.5876343961056193,0.9190420783976628,0.0,0,0,0.0,main
2021-07-30,0.9191666666666658,0.8235507617098674,0.9191666666666658,0.0,0,0,0.0,main
2021-08-31,0.9262301443447484,0.8215641459456311,0.9262301443447486,0.0,0,0,0.0,main
2021-09-30,0.8852143035482841,0.8852143035482842,0.8852143035482842,0.0,0,0,0.0,main
2021-10-29,0.9459417383817416,0.8620391122924657,0.9459417383817417,0.0,0,0,0.0,main
2021-11-30,0.6374764121019703,0.6374764121019701,0.6374764121019701,0.0,0,0,0.0,main
2021-12-31,0.2387968614738504,0.21726847916147857,0.2387968614738504,0.0,0,0,0.0,main
2022-01-31,0.392932056479309,0.37614488550635766,0.39293205647930907,0.0,0,0,0.0,main
2022-02-28,0.3768531495441007,0.31680108171076926,0.3768531495441006,0.0,0,0,0.0,main
2022-03-31,0.15282641410368009,0.1432670534130692,0.15282641410368009,0.0,0,0,0.0,main
2022-04-29,0.2092441205284114,0.19458350764285992,0.2092441205284114,0.0,0,0,0.0,main
2022-05-31,0.3961272798104287,0.3364075414826803,0.39612727981042867,0.0,0,0,0.0,main
2022-06-30,0.2090951499942036,0.19571606231027439,0.2090951499942036,0.0,0,0,0.0,main
2022-07-29,0.6725128277078907,0.5708234765385144,0.6725128277078907,0.0,0,0,0.0,main
2022-08-31,0.3897611734954873,0.3897611734954873,0.3897611734954873,0.0,0,0,0.0,main
2022-09-30,0.1259999999999997,0.1259999999999997,0.1259999999999997,0.0,0,0,0.0,main
2022-10-31,0.5522653297463465,0.5522653297463465,0.5522653297463465,0.0,0,0,0.0,main
2022-11-30,0.38096894066688447,0.38096894066688447,0.38096894066688447,0.0,0,0,0.0,main
2022-12-30,0.3790479138962709,0.3790479138962708,0.3790479138962708,0.0,0,0,0.0,main
2023-01-31,0.6577806467429019,0.6577806467429019,0.6577806467429019,0.0,0,0,0.0,main
2023-02-28,0.6527488975042551,0.6527488975042551,0.6527488975042551,0.0,0,0,0.0,main
2023-03-31,0.7987989738461426,0.7987989738461425,0.7987989738461425,0.0,0,0,0.0,main
2023-04-28,0.663586964245806,0.6635869642458059,0.6635869642458059,0.0,0,0,0.0,main
2023-05-31,0.7811285851651789,0.7811285851651789,0.7811285851651789,0.0,0,0,0.0,main
2023-06-30,0.7786105947788767,0.6439194023577675,0.7786105947788768,0.0,0,0,0.0,main
2023-07-31,0.6611917008930086,0.6497023246071062,0.6611917008930088,0.0,0,0,0.0,main
2023-08-31,0.9184609020910766,0.7320265128860788,0.9184609020910766,0.0,0,0,0.0,main
2023-09-29,0.6674167727882537,0.6357139514083244,0.6674167727882538,0.0,0,0,0.0,main
2023-10-31,0.5576119979809281,0.5233784993400893,0.5576119979809281,0.0,0,0,0.0,main
2023-11-30,0.7811463271075182,0.6536807798818935,0.781146327107518,0.0,0,0,0.0,main
2023-12-29,0.8834306464290275,0.8834306464290274,0.8834306464290274,0.0,0,0,0.0,main
2024-01-31,0.7917667531331635,0.7917667531331635,0.7917667531331635,0.0,0,0,0.0,main
2024-02-29,0.7886045696755577,0.7886045696755578,0.7886045696755578,0.0,0,0,0.0,main
2024-03-28,0.9595831723647791,0.9595831723647791,0.9595831723647791,0.0,0,0,0.0,main
2024-04-30,0.8750554980179657,0.8750554980179657,0.8750554980179657,0.0,0,0,0.0,main
2024-05-31,0.8851559871087012,0.844139890943284,0.8851559871087012,0.0,0,0,0.0,main
2024-06-28,0.8816535530912774,0.8816535530912774,0.8816535530912774,0.0,0,0,0.0,main
2024-07-31,0.8164470770884652,0.8164470770884653,0.8164470770884653,0.0,0,0,0.0,main
2024-08-30,0.8701551573426568,0.8701551573426569,0.8701551573426569,0.0,0,0,0.0,main
2024-09-30,0.7000160957576756,0.6542702706085135,0.7000160957576756,0.0,0,0,0.0,main
2024-10-31,0.5349450341765005,0.5349450341765005,0.5349450341765005,0.0,0,0,0.0,main
2024-11-29,0.7034361447471168,0.7034361447471168,0.7034361447471168,0.0,0,0,0.0,main
2024-12-31,0.8183120751816194,0.7839251559623768,0.8183120751816195,0.0,0,0,0.0,main
2025-01-31,0.7007463246065173,0.6617849882465522,0.7007463246065173,0.0,0,0,0.0,main
2025-02-28,0.6598125893377094,0.5666154904971145,0.6598125893377095,0.0,0,0,0.0,main
2025-03-31,0.37784061729355584,0.3778406172935559,0.3778406172935559,0.0,0,0,0.0,main
2025-04-30,0.3939339502128822,0.39393395021288224,0.39393395021288224,0.0,0,0,0.0,main
2025-05-30,0.8515671637560788,0.7693839505537233,0.8515671637560788,0.0,0,0,0.0,main
2025-06-30,0.9628443551562188,0.8461590862228684,0.9628443551562187,0.0,0,0,0.0,main
2025-07-31,0.7295074648568054,0.6948784980575172,0.7295074648568054,0.0,0,0,0.0,main
2025-08-29,0.9658295559111916,0.8326037691502999,0.9658295559111916,0.0,0,0,0.0,main
2025-09-30,0.9491104379964022,0.8580178803914104,0.9491104379964023,0.0,0,0,0.0,main
2025-10-31,0.9437774126718359,0.9437774126718358,0.9437774126718358,0.0,0,0,0.0,main
2025-11-28,0.4012850285641535,0.3905145963774267,0.4012850285641534,0.0,0,0,0.0,main
2025-12-31,0.8464480042320972,0.8464480042320972,0.8464480042320972,0.0,0,0,0.0,main
2026-01-30,0.8768546009095449,0.8768546009095447,0.8768546009095447,0.0,0,0,0.0,main
2026-02-27,0.820602945377952,0.820602945377952,0.820602945377952,0.0,0,0,0.0,main
2026-03-31,0.3952913434431628,0.3952913434431628,0.3952913434431628,0.0,0,0,0.0,main
2026-04-30,0.7643131274213776,0.6581853483708786,0.7643131274213776,0.0,0,0,0.0,main
2026-05-29,0.8918035954570479,0.7613497809274408,0.8918035954570476,0.0,0,0,0.0,main
