rebalance_date,selected_weight,current_proxy_weight,stricter_weight_kept,late_inclusion_dropped_weight,late_inclusion_row_count,unknown_first_price_date_count,dropped_weight_proxy_return,portfolio
2026-07-02,0.8918035954570479,0.7613497809274408,0.8918035954570476,0.0,0,0,0.0,main
2019-05-31,0.4852132759374558,0.2801240556906428,0.48521327593745583,0.0,0,0,0.0,concentrated
2019-06-28,0.9126418937899843,0.6224545246902907,0.9126418937899842,0.0,0,0,0.0,concentrated
2019-07-31,0.8191238562646458,0.7065742563492585,0.8191238562646458,0.0,0,0,0.0,concentrated
2019-08-30,0.4782212034528247,0.3262212034528247,0.4782212034528247,0.0,0,0,0.0,concentrated
2019-09-30,0.5048944485715009,0.5048944485715009,0.5048944485715009,0.0,0,0,0.0,concentrated
2019-10-31,0.8124393369199269,0.7099216467386223,0.8124393369199269,0.0,0,0,0.0,concentrated
2019-11-29,0.9416612640286399,0.9416612640286399,0.9416612640286399,0.0,0,0,0.0,concentrated
2019-12-31,0.9214999999999997,0.9214999999999998,0.9214999999999998,0.0,0,0,0.0,concentrated
2020-01-31,0.9499999999999996,0.785646854971219,0.9499999999999997,0.0,0,0,0.0,concentrated
2020-02-28,0.1494951635681755,0.1294951635681755,0.1494951635681755,0.0,0,0,0.0,concentrated
2020-03-31,0.028677369774117202,0.0186773697741172,0.0286773697741172,0.0,0,0,0.0,concentrated
2020-04-30,0.2799999999999998,0.1749999999999998,0.27999999999999975,0.0,0,0,0.0,concentrated
2020-05-29,0.5916557348685821,0.30665573486858216,0.5916557348685823,0.0,0,0,0.0,concentrated
2020-06-30,0.9705326041589636,0.558,0.9705326041589637,0.0,0,0,0.0,concentrated
2020-07-31,0.9999999999999999,0.5204188628743694,0.9999999999999999,0.0,0,0,0.0,concentrated
2020-08-31,0.7675999999999998,0.3724405018922723,0.7675999999999998,0.0,0,0,0.0,concentrated
2020-09-30,0.5269080451178391,0.1332895696534566,0.5269080451178391,0.0,0,0,0.0,concentrated
2020-10-30,0.5111,0.4351,0.5111,0.0,0,0,0.0,concentrated
2020-11-30,0.7473122246327181,0.5198016577821135,0.7473122246327181,0.0,0,0,0.0,concentrated
2020-12-31,0.9999999999999998,0.6999999999999998,0.9999999999999998,0.0,0,0,0.0,concentrated
2021-01-29,0.5736950999413706,0.5356950999413707,0.5736950999413707,0.0,0,0,0.0,concentrated
2021-02-26,0.4564059174735285,0.4564059174735285,0.4564059174735285,0.0,0,0,0.0,concentrated
2021-03-31,0.5139354188264144,0.4339354188264144,0.5139354188264145,0.0,0,0,0.0,concentrated
2021-04-30,0.8079999999999998,0.7552586468587097,0.808,0.0,0,0,0.0,concentrated
2021-05-28,0.4184048362849909,0.4184048362849909,0.4184048362849909,0.0,0,0,0.0,concentrated
2021-06-30,0.9999999999999997,0.5705151251546331,0.9999999999999997,0.0,0,0,0.0,concentrated
2021-07-30,0.8583235125157996,0.8583235125157997,0.8583235125157997,0.0,0,0,0.0,concentrated
2021-08-31,0.7812548211567943,0.6612548211567943,0.7812548211567943,0.0,0,0,0.0,concentrated
2021-09-30,0.5325536652088997,0.5325536652088997,0.5325536652088997,0.0,0,0,0.0,concentrated
2021-10-29,0.8079999999999999,0.8079999999999999,0.8079999999999999,0.0,0,0,0.0,concentrated
2021-11-30,0.3856232951653198,0.3856232951653198,0.3856232951653198,0.0,0,0,0.0,concentrated
2021-12-31,0.228,0.198,0.228,0.0,0,0,0.0,concentrated
2022-01-31,0.230392837480292,0.19871881098936972,0.230392837480292,0.0,0,0,0.0,concentrated
2022-02-28,0.1373223956593339,0.1195797230801828,0.1373223956593339,0.0,0,0,0.0,concentrated
2022-03-31,0.1006607493531963,0.1006607493531963,0.1006607493531963,0.0,0,0,0.0,concentrated
2022-04-29,0.056163782620214,0.046652687085921095,0.056163782620213994,0.0,0,0,0.0,concentrated
2022-05-31,0.1254321061749245,0.0854321061749245,0.1254321061749245,0.0,0,0,0.0,concentrated
2022-06-30,0.0749999999999998,0.0702560875023886,0.0749999999999998,0.0,0,0,0.0,concentrated
2022-07-29,0.228149400367812,0.12314940036781201,0.22814940036781198,0.0,0,0,0.0,concentrated
2022-08-31,0.1399999999999998,0.1399999999999998,0.1399999999999998,0.0,0,0,0.0,concentrated
2022-09-30,0.057499999999999996,0.057499999999999996,0.057499999999999996,0.0,0,0,0.0,concentrated
2022-10-31,0.21999999999999992,0.21999999999999992,0.21999999999999992,0.0,0,0,0.0,concentrated
2022-11-30,0.6707379666661721,0.6707379666661721,0.6707379666661721,0.0,0,0,0.0,concentrated
2022-12-30,0.0960279387082845,0.09602793870828451,0.09602793870828451,0.0,0,0,0.0,concentrated
2023-01-31,0.3724290659951835,0.37242906599518344,0.37242906599518344,0.0,0,0,0.0,concentrated
2023-02-28,0.7215563815694918,0.7215563815694916,0.7215563815694916,0.0,0,0,0.0,concentrated
2023-03-31,0.5515517356259798,0.5515517356259798,0.5515517356259798,0.0,0,0,0.0,concentrated
2023-04-28,0.4202958482117907,0.4202958482117907,0.4202958482117907,0.0,0,0,0.0,concentrated
2023-05-31,0.5,0.5,0.5,0.0,0,0,0.0,concentrated
2023-06-30,0.8478262837283885,0.6958646650776977,0.8478262837283886,0.0,0,0,0.0,concentrated
2023-07-31,0.9058983685143961,0.6830849549171922,0.9058983685143962,0.0,0,0,0.0,concentrated
2023-08-31,0.5749847790233997,0.5749847790233997,0.5749847790233997,0.0,0,0,0.0,concentrated
2023-09-29,0.21748001118918608,0.21748001118918606,0.21748001118918606,0.0,0,0,0.0,concentrated
2023-10-31,0.1774999999999999,0.1774999999999999,0.1774999999999999,0.0,0,0,0.0,concentrated
2023-11-30,0.9499999999999998,0.9499999999999997,0.9499999999999997,0.0,0,0,0.0,concentrated
2023-12-29,0.9272389673031302,0.9272389673031303,0.9272389673031303,0.0,0,0,0.0,concentrated
2024-01-31,0.9499999999999997,0.9499999999999996,0.9499999999999996,0.0,0,0,0.0,concentrated
2024-02-29,0.7124999999999997,0.7124999999999996,0.7124999999999996,0.0,0,0,0.0,concentrated
2024-03-28,0.7099999999999999,0.71,0.71,0.0,0,0,0.0,concentrated
2024-04-30,0.3211,0.3211,0.3211,0.0,0,0,0.0,concentrated
2024-05-31,0.9499999999999996,0.9499999999999996,0.9499999999999996,0.0,0,0,0.0,concentrated
2024-06-28,0.7675999999999997,0.7675999999999997,0.7675999999999997,0.0,0,0,0.0,concentrated
2024-07-31,0.5593169996441638,0.5593169996441639,0.5593169996441639,0.0,0,0,0.0,concentrated
2024-08-30,0.7152497928752533,0.7152497928752533,0.7152497928752533,0.0,0,0,0.0,concentrated
2024-09-30,0.8312750014968145,0.7099197411021235,0.8312750014968145,0.0,0,0,0.0,concentrated
2024-10-31,0.5188316689991059,0.5188316689991059,0.5188316689991059,0.0,0,0,0.0,concentrated
2024-11-29,0.9699999999999999,0.9699999999999998,0.9699999999999998,0.0,0,0,0.0,concentrated
2024-12-31,0.6168200096096538,0.6168200096096538,0.6168200096096538,0.0,0,0,0.0,concentrated
2025-01-31,0.6918703484537065,0.6367703484537065,0.6918703484537065,0.0,0,0,0.0,concentrated
2025-02-28,0.3127226294474572,0.1607226294474572,0.3127226294474572,0.0,0,0,0.0,concentrated
2025-03-31,0.1399999999999999,0.1399999999999999,0.1399999999999999,0.0,0,0,0.0,concentrated
2025-04-30,0.1399999999999999,0.1399999999999999,0.1399999999999999,0.0,0,0,0.0,concentrated
2025-05-30,0.8055999999999998,0.8055999999999998,0.8055999999999998,0.0,0,0,0.0,concentrated
2025-06-30,0.7114338854446157,0.6380000000000001,0.7114338854446158,0.0,0,0,0.0,concentrated
2025-07-31,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.0,0,0,0.0,concentrated
2025-08-29,0.9699999999999999,0.9699999999999999,0.9699999999999999,0.0,0,0,0.0,concentrated
2025-09-30,0.9214999999999998,0.9214999999999998,0.9214999999999998,0.0,0,0,0.0,concentrated
2025-10-31,0.9214999999999999,0.9214999999999999,0.9214999999999999,0.0,0,0,0.0,concentrated
2025-11-28,0.8954230494102259,0.8954230494102259,0.8954230494102259,0.0,0,0,0.0,concentrated
2025-12-31,0.8196390106161169,0.8196390106161169,0.8196390106161169,0.0,0,0,0.0,concentrated
2026-01-30,0.9499999999999998,0.9499999999999998,0.9499999999999998,0.0,0,0,0.0,concentrated
2026-02-27,0.31217408393128,0.31217408393128,0.31217408393128,0.0,0,0,0.0,concentrated
2026-03-31,0.1317508646106016,0.13175086461060162,0.13175086461060162,0.0,0,0,0.0,concentrated
2026-04-30,0.831423862895076,0.546423862895076,0.8314238628950759,0.0,0,0,0.0,concentrated
2026-05-29,0.832403686078421,0.752403686078421,0.832403686078421,0.0,0,0,0.0,concentrated
2026-07-02,0.832403686078421,0.752403686078421,0.832403686078421,0.0,0,0,0.0,concentrated
