ticker,Name,sector,portfolio_sleeve_label,score,style_row_breakout_fit,market_style_regime_label
QCOM,QUALCOMM INC,Information Technology,unassigned,6.6439456857359085,0.6574127915000706,breakout_growth
LRCX,LAM RESEARCH CORP,Information Technology,core_compounder,5.517876336605997,0.6574127915000706,breakout_growth
AAPL,APPLE INC,Information Technology,core_compounder,5.270488521121892,0.6574127915000706,breakout_growth
TXN,TEXAS INSTRUMENT INC,Information Technology,core_compounder,4.630604718020076,0.6574127915000706,breakout_growth
FTNT,FORTINET INC,Information Technology,core_compounder,3.4156513940144424,0.6574127915000706,breakout_growth
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,unassigned,2.277965296263285,0.6574127915000706,breakout_growth
VRSN,VERISIGN INC,Information Technology,early_scout,0.7678490406747707,0.6574127915000706,breakout_growth
NXPI,NXP Semiconductors,Semiconductors,future_winner,4.091151001909919,0.6547001398927929,breakout_growth
