rebalance_date,market_style_regime_label,style_breakout_preference,style_turnaround_preference,style_quality_compounder_preference,style_cash_defense_preference,style_liquidity_tailwind_score,style_rate_pressure_score,style_inflation_pressure_score,style_overheat_risk_score,n_candidates,top_breakout,top_turnaround,top_compounder
2019-05-31,cash_defense,0.0442259539839198,0.1924009371084368,0.42037677211175467,0.5907781509154043,0.3539779855362605,0.0,0.0,0.23509026343930697,410,"AMT,SBAC,HEI,PSA,FICO","POST,KDP,MNST,ADM,PPC","HEI,SBUX,TSCO,FDS,HD"
2019-06-28,balanced,0.3217440652309979,0.2454669250910111,0.348552203262541,0.0286309471818526,0.1380039095755934,0.0,0.0,0.1033601394529461,417,"STE,HEI,RGEN,OC,OLED","VEEV,HCA,MEDP,EHC,MSCI","SBUX,TSCO,DLTR,HEI,HD"
2019-07-31,quality_compounder,0.1949702359000494,0.2340039497980722,0.5017620785489827,0.17615568762073033,0.1535882335288595,0.0897115905235863,0.0765660381900296,0.1400041691016705,421,"MDT,SBAC,EW,CTAS,RGEN","VEEV,MEDP,LAD,HCA,UNH","HEI,TSCO,LAD,DLTR,HD"
2019-08-30,quality_compounder,0.1496100751362039,0.156786290119671,0.5336784223697544,0.41001997085353,0.1433473009338629,0.0,0.0,0.22987716980625603,418,"HD,AMGN,VRSK,OHI,EXR","LITE,XPO,T,LAD,CP","LRCX,LAD,DLTR,MKSI,STLD"
2019-09-30,quality_compounder,0.2054027825494774,0.3021989129237635,0.5119247088347807,0.0746219544055429,0.2477226440099913,0.4668567198395424,0.4277056490254796,0.2048058416082724,426,"KIM,TYL,OHI,TER,CTAS","GOOGL,GOOG,CSX,XPO,SAIA","LRCX,DLTR,MKSI,LAD,JEF"
2019-10-31,breakout_growth,0.5589620552881929,0.4095570158839805,0.4851775741809423,0.011230382130234999,0.4135436659134419,0.3249096942471594,0.4148573589770667,0.1551542731005564,435,"LW,CRUS,AAPL,RMD,LRCX","CROX,JBL,LFUS,BBY,CAT","DLTR,MKSI,MU,CROX,JEF"
2019-11-29,balanced,0.39809535111954,0.3255854107862413,0.3645872360557159,0.022084472918053804,0.431845812960871,0.1641522447202206,0.07750073440949559,0.1134835136445054,420,"AAPL,LW,UI,SSNC,CRUS","HALO,IONS,TECH,INCY,NBIX","BABA,UI,MU,JEF,CHDN"
2019-12-31,quality_compounder,0.3744318606869131,0.2805465986221417,0.5435626533384648,0.0948759572696475,0.180570637335385,0.5333429614383525,0.735257351448134,0.2125648232966101,423,"AAPL,MSFT,MCO,CRUS,SSNC","EXEL,HALO,TECH,AAPL,IONS","BABA,UI,JEF,HEI,CHDN"
2020-01-31,quality_compounder,0.21975234420525283,0.11895654119084359,0.5972413986031093,0.5048248423345576,0.1251908861657421,0.0,0.0,0.2780025435373665,428,"MSFT,MCO,FDS,AAPL,SSNC","ENPH,RUN,HALO,FTNT,HII","BABA,UI,HEI,LW,CHDN"
2020-02-28,cash_defense,0.04800214925978271,0.1711800409715052,0.45442512055377404,0.6453811942759751,0.2040090351341076,0.0,0.0,0.266554844579323,449,"DPZ,MSCI,SBAC,GILD,CLX","AEE,ROL,NRG,SCI,CLX","ALLE,BABA,NRG,TT,RGEN"
2020-03-31,cash_defense,0.1290595747804687,0.2741504668512596,0.44434653674076385,0.66,0.3247724309436669,0.0,0.0,0.264006627080232,392,"QGEN,MASI,SBAC,FCN,SJM","SO,NRG,ES,AMZN,DUK","ALLE,BABA,NRG,RGEN,MTD"
2020-04-30,turnaround_accumulation,0.20662788478514857,0.5400080146226112,0.2124519631532825,0.1883756398472489,0.7181872663078513,0.10262411530303031,0.1538196591774892,0.09573010190897328,397,"ZTO,EBAY,MASI,RGEN,LSCC","COST,BKNG,TGT,SHW,SYY","TSCO,BABA,NRG,RGEN,A"
2020-05-29,quality_compounder,0.36484899526402753,0.45415752949976285,0.4572774679377169,0.0924348154412066,0.3773165113374629,0.1885600601116613,0.351405834509037,0.1487798290302276,382,"MNST,TYL,SHW,EA,FAST","SHW,RPM,TDY,IFF,LOPE","NRG,A,ELS,TROW,ZTO"
