horizon,status,start_date,end_date,days,period_return,cagr,sharpe,max_dd,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,trade_count,gross_traded_usd,turnover_estimate
1M,completed,2026-04-22,2026-05-22,23,0.0985345052868809,2.139835037270597,2.836230340622342,-0.060740339714638214,800309.1323058461,879167.1967341756,2.1785879246848864e-05,2.101583152227263e-05,0,0.0,0.0
3M,completed,2026-02-23,2026-05-22,64,0.3775017910175045,2.7784314219384965,3.271035987520391,-0.09867548683114247,638233.069798603,879167.1967341756,2.612669228888182e-05,2.101583152227263e-05,4,1282805.0866718292,1.6971689968105697
6M,completed,2025-11-24,2026-05-22,124,1.1193441467042726,3.630363017633522,3.575218574462826,-0.09867548683114247,414829.8416287612,879167.1967341756,7.208866753728568e-05,2.101583152227263e-05,15,3956423.8834323883,6.1068040820945155
1Y,completed,2025-05-22,2026-05-22,252,1.2749796327784515,1.2762607930521432,2.178160197613291,-0.19989815591613247,386450.5791906547,879167.1967341756,0.0001643646219544754,2.101583152227263e-05,34,6745263.564561844,13.093010145622046
2Y,completed,2024-05-22,2026-05-22,502,1.869692180246517,0.6946282816245888,1.6386766714657535,-0.2930164042660751,306362.8924335194,879167.1967341756,0.00019462441189728005,2.101583152227263e-05,74,12122754.279188156,28.42209552157996
3Y,completed,2023-05-22,2026-05-22,754,3.6509054163400068,0.6690207917576705,1.7292964683987868,-0.2930164042660751,189031.40744281773,879167.1967341756,0.00019780494124742933,2.101583152227263e-05,113,15926901.783761978,43.32892615824041
5Y,completed,2021-05-24,2026-05-22,1256,3.7266787840758564,0.364827102290201,1.1549329638674193,-0.4257565647965047,186001.0457440186,879167.1967341756,0.00020730382933809233,2.101583152227263e-05,194,22230266.68332863,75.50957116229141
FULL,completed,2019-06-03,2026-05-22,1754,7.791671967341756,0.3661236888812105,1.1000820875105732,-0.4257565647965047,100000.0,879167.1967341756,0.0002695087229313821,2.101583152227263e-05,276,26676419.35015297,30.342828359892543
