rebalance_date,ticker,original_weight,defended_weight,cash_after_defense,list_action,reason,period_forward_return,bench_return,risk_adjusted_return,risk_return_cap,risk_exit_proxy,relative_trim_or_exit,sector,regime_state,theme_horizon_primary,theme_holding_profile_primary,theme_event_risk_sensitivity_max,theme_structural_growth_max,market_style_regime_label,style_cash_defense_preference,style_row_breakout_fit,style_row_turnaround_fit,score,main_v2_score,risk_penalty,stage2_overext_penalty,explosion_exit_score,rs_acceleration_score
2026-03-31,UI,0.15,0.0,,risk_exit_proxy,distribution_risk_decay,0.2643899430309879,0.0,0.2643899430309879,-0.08,True,False,Information Technology,bear,unknown,neutral,0.35,0.35,cash_defense,0.6248286442767927,0.0,0.0537738879882395,-0.0579379815331275,2.176511540593202,1.9117517461949245,0.0,0.0,-2.028874926017134
2026-03-31,COST,0.1231300520713492,0.1231300520713492,,hold,hold,0.0219323526411681,0.0,0.0219323526411681,-0.08,False,False,Consumer Staples,bear,unknown,neutral,0.35,0.35,cash_defense,0.6248286442767927,0.0,0.0942728973063735,4.821312971805817,2.09502535859999,-4.037506516249595,0.0,0.0,1.212175579812596
2026-03-31,CW,0.1229465751293221,0.1229465751293221,,hold,hold,0.0366414168074324,0.0,0.0366414168074324,-0.08,False,False,Industrials,bear,unknown,neutral,0.35,0.35,cash_defense,0.6248286442767927,0.0,0.0741241582450323,0.7773284184990221,2.0945160601081314,-0.0718288308382285,0.0,0.0,-1.866792714799916
2026-03-31,TPL,0.1163304589090096,0.1163304589090096,,hold,hold,-0.0487311906712029,0.0,-0.0487311906712029,-0.08,False,False,Energy,bear,unknown,neutral,0.35,0.35,cash_defense,0.6248286442767927,0.0,0.1165233796565623,0.8953282264799938,1.8295236847968608,1.2908233354292975,0.0,0.0,3.0
2026-03-31,WDC,0.0447767943609416,0.0447767943609416,,hold,hold,0.448199647845644,0.0,0.448199647845644,-0.08,False,False,Information Technology,bear,structural_growth,long_duration,0.15,1.0,cash_defense,0.6248286442767927,0.0,0.0739356113774162,3.232190333510472,1.8237737414279664,-0.5923625289429603,0.0,0.0,-2.5991981098135666
2026-03-31,WM,0.0384172958413588,0.0384172958413588,,hold,hold,0.018498457986978,0.0,0.018498457986978,-0.08,False,False,Industrials,bear,unknown,neutral,0.35,0.35,cash_defense,0.6248286442767927,0.0,0.0050101749386047,3.1188335711613764,1.793391445108091,-1.801409730777124,0.0,0.0,0.6822421143612349
2026-03-31,SU,0.0295332422562157,0.0295332422562157,,hold,hold,0.0522261469479368,0.0,0.0522261469479368,-0.08,False,False,Energy,bear,unknown,neutral,0.35,0.35,cash_defense,0.6248286442767927,0.0,0.1410520544237127,1.998567467150888,1.55721801143426,-0.2832921911549778,0.0,0.0,1.3735053468032326
2026-03-31,CIEN,0.0241362988347746,0.0241362988347746,,hold,hold,0.3125140305576905,0.0,0.3125140305576905,-0.08,False,False,Information Technology,bear,structural_growth,long_duration,0.15,1.0,cash_defense,0.6248286442767927,0.0,0.0401085458721796,1.3318519933539452,1.5306765615591715,-0.4213800376458967,0.0,0.0,-2.180652206456259
2026-03-31,DUK,0.0164815450778925,0.0164815450778925,,hold,hold,-0.007590203863891,0.0,-0.007590203863891,-0.08,False,False,Utilities,bear,unknown,neutral,0.35,1.0,cash_defense,0.6248286442767927,0.0,0.028169699813115,3.271484059007812,1.6617070158349492,-2.362570417316745,0.0,0.0,0.8618914406704052
2026-03-31,CASH,0.0,0.15,0.15,cash_from_risk_exits,risk_exit_proxy_cash,0.0,0.0,0.0,-0.08,False,False,Cash,,,,,,,,,,,,,,,
