rebalance_date,net_return,drawdown,regime_state
2023-08-31,-0.05874352498435633,-0.0767468909759409,
2022-05-31,-0.05341807121838136,-0.12728599717447886,
2021-12-31,-0.05276826328975298,-0.059212385632989695,
2025-02-28,-0.05267195263276273,-0.07901677993656975,
2026-02-27,-0.043343212280330515,-0.04334321228033067,
2022-11-30,-0.04313413355704877,-0.05849319644082829,
2020-02-28,-0.04246744542724608,-0.08478740981036847,
2022-03-31,-0.03935238553191,-0.09599193353307833,
2021-08-31,-0.03745834620399515,-0.03745834620399513,
2021-02-26,-0.03569596506561387,-0.0356959650656139,
