rebalance_date,original_return,gross_defended_return,defense_turnover,cost,net_return,return_delta,risk_exit_count,relative_trim_count,equity,drawdown
2019-04-30,-0.021676425399621026,-0.012209064373489658,0.2184791733302511,0.0005461979333256277,-0.012755262306815285,0.008921163092805742,4,0,0.9872447376931848,-0.01275526230681523
2019-05-31,0.04964880298082185,0.04964880298082185,0.0414896101545946,0.00010372402538648649,0.04954507895543537,-0.00010372402538648406,1,0,1.0361578561705318,0.0
2019-06-28,0.028428669355327656,0.028428669355327656,0.0786709071708342,0.00019667726792708552,0.02823199208740057,-0.00019667726792708604,1,0,1.065410656567236,0.0
2019-07-31,0.049189948310631816,0.049189948310631816,0.046881998700507,0.0001172049967512675,0.04907274331388055,-0.00011720499675126755,1,0,1.1176932802408328,0.0
2019-08-30,-0.0724695923859675,-0.02397006662027466,0.3892587374238872,0.0009731468435597181,-0.02494321346383438,0.047526378922133114,5,0,1.0898144181646925,-0.024943213463834324
2019-09-30,0.013964790750341623,0.016270718717668668,0.2561038682395016,0.0006402596705987541,0.015630459047069913,0.0016656682967282899,4,0,1.1068487177967221,-0.009702628293313142
2019-10-31,-0.0038665836701401897,-0.003808447687125879,0.0186879981148685,4.6719995287171253e-05,-0.0038551676824130506,1.1415987727139091e-05,1,0,1.102581630390552,-0.013520390716695196
2019-11-29,0.04539979373549979,0.04539979373549979,0.12286895570358791,0.00030717238925896976,0.04509262134624082,-0.0003071723892589667,2,0,1.152299926353074,0.0
2019-12-31,-0.028230777992225346,-0.0197590550647488,0.27916848942852307,0.0006979212235713077,-0.02045697628832011,0.0077738017039052365,3,0,1.1287273540826361,-0.020456976288320106
2020-01-31,-0.031330334731779555,-0.02646175476584034,0.13554573180760532,0.0003388643295190133,-0.026800619095359354,0.004529715636420201,3,0,1.0984767622033547,-0.046709335754333337
2020-02-28,-0.08801642015551568,-0.04136864336628949,0.4369416615592513,0.0010923541538981282,-0.042460997520187616,0.045555422635328066,8,0,1.0518343431274544,-0.08718700828488657
2020-03-31,0.08605866761296495,0.08605866761296495,0.0,0.0,0.08605866761296495,0.0,0,0,1.1423538052465612,-0.008631538438079622
2020-04-30,0.09381369716129909,0.09389322808136141,0.0193341166080793,4.833529152019825e-05,0.09384489278984122,3.119562854213276e-05,1,0,1.249557875627992,0.0
2020-05-29,0.06369336106454039,0.06426986535308118,0.1048025856631426,0.00026200646415785653,0.06400785888892332,0.00031449782438293383,2,0,1.3295393998047311,0.0
2020-06-30,0.12854375511491592,0.1294310762296095,0.0138421412050442,3.46053530126105e-05,0.1293964708765969,0.0008527157616809722,1,0,1.501577106030852,0.0
2020-07-31,0.0784491271154902,0.07715712152096833,0.01364678362228045,3.4116959055701124e-05,0.07712300456191264,-0.0013261225535775578,0,1,1.617383244029333,0.0
2020-08-31,-0.028672736570663247,-0.02140844202339699,0.3033425151694443,0.0007583562879236108,-0.0221667983113206,0.006505938259342647,5,0,1.5815310358668253,-0.022166798311320624
2020-09-30,0.03610272835077938,0.030438959681423294,0.04499976640390865,0.00011249941600977163,0.030326460265413524,-0.005776268085365854,0,1,1.6294932739845587,0.0
2020-10-30,0.09048118387312534,0.09048118387312534,0.0,0.0,0.09048118387312534,0.0,0,0,1.7769317545279766,0.0
2020-11-30,0.05708360898134496,0.05378213407727881,0.0113661460561414,2.8415365140353498e-05,0.05375371871213846,-0.0033298902692064994,0,1,1.87244844423154,0.0
2020-12-31,0.06321751205887495,0.06321751205887495,0.2137809079553742,0.0005344522698884355,0.06268305978898651,-0.0005344522698884357,2,0,1.9898192420131005,0.0
2021-01-29,0.0019747866674672374,0.024311611134754278,0.31457296158104575,0.0007864324039526144,0.023525178730801663,0.021550392063334426,3,0,2.036630095323447,0.0
2021-02-26,-0.06179972518200993,-0.03462795802728541,0.4739390083053588,0.001184847520763397,-0.035812805548048804,0.025986919633961124,4,0,1.9636926577463245,-0.035812805548048776
2021-03-31,0.01557111666117624,0.013888866799196991,0.0395323272523872,9.8830818130968e-05,0.013790035981066023,-0.0017810806801102173,0,1,1.9907720501524016,-0.022516629444073177
2021-04-30,-0.01783631840842508,-0.01097415043216097,0.43400942485639177,0.0010850235621409794,-0.01205917399430195,0.00577714441412313,4,0,1.9667649836166206,-0.03430427148614379
2021-05-28,0.034152267421290135,0.04375869703666476,0.22561649382366727,0.0005640412345591682,0.043194655802105596,0.009042388380815461,2,2,2.0517187201275746,0.0
2021-06-30,0.035128293876296846,0.03507479722610303,0.1202499163526807,0.00030062479088170175,0.03477417243522133,-0.0003541214410755153,2,0,2.1230655406898626,0.0
2021-07-30,0.055908178735117144,0.05747043743626667,0.1166010411677174,0.0002915026029192935,0.05717893483334737,0.0012707560982302274,1,0,2.244460166887894,0.0
2021-08-31,-0.041984947003810585,-0.03675307446825024,0.24737808460842964,0.0006184452115210741,-0.037371519679771315,0.004613427324039271,4,1,2.16058127959058,-0.03737151967977137
2021-09-30,0.07478096339029029,0.0713869233317032,0.0289426951261766,7.235673781544151e-05,0.07131456659388775,-0.0034663967964025377,0,1,2.3146621971354495,0.0
2021-10-29,0.038023589568502054,0.045819885531319736,0.0866660792247125,0.00021666519806178128,0.045603220333257956,0.007579630764755901,1,0,2.42021824730848,0.0
2021-11-30,-0.009083182870267074,-0.00632874124841738,0.2047726106812242,0.0005119315267030605,-0.006840672775120441,0.0022425100951466333,2,0,2.4036623262342673,-0.00684067277512046
2021-12-31,-0.09767352092140491,-0.050939946165475855,0.7166366753753459,0.0017915916884383648,-0.05273153785391422,0.04494198306749069,8,0,2.2769135152904174,-0.059211491433647234
2022-01-31,-0.016236006422795848,-0.009917331783709703,0.27062316752463983,0.0006765579188115996,-0.010593889702521302,0.005642116720274546,2,1,2.2527921446472505,-0.06917810112679867
2022-02-28,0.011510042228557659,0.011510042228557659,0.18857429739768689,0.00047143574349421723,0.011038606485063442,-0.0004714357434942168,2,0,2.2776598306246534,-0.058903124477458046
2022-03-31,-0.06230093105912831,-0.03822726629454952,0.46272052978385125,0.001156801324459628,-0.039384067619009144,0.022916863440119166,5,0,2.1879563218422313,-0.09596734745907598
2022-04-29,0.01986665037328716,0.01986665037328716,0.0,0.0,0.01986665037328716,0.0,0,0,2.231423685120294,-0.07800724682501003
2022-05-31,-0.1285404308516641,-0.05191556673908321,0.6018670680523982,0.0015046676701309955,-0.0534202344092142,0.07512019644244991,8,0,2.1122205087948958,-0.12726031582321473
2022-06-30,0.030828124999397254,0.030828124999397254,0.0,0.0,0.030828124999397254,0.0,0,0,2.1773363066663154,-0.10035538774747821
2022-07-29,0.032128967742764,0.034024323061998894,0.0727580420304938,0.0001818951050762345,0.03384242795692266,0.001713460214158663,2,0,2.2510226537626625,-0.06990922977048852
2022-08-31,-0.025962423562530302,-0.0242761688969265,0.0551443917353506,0.0001378609793383765,-0.024414029876264877,0.001548393686265425,2,0,2.196066119441552,-0.09261649362251001
2022-09-30,0.0663451188629564,0.0663451188629564,0.0,0.0,0.0663451188629564,0.0,0,0,2.3417643871668132,-0.03241602703760926
2022-10-31,0.009553013651902162,0.01714722206411435,0.07167323861948541,0.00017918309654871352,0.016968038967565637,0.007415025315663475,1,1,2.3814995365411176,-0.015998024479991213
2022-11-30,-0.056433914338291084,-0.04135446500928804,0.7276245249366764,0.001819061312341691,-0.043173526321629734,0.01326038801666135,7,1,2.2786818036153105,-0.058480859670640095
2022-12-30,0.09553684985685741,0.08669223321728797,0.2645853559803601,0.0006614633899509003,0.08603076982733707,-0.009506080029520345,2,1,2.4747185533718805,0.0
2023-01-31,0.05818183689226183,0.059736930567465096,0.3560756374088174,0.0008901890935220436,0.05884674147394305,0.0006649045816812249,4,0,2.620347676302926,0.0
2023-02-28,-0.0075132835265387474,-0.0016758783200613273,0.17585780264086395,0.0004396445066021599,-0.002115522826663487,0.00539776069987526,2,1,2.614804270979912,-0.0021155228266636072
2023-03-31,-0.044753208795973484,-0.024011042139591873,0.5150260679385577,0.0012875651698463942,-0.025298607309438267,0.019454601486535217,6,0,2.5486533645373495,-0.02736061035485593
2023-04-28,0.09454954008883568,0.09730593993147357,0.3691228346000565,0.0009228070865001413,0.09638313284497343,0.0018335927561377585,5,0,2.794300560347341,0.0
2023-05-31,0.07726544046677707,0.07726544046677707,0.0908558292933748,0.000227139573233437,0.07703830089354363,-0.00022713957323343414,2,0,3.0095687277023773,0.0
2023-06-30,0.01768645804050616,0.01798236022729701,0.0483706568744371,0.00012092664218609274,0.017861433585110918,0.00017497554460475795,1,0,3.0633239396520597,0.0
2023-07-31,-0.025284958222951105,-0.018361483483279147,0.28080272441361165,0.0007020068110340291,-0.019063490294313177,0.006221467928637928,4,0,3.0049262934601653,-0.0190634902943132
2023-08-31,-0.07876193921372267,-0.05772983035961726,0.41489951908599537,0.0010372487977149884,-0.05876707915733225,0.019994860056390416,4,0,2.8283355521104427,-0.07671026380850454
2023-09-29,-0.01705528161372511,-0.012274879964639074,0.2441579014560241,0.0006103947536400602,-0.012885274718279134,0.0041700068954459765,2,0,2.791891671526024,-0.08860710570389951
2023-10-31,0.037365994350702945,0.037365994350702945,0.0,0.0,0.037365994350702945,0.0,0,0,2.89621347995204,-0.05455200396436066
