as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status,forward_pe_final,valuation_blueprint_score,fcf_margin,sales_growth_yoy,eps_growth_yoy,market_cap_live,dollar_vol_20d,score,rs_benchmark_3m,rs_benchmark_6m,price_available,price_latest_date,close,ret_1m,ret_3m,ret_6m,spy_excess_3m,qqq_excess_3m,price_to_ma50,price_to_ma200,drawdown_from_63d_high,decision_cadence,new_buy_allowed,full_universe_rerank_today,crisis_state
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,227.0,2184.75,495938.25,0.3843085291265034,1119.450046085576,241823.08953857425,5897.287351074218,2026-03-02,2026-05-01,108.0,2,227.0,1119.450046085576,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,65.0616,-1.2053510641922969,,,,323539098790.5,19185045877.41394,3.5603817817914294,1.6943219635958453,9.334883102288597,True,2026-06-18,2184.75,0.5793867795655314,1.8296570658967646,9.437867399947804,1.6918753880256476,1.579186837932556,1.5606964651507003,3.5625190637922484,0.0,daily_current_holdings_review,False,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,BE,927.0,328.9100036621094,304899.5733947754,0.2362703553973594,290.5199890136719,35587.54357910156,0.0,2026-05-01,2026-05-01,48.0,1,927.0,290.5199890136719,target_rebalance,future_winner,HOLD_REVIEW,no daily breakdown signal,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,12268.852,-3.408424425153445,,0.3886654169505354,2.095853821982949,93556433665.54456,3074314874.353714,2.4467223467092123,0.83784864504305,2.6512675157262047,True,2026-06-18,328.9100036621094,0.25855210940179396,0.9731837473439693,2.7542518133854115,0.8354020694728523,0.7227135193797607,1.258647450202012,2.1347236589815908,0.0,daily_current_holdings_review,True,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,WDC,362.0,746.22998046875,270135.2529296875,0.2093310643384013,393.8560785433973,127559.35249697768,107262.5611451045,2026-02-02,2026-05-01,136.0,2,362.0,404.2141112438223,target_rebalance,future_winner,EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,29.8004,-0.6209140601907154,,0.0,,257212139884.05716,4740219712.762299,7.475706467485647,1.2198365791559231,3.174606333734392,True,2026-06-18,746.22998046875,0.6376142104069307,1.3551716814568424,3.2775906313935987,1.2173900035857255,1.1047014534926338,1.5550085987189541,2.805806427674896,0.0,daily_current_holdings_review,False,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,213.0,428.2200012207031,91210.86026000977,0.0706803952848714,439.561390192674,-2415.715851029803,78340.21142552322,2026-03-02,2026-05-01,108.0,2,213.0,471.3604121678312,target_rebalance,future_winner,WARNING_NO_ADD,below MA50; no add until recovered,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,150.5651,-0.9710082953227784,,0.1879353566851933,,60615792431.634094,1758193051.9880676,1.282718510858062,-0.0974272658632493,0.9377134181907804,True,2026-06-18,428.2200012207031,-0.209809538815813,0.03790783643766993,1.0406977158499875,-0.09987384143344702,-0.21256239152653866,0.8216096688346675,1.381178186854803,-0.3170334908760716,daily_current_holdings_review,False,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,LITE,64.0,850.0,54400.0,0.0421552158650432,548.3013530975077,19308.71340175951,257030.0648199049,2026-02-02,2026-05-01,136.0,2,64.0,645.5414109230042,target_rebalance,"future_winner,unassigned",WARNING_NO_ADD,below MA50; no add until recovered,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,162.9856,-1.6437572268803735,,0.0,0.0,66130000000.0,5389684460.437317,4.590456142445596,-0.034484216278162,1.5856129391267972,True,2026-06-18,850.0,-0.04504041798681846,0.10085088602275727,1.6885972367860043,-0.03693079184835968,-0.14961934194145132,0.9386353346511037,1.6586848139748553,-0.19285148696874532,daily_current_holdings_review,False,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,main,equity,SNDK,43.0,2184.75,93944.25,0.1205902398344272,763.4664534229344,61115.19250281382,24163.427652215472,2026-03-02,2026-05-01,108.0,2,43.0,817.1916390352471,target_rebalance,"future_winner,unassigned",HOLD_REVIEW,no daily breakdown signal,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,65.0616,-1.2053510641922969,,,,323539098790.5,19185045877.41394,3.5603817817914294,1.6943219635958453,9.334883102288597,True,2026-06-18,2184.75,0.5793867795655314,1.8296570658967646,9.437867399947804,1.6918753880256476,1.579186837932556,1.5606964651507003,3.5625190637922484,0.0,daily_current_holdings_review,True,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,main,equity,WDC,116.0,746.22998046875,86562.677734375,0.1111149864807959,337.059477295969,47463.7783680426,43979.36538485656,2026-02-02,2026-05-01,136.0,2,116.0,398.019121893521,target_rebalance,future_winner,HOLD_REVIEW,no daily breakdown signal,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,29.8004,-0.6209140601907154,,0.0,,257212139884.05716,4740219712.762299,7.475706467485647,1.2198365791559231,3.174606333734392,True,2026-06-18,746.22998046875,0.6376142104069307,1.3551716814568424,3.2775906313935987,1.2173900035857255,1.1047014534926338,1.5550085987189541,2.805806427674896,0.0,daily_current_holdings_review,True,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,main,equity,STM,1049.0,78.38999938964844,82231.10935974121,0.1055548285237489,55.75,23749.35935974121,2400.7985619640344,2026-05-01,2026-05-01,48.0,1,1049.0,55.75,target_rebalance,early_scout,HOLD_REVIEW,no daily breakdown signal,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,223.8023,-1.08827864470605,,-0.0753075777760363,,69672566784.0,1031869023.4947205,3.744732068727066,1.2895099248503783,1.9276044997852988,True,2026-06-18,78.38999938964844,0.2802547766732413,1.4248450271512976,2.030588797444506,1.2870633492801806,1.174374799187089,1.2933509204912323,2.1515879064652337,-0.016560026470773703,daily_current_holdings_review,True,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,main,equity,CIEN,168.0,428.2200012207031,71940.96020507812,0.0923460205925253,402.5450711275545,4313.38825564897,22921.3564749571,2026-03-02,2026-06-18,108.0,3,168.0,417.5767865862165,target_rebalance,"future_winner,unknown",WARNING_NO_ADD,below MA50; no add until recovered,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,150.5651,-0.9710082953227784,,0.1879353566851933,,60615792431.634094,1758193051.9880676,1.282718510858062,-0.0974272658632493,0.9377134181907804,True,2026-06-18,428.2200012207031,-0.209809538815813,0.03790783643766993,1.0406977158499875,-0.09987384143344702,-0.21256239152653866,0.8216096688346675,1.381178186854803,-0.3170334908760716,daily_current_holdings_review,False,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,main,equity,MRVL,214.0,310.5799865722656,66464.11712646484,0.0853157465695224,164.9499969482422,31164.817779541016,11499.85028213501,2026-05-01,2026-05-01,48.0,1,214.0,164.9499969482422,target_rebalance,future_winner,HOLD_REVIEW,no daily breakdown signal,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,101.805,-1.3401953385748937,,0.4208728521145077,-4.083649025385388,271695372253.418,19489381590.2211,5.705004051667513,2.3354060219461927,2.5958266283342084,True,2026-06-18,310.5799865722656,0.7619559712054096,2.470741124247112,2.6988109259934157,2.332959446375995,2.220270896282903,1.569054920987066,2.7485670277815584,-0.01848752090169159,daily_current_holdings_review,True,False,GREEN
