rebalance_date,next_rebalance_date,regime_label,core_target,future_target,early_target,cash_target_used,cash_weight,cash_weight_start,cash_weight_end,stock_weight_start,stock_weight_end,rebalance_action,due_sleeves,active_rebalance_interval_months,target_n,drawdown_before_month,drawdown_after_month,equity_after_month,regime_state,style_breakout_preference,style_turnaround_preference,style_quality_compounder_preference,style_cash_defense_preference,style_liquidity_tailwind_score,style_rate_pressure_score,style_inflation_pressure_score,style_overheat_risk_score,market_style_regime_label,regime_state_from_candidates,macro_snapshot_source,index_trend_damage_score,liquidity_drain_score,breadth_credit_stress_score,event_shock_score,cash_raise_confirmation_count,confirmed_cash_raise,macro_risk_score,macro_risk_state,macro_style_state,recommended_cash_floor,recommended_target_n,recommended_core_capacity,recommended_future_capacity,recommended_early_capacity,recommended_concentrated_capacity,recommended_tactical_capacity,recommended_monster_exception_capacity,cash_raise_gate,monster_exception_allowed,recommended_new_buy_policy,recommended_trim_policy,recommended_action,research_only,production_activation_allowed
2017-05-31,2017-06-30,balanced,0.25,0.45,0.3,0.0,0.1104593481537054,0.0,0.1104593481537054,1.0,0.8895406518462946,initial_rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0013212354297433,0.9986787645702566,neutral,0.321592938235451,0.2295383288520476,0.33913998873054185,0.0240318663068148,0.15451078649125788,0.0,0.0,0.12212184352676216,balanced,neutral,regime_by_month,0.0,0.06377966331758961,0.01081433983806666,0.0,0,False,0.018107783797010734,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2017-06-30,2017-07-31,balanced,0.25,0.45,0.3,0.0,0.0952409776584135,0.0,0.0952409776584135,1.0,0.9047590223415864,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0013212354297433,0.0,1.045232870856809,neutral,0.1617991058433675,0.21111688000814335,0.6568223943196311,0.28988392800450175,0.11397589444083357,0.24735353770152638,0.23756421826019544,0.19742077318880338,quality_compounder,neutral,regime_by_month,0.0,0.2577822557570747,0.21044776760202577,0.0,0,False,0.10653511745967384,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2017-07-31,2017-08-31,balanced,0.25,0.45,0.3,0.0,0.1463385107130397,0.0,0.1463385107130397,1.0,0.8536614892869603,rebalance,"core_compounder,early_scout,future_winner",1,21,0.0,0.0,1.075420233567747,neutral,0.42513201604548717,0.36191172656536075,0.4532647144291436,0.0100390418175884,0.4116619998267846,0.19525782654373508,0.39051565308747027,0.14135192826020132,quality_compounder,neutral,regime_by_month,0.0,0.17579247261349407,0.08451756881791478,0.0,0,False,0.06085163191695647,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2017-08-31,2017-09-29,balanced,0.25,0.45,0.3,0.0,0.0504181176646633,0.0,0.0504181176646633,1.0,0.9495818823353368,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.098205548731342,neutral,0.24510571994713443,0.23191745846152056,0.45683199177493433,0.10448188061407321,0.14731246203179177,0.05919136591982809,0.11838273183965618,0.11103617321378188,quality_compounder,neutral,regime_by_month,0.0,0.11980632070627151,0.12701684627633295,0.0,0,False,0.05535494943183447,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2017-09-29,2017-10-31,balanced,0.25,0.45,0.3,0.0,0.0455443473262631,0.0,0.0455443473262631,1.0,0.954455652673737,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.1760273534679513,neutral,0.15845682738667302,0.2600480389129275,0.6534276817569475,0.18135867919634754,0.0874857784285287,0.6939545831742003,0.7479091663484011,0.25272968116491457,quality_compounder,neutral,regime_by_month,0.0,0.48583730245133994,0.1616114056383564,0.0,1,False,0.15378160674050628,yellow,quality_compounder,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2017-10-31,2017-11-30,balanced,0.25,0.45,0.3,0.0,0.1065342727388857,0.0,0.1065342727388857,1.0,0.8934657272611143,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.19246281041049,neutral,0.3428863305168536,0.2580701631108333,0.4156777018592361,0.0620477276673539,0.2079700757995848,0.12874706261949792,0.14100219080593845,0.1498864863669216,balanced,neutral,regime_by_month,0.0,0.13841439217393367,0.027921477450309255,0.0,0,False,0.040187893533545266,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2017-11-30,2017-12-29,balanced,0.25,0.45,0.3,0.0,0.126050051548877,0.0,0.126050051548877,1.0,0.873949948451123,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0058124351288001,1.1855316976814725,neutral,0.20202783113264092,0.1856596483567897,0.4330919275394817,0.23771344705293063,0.11761551897933752,0.1407848735224169,0.12598636628453996,0.30143383631822157,balanced,neutral,regime_by_month,0.0,0.21350064008992975,0.10697105117381879,0.0,0,False,0.0747693702572462,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2017-12-29,2018-01-31,balanced,0.25,0.45,0.3,0.0,0.1371338685568872,0.0,0.1371338685568872,1.0000000000000002,0.8628661314431127,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0058124351288001,0.0,1.2396844254039918,neutral,0.1616728320288789,0.17040651290861036,0.4164319784326193,0.31125160045548395,0.11940937059041483,0.0,0.0,0.2739780353132629,balanced,neutral,regime_by_month,0.0,0.1551049900947079,0.14006322020496778,0.0,0,False,0.06678889156467054,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2018-01-31,2018-02-28,growth_reentry_alert,0.25,0.45,0.3,0.0,0.0560287385849066,0.0,0.0560287385849066,1.0,0.9439712614150934,rebalance,"core_compounder,early_scout,future_winner",1,20,0.0,-0.0075316570468619,1.2303475474655128,neutral,0.31607390394138163,0.23743357542692062,0.5904668361105629,0.31105351912953877,0.14664233282303502,0.5134010850348735,0.3582307414983177,0.44156545070208847,quality_compounder,neutral,regime_by_month,0.1,0.41152603449414754,0.21997408360829246,0.0,1,False,0.1968763253451954,recovery,quality_compounder,0.05,14,0.25,0.4,0.3,0.1,0.03,0.1,reentry_holdback_only,True,staged_scout_then_confirm,keep_cash_until_confirmation,staged_reentry_scout_then_scale_confirmed_new_leaders,True,False
2018-02-28,2018-03-29,balanced,0.25,0.45,0.3,0.0,0.2610109544313275,0.0,0.2610109544313275,1.0,0.7389890455686725,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0075316570468619,-0.0381606875232039,1.1923772154187675,neutral,0.18293839974789425,0.1457797349376113,0.6623701716654502,0.5104853066228329,0.1398305457105776,0.37222664596074867,0.30756263353719776,0.3737080344264498,quality_compounder,neutral,regime_by_month,0.0,0.3860361341344629,0.3097183879802748,0.0,1,False,0.1584527111296707,yellow,quality_compounder,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
