portfolio,metric_source,official_source_pass,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,True,0.3315024168562848,0.3,True,0.0,-0.2601521797250256,-0.25,False,1.0152,1.2192714080044638,0.0,False
concentrated,broker_ledger_next_close,True,0.46243150424068036,0.5,False,3.7568,-0.2581939668489145,-0.28,True,0.0,1.4213839483552773,0.0,False
