ticker,first_rebalance_date,last_rebalance_date,target_row_count,linked_mdd_position_pnl_usd,sector,industry_group,primary_lane,crisis_state,market_style_regime_label,regime_state,regime_capacity_regime,avg_weight,max_weight,min_weight,avg_target_weight,max_target_weight,min_target_weight,avg_selection_confirmation_score,max_selection_confirmation_score,min_selection_confirmation_score,avg_breakout_setup_quality_score,max_breakout_setup_quality_score,min_breakout_setup_quality_score,avg_rs_benchmark_1m,max_rs_benchmark_1m,min_rs_benchmark_1m,avg_ticker_ret_1m,max_ticker_ret_1m,min_ticker_ret_1m,avg_atr14_pct,max_atr14_pct,min_atr14_pct
DDOG,2021-09-30,2021-11-30,3,-44638.77159118652,Information Technology,Software - Application,MARKET_LEADER,WATCH,quality_compounder,neutral,neutral,0.1360629003779097,0.2009497596719832,0.0270229014059804,0.1360629003779097,0.2009497596719832,0.0270229014059804,1.0,1.0,1.0,0.6146281996706625,0.7201881648945649,0.4793670510929603,0.09735773002315694,0.1433998848447671,0.0613184226391279,0.10370383776129406,0.2092804675680037,0.0345458614654332,0.04077198040685857,0.0519514697547432,0.0344646133822897
NVDA,2021-11-30,2021-12-31,2,-30087.8145904541,Information Technology,Semiconductors,MARKET_LEADER,GREEN,quality_compounder,bull,bull,0.057999999999999996,0.076,0.04,0.057999999999999996,0.076,0.04,0.246716875,0.246716875,0.246716875,0.4771388030818004,0.5228537975560572,0.4314238086075436,0.07169578858947953,0.272087400545828,-0.1286958233668689,0.0891219416034997,0.2780541621571455,-0.0998102789501461,0.051860123440364,0.0532181883608235,0.0505020585199045
BLD,2023-03-31,2023-04-28,2,-23268.059661865234,Consumer Discretionary,Construction & Engineering,MARKET_LEADER,DEFENSE_REVIEW,balanced,neutral,neutral,0.138,0.2,0.076,0.138,0.2,0.076,1.0,1.0,1.0,0.49982442940247684,0.5306012397573346,0.469047619047619,0.019317253419960198,0.1019875993594374,-0.063353092519517,0.0777345707725072,0.1528196735481917,0.0026494679968227,0.029102195179529,0.0303178497576379,0.0278865406014201
ORLY,2022-11-30,2022-12-30,2,-15266.932327270508,Consumer Discretionary,Auto Manufacturers & Parts,QUALITY_COMPOUNDER,DEFENSE_REVIEW,balanced,bear,bear,0.05820157471602515,0.0990014940055864,0.0174016554264639,0.05820157471602515,0.0990014940055864,0.0174016554264639,0.4408666666666666,0.4408666666666666,0.4408666666666666,0.6500548520492739,0.7235547769905415,0.5765549271080063,0.019179483786226997,0.0501588060772938,-0.0117998385048398,0.0050220764542169005,0.0337678019393514,-0.0237236490309176,0.01802279202970745,0.019120827713983,0.0169247563454319
STLD,2022-04-29,2022-05-31,2,-13262.108364105225,Materials,Metals & Mining,MARKET_LEADER,DEFENSE_REVIEW,balanced,bear,bear,0.01684688267007685,0.0221888106807813,0.0115049546593724,0.01684688267007685,0.0221888106807813,0.0115049546593724,1.0,1.0,1.0,0.5465697278139962,0.5948059318359689,0.4983335237920235,0.07861947217516195,0.1547497140206942,0.0024892303296297,0.00935521768315925,0.023025587316876,-0.0043151519505575,0.08983653081292631,0.096259032731367,0.0834140288944856
MA,2022-01-31,2023-01-31,6,-12838.970642089844,Financials,Consumer Finance,QUALITY_COMPOUNDER,DEFENSE_REVIEW,breakout_growth,neutral,neutral,0.04775600007198682,0.1060434413283023,0.0027425591036187,0.04775600007198682,0.1060434413283023,0.0027425591036187,1.0,1.0,1.0,0.41820012207365914,0.5127405488806102,0.243576091999117,0.027242245983772364,0.1468256663989189,-0.0435792822808167,0.02162695836321628,0.0817373374978176,-0.0567045390291105,0.038714852092221384,0.0486737936484778,0.0293762955128316
MLI,2023-02-28,2023-03-31,2,-11881.15131759644,Industrials,Other,MARKET_LEADER,DEFENSE_REVIEW,breakout_growth,bull,bull,0.07235304782090175,0.106243049154291,0.0384630464875125,0.07235304782090175,0.106243049154291,0.0384630464875125,1.0,1.0,1.0,0.5217313330944653,0.5334773608666056,0.5099853053223251,0.037156554144085106,0.1427277068373546,-0.0684145985491844,0.0620744520273953,0.1265609420876352,-0.0024120380328446,0.057151370032192,0.0589957918835832,0.0553069481808008
XPO,2023-06-30,2023-07-31,2,-11170.150527954102,Industrials,Transportation & Logistics,MARKET_LEADER,GREEN,quality_compounder,bull,bull,0.16489209143376804,0.2,0.1297841828675361,0.16489209143376804,0.2,0.1297841828675361,1.0,1.0,1.0,0.6305765732290496,0.7531582413789658,0.5079949050791333,0.1483465667149063,0.1588011049589736,0.137892028470839,0.19515248223824205,0.216745678649882,0.1735592858266021,0.037869105085100496,0.0422031002877078,0.0335351098824932
NET,2021-10-29,2021-10-29,1,-6549.758346557617,Information Technology,Software - Infrastructure,MARKET_LEADER,GREEN,balanced,bull,bull,0.2692164053901641,0.2692164053901641,0.2692164053901641,0.2692164053901641,0.2692164053901641,0.2692164053901641,1.0,1.0,1.0,0.5607142857142857,0.5607142857142857,0.5607142857142857,0.667429080515794,0.667429080515794,0.667429080515794,0.7333096632390306,0.7333096632390306,0.7333096632390306,0.0497586204310195,0.0497586204310195,0.0497586204310195
TMUS,2022-09-30,2022-10-31,2,-5036.206787109375,Communication,Communication Equipment,MARKET_LEADER,DEFENSE_REVIEW,turnaround_accumulation,bear,bear,0.023397963504973248,0.0375,0.0092959270099465,0.023397963504973248,0.0375,0.0092959270099465,1.0,1.0,1.0,0.3929703062099437,0.5750641446168592,0.2108764678030283,0.0479660465388759,0.0689742502317357,0.0269578428460161,0.025807640805364546,0.1296113614284129,-0.0779960798176838,0.0566524651725569,0.0589316371314168,0.054373293213697
