horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-05-18,2026-06-18,0.27597809048301825,16.663310378318908,-0.1274456565287284,4.86899011257997,0.6155834544671274,624339.589965258,796643.6378168205,0.16753108810665812,0.1489398496703458,main,portfolio
3M,completed,2026-03-18,2026-06-18,0.4378947198814711,3.2285715870055682,-0.1274456565287284,3.1226394044688077,0.49934194910351876,554034.7473301033,796643.6378168205,0.30336912570028973,0.1489398496703458,main,portfolio
6M,completed,2025-12-18,2026-06-18,0.9029650908185176,2.637314136577236,-0.12809868727514928,3.1712310806430617,0.44463963178777577,418632.8176278642,796643.6378168205,0.2490791452028802,0.1489398496703458,main,portfolio
YTD,completed,2026-01-02,2026-06-18,0.8447593702457825,2.816309777688098,-0.12809868727514928,3.1544804728971263,0.46015611691042396,431841.4914519076,796643.6378168205,0.2240192131904138,0.1489398496703458,main,portfolio
1Y,completed,2025-06-18,2026-06-18,1.7024481488883785,1.704288954090873,-0.12809868727514928,2.83815200730136,0.3774987226151405,294785.91037704493,796643.6378168205,0.1870700647336416,0.1489398496703458,main,portfolio
2Y,completed,2024-06-18,2026-06-18,2.017025072292977,0.7376155682287975,-0.23799860911361514,1.8935941945416974,0.32089564307930074,264049.3926062608,796643.6378168205,0.22388408004497404,0.1489398496703458,main,portfolio
FULL,completed,2019-07-01,2026-06-18,6.984887981896746,0.34753962470160116,-0.260291354973877,1.2692893337961437,0.2630068761763462,99768.91843980312,796643.6378168205,0.26587190305231945,0.1489398496703458,main,portfolio
1M,completed,2026-05-18,2026-06-18,0.35702621356651787,35.49125706173074,-0.15008650918257305,5.49545253506762,0.6830406827383121,950182.1720480274,1289422.1151327442,0.06864707257661369,0.057604641409579,concentrated,portfolio
3M,completed,2026-03-18,2026-06-18,0.4020543167230075,2.825360446599962,-0.15008650918257305,2.844705937021842,0.5153856567100807,919666.3066139148,1289422.1151327442,0.41348065404942386,0.057604641409579,concentrated,portfolio
6M,completed,2025-12-18,2026-06-18,1.4036032655578001,4.81221119455245,-0.15008650918257305,3.8547521198831998,0.49557493791819035,536453.8040072558,1289422.1151327442,0.3069247292954996,0.057604641409579,concentrated,portfolio
YTD,completed,2026-01-02,2026-06-18,1.1612943352103056,4.395869308829718,-0.15008650918257305,3.6342613707440026,0.5004694281760639,596597.1844400715,1289422.1151327442,0.3213623154683164,0.057604641409579,concentrated,portfolio
1Y,completed,2025-06-18,2026-06-18,3.463493798226792,3.4680694860932517,-0.15008650918257305,3.4727385402664255,0.4646926140145761,288881.79830002045,1289422.1151327442,0.20785734911429807,0.057604641409579,concentrated,portfolio
2Y,completed,2024-06-18,2026-06-18,4.231755118454084,1.288599591375935,-0.2296562286913404,2.430306558660779,0.3712433129949823,246460.7165164397,1289422.1151327442,0.3142557610673635,0.057604641409579,concentrated,portfolio
FULL,completed,2019-07-01,2026-06-18,11.922560866357847,0.44397533976809944,-0.24698578341002986,1.3999582194688491,0.3015891090550896,99780.69582860946,1289422.1151327442,0.4193887336179518,0.057604641409579,concentrated,portfolio
1M,completed,2026-05-18,2026-06-18,0.013556851891616706,0.17193624876382185,-0.04494652583696357,1.0578347738210083,0.1576512400769324,736.751953125,746.739990234375,,,SPY,benchmark
3M,completed,2026-03-18,2026-06-18,0.1349778558224377,0.653125816375256,-0.04494652583696357,3.3447945355996693,0.15267804364582716,657.9335327148438,746.739990234375,,,SPY,benchmark
6M,completed,2025-12-18,2026-06-18,0.11302298945208045,0.23973158519668925,-0.08884968175523733,1.646413916107944,0.13801520610126952,670.9115600585938,746.739990234375,,,SPY,benchmark
YTD,completed,2026-01-02,2026-06-18,0.09886034420321099,0.22898447770710262,-0.08884968175523733,1.5293908343227542,0.14169260992063018,679.55859375,746.739990234375,,,SPY,benchmark
1Y,completed,2025-06-18,2026-06-18,0.26748488756973465,0.26769068351399294,-0.08884968175523733,1.9812982785482827,0.12405605166899539,589.1510009765625,746.739990234375,,,SPY,benchmark
2Y,completed,2024-06-18,2026-06-18,0.39817311417407875,0.18257943671020738,-0.1875522119641665,1.0809908160127117,0.16915261451432081,534.0826416015625,746.739990234375,,,SPY,benchmark
FULL,completed,2019-06-14,2026-06-18,1.8731165746130762,0.16243953585842652,-0.3371726769000345,0.8612236498998713,0.19818925468886542,259.9059143066406,746.739990234375,,,SPY,benchmark
1M,completed,2026-05-18,2026-06-18,0.04921514987542741,0.7612927444971753,-0.07032000186501774,2.0835436291233957,0.28385043406072363,705.8800048828125,740.6199951171875,,,QQQ,benchmark
3M,completed,2026-03-18,2026-06-18,0.24651838684572347,1.3984694840035794,-0.07032000186501774,3.8601382767129486,0.23214691868682097,594.15087890625,740.6199951171875,,,QQQ,benchmark
6M,completed,2025-12-18,2026-06-18,0.21900692818605894,0.48800040560570723,-0.11723572714706232,2.1069873624158952,0.20073344510211857,607.5601196289062,740.6199951171875,,,QQQ,benchmark
YTD,completed,2026-01-02,2026-06-18,0.20947584640158978,0.5158298758260516,-0.11723572714706232,2.121020258534793,0.20673453090671987,612.347900390625,740.6199951171875,,,QQQ,benchmark
1Y,completed,2025-06-18,2026-06-18,0.406841238405226,0.4071701953138043,-0.11964367111609375,2.0329353225598306,0.17635260627046384,526.4417724609375,740.6199951171875,,,QQQ,benchmark
2Y,completed,2024-06-18,2026-06-18,0.5431540547904528,0.24242209411952964,-0.22768313593054135,1.103258886072491,0.21960891971247476,479.9391174316406,740.6199951171875,,,QQQ,benchmark
FULL,completed,2019-06-14,2026-06-18,3.2347092578704233,0.22856354851314675,-0.3511872475502942,0.969692733346113,0.24362407254421323,174.89276123046875,740.6199951171875,,,QQQ,benchmark
