as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,risk_state,account_source,approval_status,backtest_metric_mode,official_broker_cagr,official_broker_max_dd,official_broker_sharpe,official_broker_avg_cash_weight,daily_monitoring_backtest_status,daily_monitoring_position_risk_cagr,daily_monitoring_position_risk_max_dd,daily_monitoring_risk_action_count
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,226.0,2184.75,493753.5,0.3829261916677835,240825.33953857425,5897.287351074218,2026-03-02,2026-05-01,108.0,1119.1511524841849,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.4435202595154313,-0.24698578341002997,1.399958219468848,0.4193887336179518,missing,0.2986639968912279,-0.28179187447486054,0
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,BE,927.0,328.9100036621094,304899.5733947754,0.2364621870653943,35587.54357910156,0.0,2026-05-01,2026-05-01,48.0,290.5199890136719,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.4435202595154313,-0.24698578341002997,1.399958219468848,0.4193887336179518,missing,0.2986639968912279,-0.28179187447486054,0
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,WDC,363.0,746.22998046875,270881.48291015625,0.2100797556758745,127861.45933264552,107245.68321765124,2026-02-02,2026-05-01,136.0,404.2890241638688,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.4435202595154313,-0.24698578341002997,1.399958219468848,0.4193887336179518,missing,0.2986639968912279,-0.28179187447486054,0
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,213.0,428.2200012207031,91210.86026000977,0.0707377818245499,-2410.75006226328,78460.78550871636,2026-03-02,2026-05-01,108.0,471.3604121678312,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.4435202595154313,-0.24698578341002997,1.399958219468848,0.4193887336179518,missing,0.2986639968912279,-0.28179187447486054,0
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,LITE,64.0,850.0,54400.0,0.0421894423568185,19997.12977662924,255811.10907980087,2026-02-02,2026-05-01,136.0,637.3146924972534,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.4435202595154313,-0.24698578341002997,1.399958219468848,0.4193887336179518,missing,0.2986639968912279,-0.28179187447486054,0
2026-06-18,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,74276.69856780273,0.057604641409579,0.0,0.0,,,,0.0,,,RESERVE_CASH,Combined cash is below target under macro gate `none`.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.4435202595154313,-0.24698578341002997,1.399958219468848,0.4193887336179518,missing,0.2986639968912279,-0.28179187447486054,0
2026-06-18,current_broker_ledger_mark_to_market,main,equity,SNDK,60.0,2184.75,131085.0,0.1645465974714048,85421.39923095703,1510.2809069824218,2026-03-02,2026-05-01,108.0,761.0600128173828,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3470921071223303,-0.260291354973877,1.2692893337961444,0.2658719030523195,missing,0.3010613921992724,-0.2659843866771363,0
2026-06-18,current_broker_ledger_mark_to_market,main,equity,WDC,154.0,746.22998046875,114919.4169921875,0.1442544841092573,62867.903503387526,30811.204442550577,2026-02-02,2026-05-01,136.0,369.5811840899579,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3470921071223303,-0.260291354973877,1.2692893337961444,0.2658719030523195,missing,0.3010613921992724,-0.2659843866771363,0
2026-06-18,current_broker_ledger_mark_to_market,main,equity,MRVL,311.0,310.5799865722656,96590.3758239746,0.1212466543869952,45290.92677307129,-1577.6762463760376,2026-05-01,2026-05-01,48.0,164.9499969482422,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3470921071223303,-0.260291354973877,1.2692893337961444,0.2658719030523195,missing,0.3010613921992724,-0.2659843866771363,0
2026-06-18,current_broker_ledger_mark_to_market,main,equity,STM,1140.0,78.38999938964844,89364.59930419922,0.1121763798291296,25809.59930419922,235.38676857948272,2026-05-01,2026-05-01,48.0,55.75,target_rebalance,early_scout,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3470921071223303,-0.260291354973877,1.2692893337961444,0.2658719030523195,missing,0.3010613921992724,-0.2659843866771363,0
