rebalance_date,net_return,drawdown,regime_state
2020-02-28,-0.07763115025490891,-0.10038740702216753,
2021-12-31,-0.07438492606957801,-0.10247136718869443,
2022-11-30,-0.07297221545222206,-0.25230321007128453,
2020-08-31,-0.06391354499906049,-0.06391354499906043,
2023-08-31,-0.06020137846210916,-0.14572443880085872,
2019-08-30,-0.06014060051489451,-0.06014060051489456,
2021-08-31,-0.059939802685977976,-0.05993980268597787,
2026-02-27,-0.05977943843739472,-0.05977943843739486,
2024-11-29,-0.055785534093665386,-0.05578553409366549,
2023-03-31,-0.0507291853340877,-0.26710787387409907,
