rebalance_date,ticker,Name,sector,weight,portfolio_sleeve_label,portfolio_candidate_gate_label,leader_onset_score,alpha_selector_style,alpha_selector_score,target_stock_names,weighting_mode,active_rebalance_interval_months,research_only_backtest,production_activation_allowed
2019-05-31,HEI,HEICO CORP,Industrials,0.4,future_winner,future_relaxed,0.4942310220354384,future_heavy,1.0,2,alpha_selector,1,True,False
2019-05-31,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.4,early_scout,early_relaxed,0.41750449507576387,future_heavy,0.9777667493796528,2,alpha_selector,1,True,False
2019-06-28,HD,HOME DEPOT INC,Consumer Discretionary,0.4,core_compounder,core_strict,0.5040057289303804,future_heavy,1.0,2,alpha_selector,1,True,False
2019-06-28,HEI,HEICO CORP,Industrials,0.4,future_winner,future_relaxed,0.5648600969833419,future_heavy,0.970048780487805,2,alpha_selector,1,True,False
2019-07-31,HD,HOME DEPOT INC,Consumer Discretionary,0.4,core_compounder,core_strict,0.510611139574453,future_heavy,1.0,2,alpha_selector,1,True,False
2019-07-31,CTAS,CINTAS CORP,Industrials,0.4,early_scout,early_relaxed,0.5892881704772105,future_heavy,0.9945278450363195,2,alpha_selector,1,True,False
2019-08-30,RMD,RESMED INC,Health Care,0.4,future_winner,future_relaxed,0.5427541557771252,future_heavy,1.0,2,alpha_selector,1,True,False
2019-08-30,HD,HOME DEPOT INC,Consumer Discretionary,0.4,core_compounder,core_strict,0.5514151047256234,future_heavy,0.9968902439024389,2,alpha_selector,1,True,False
2019-09-30,SHW,SHERWIN WILLIAMS,Materials,0.4,future_winner,future_relaxed,0.5762388489992802,future_heavy,1.0,2,alpha_selector,1,True,False
2019-09-30,MLM,MARTIN MARIETTA MATERIALS INC,Materials,0.4,early_scout,early_relaxed,0.4948965662372211,future_heavy,1.0,2,alpha_selector,1,True,False
2019-10-31,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.4,early_scout,early_relaxed,0.5409590936438506,future_heavy,1.0,2,alpha_selector,1,True,False
2019-10-31,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.4,early_scout,early_relaxed,0.5369443522162639,future_heavy,1.0,2,alpha_selector,1,True,False
2019-11-29,AAPL,APPLE INC,Information Technology,0.4,core_compounder,core_strict,0.5874744812218788,future_heavy,1.0,2,alpha_selector,1,True,False
2019-11-29,BABA,Alibaba Group,Internet,0.4,future_winner,adr_global_alpha_fallback,0.6154674722594075,future_heavy,1.0,2,alpha_selector,1,True,False
2019-12-31,BABA,Alibaba Group,Internet,0.4,future_winner,adr_global_alpha_fallback,0.7473552422595524,future_heavy,1.0,2,alpha_selector,1,True,False
2019-12-31,TSLA,TESLA INC,Consumer Discretionary,0.4,early_scout,early_relaxed,0.6486742977643912,future_heavy,0.9926449275362321,2,alpha_selector,1,True,False
2020-01-31,GOOG,ALPHABET INC CLASS C,Communication,0.4,future_winner,future_relaxed,0.6673624457718553,future_heavy,1.0,2,alpha_selector,1,True,False
2020-01-31,BABA,Alibaba Group,Internet,0.4,future_winner,adr_global_alpha_fallback,0.7065497921980146,future_heavy,1.0,2,alpha_selector,1,True,False
2020-02-28,NOW,SERVICENOW INC,Information Technology,0.4,future_winner,future_relaxed,0.5988894603183996,future_heavy,1.0,2,alpha_selector,1,True,False
2020-02-28,BABA,Alibaba Group,Internet,0.4,future_winner,adr_global_alpha_fallback,0.5920013219288132,future_heavy,1.0,2,alpha_selector,1,True,False
