portfolio,as_of_date,order_batch_id,client_order_id,ticker,side,quantity,reference_price,limit_price,gross_value_usd,estimated_fee_usd,cash_impact_usd,preview_status,lifecycle_status,source_orders_preview
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-AMAT-302afd03bbfd,AMAT,SELL,80.0,435.4400024414063,434.3514024353028,34835.2001953125,87.08800048828125,34748.11219482422,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-MU-f1c46ce323b0,MU,SELL,46.0,746.8099975585938,744.9429725646974,34353.25988769531,85.88314971923829,34267.37673797608,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-ETR-53ed1488d410,ETR,SELL,161.0,111.58999633789062,111.31102134704592,17965.98941040039,44.91497352600098,17921.07443687439,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-GOOG-b874aad011de,GOOG,SELL,41.0,397.0499877929688,396.0573628234864,16279.04949951172,40.6976237487793,16238.35187576294,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-SCCO-1ff744be3b27,SCCO,SELL,73.0,185.2899932861328,184.8267683029175,13526.169509887695,33.815423774719235,13492.354086112977,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-KO-744cd8797cff,KO,SELL,172.0,78.41999816894531,78.22394817352296,13488.239685058594,33.72059921264648,13454.519085845946,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-COST-920d7219da18,COST,SELL,12.0,1008.7899780273438,1006.2680030822754,12105.479736328123,30.263699340820317,12075.216036987304,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-VZ-67715b5472df,VZ,SELL,235.0,47.220001220703125,47.10195121765137,11096.700286865234,27.74175071716309,11068.958536148071,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-ADI-f45d6d5f5dee,ADI,SELL,26.0,416.5199890136719,415.4786890411377,10829.519714355469,27.073799285888672,10802.44591506958,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-APH-721f8716ec6d,APH,SELL,82.0,128.02999877929688,127.70992378234864,10498.459899902344,26.24614974975586,10472.213750152589,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-RGLD-4d6e623198a0,RGLD,SELL,43.0,238.91000366210935,238.3127286529541,10273.130157470703,25.68282539367676,10247.447332077028,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-BKNG-b8a5af2c5edb,BKNG,SELL,58.0,165.92999267578125,165.51516769409182,9623.939575195312,24.05984893798828,9599.879726257324,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-ATI-433cb84aa09b,ATI,SELL,58.0,158.38999938964844,157.99402439117432,9186.61996459961,22.966549911499023,9163.65341468811,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-THC-322207ed9485,THC,SELL,41.0,190.3800048828125,189.90405487060548,7805.580200195312,19.51395050048828,7786.066249694824,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-LRCX-b5cee4aeac9d,LRCX,SELL,11.0,294.04998779296875,293.31486282348635,3234.549865722656,8.086374664306641,3226.463491058349,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-TPR-f81805cb0014,TPR,SELL,11.0,133.47999572753906,133.14629573822023,1468.2799530029297,3.670699882507325,1464.6092531204224,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-MSGS-62dd3e851fb4,MSGS,SELL,4.0,330.1300048828125,329.30467987060547,1320.52001953125,3.301300048828125,1317.218719482422,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-AEM-46ead363240e,AEM,SELL,5.0,193.2100067138672,192.7269816970825,966.050033569336,2.41512508392334,963.6349084854126,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-PH-44e2f75be5e9,PH,SELL,1.0,878.8300170898438,876.6329420471192,878.8300170898438,2.197075042724609,876.6329420471192,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-08,7183c644ccdb18b70661502037d92164e44fe19e61abf0e29b0f6e41e4d16739,r1k-M-20260508-S-PBA-dbc39d5d2087,PBA,SELL,16.0,45.720001220703125,45.60570121765137,731.52001953125,1.828800048828125,729.6912194824218,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
