ticker,first_rebalance_date,last_rebalance_date,target_row_count,linked_mdd_position_pnl_usd,sector,industry_group,primary_lane,crisis_state,market_style_regime_label,regime_state,regime_capacity_regime,avg_weight,max_weight,min_weight,avg_target_weight,max_target_weight,min_target_weight,avg_selection_confirmation_score,max_selection_confirmation_score,min_selection_confirmation_score,avg_breakout_setup_quality_score,max_breakout_setup_quality_score,min_breakout_setup_quality_score,avg_rs_benchmark_1m,max_rs_benchmark_1m,min_rs_benchmark_1m,avg_ticker_ret_1m,max_ticker_ret_1m,min_ticker_ret_1m,avg_atr14_pct,max_atr14_pct,min_atr14_pct
AMD,2020-01-31,2020-02-28,2,-10723.780612945557,Information Technology,Semiconductors,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.0937052262433796,0.12,0.0674104524867592,0.0937052262433796,0.12,0.0674104524867592,0.6779833333333333,1.0,0.3559666666666666,0.4410723587822702,0.5473897401418072,0.3347549774227332,-0.00394342800996935,0.0098678485271018,-0.0177547045470405,-0.037541183000995446,0.0248582506427423,-0.0999406166447332,0.0541238045783924,0.0698737431770018,0.038373865979783
NOW,2020-01-31,2020-02-28,2,-7386.6237449646,Information Technology,Software - Application,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.09840859106592065,0.12,0.0768171821318413,0.09840859106592065,0.12,0.0768171821318413,0.6225624999999999,1.0,0.2451249999999999,0.5583433696679988,0.6714100638395685,0.4452766754964291,0.15178555363697244,0.183047336660158,0.1205237706137869,0.11818779864594635,0.1980377387757985,0.0383378585160942,0.029955857103078052,0.0355094736305215,0.0244022405756346
PENN,2020-01-31,2020-02-28,2,-7377.219671726227,Consumer Discretionary,Hotels Restaurants & Leisure,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.046655778958599,0.0561538461538461,0.0371577117633519,0.046655778958599,0.0561538461538461,0.0371577117633519,0.6225624999999999,1.0,0.2451249999999999,0.46171621689533776,0.5359657008769305,0.387466732913745,0.18122440370416648,0.210381285150647,0.152067522257686,0.1476266487131404,0.1670579243733265,0.1281953730529543,0.05845911071376805,0.0734576645633952,0.0434605568641409
TREX,2020-02-28,2020-02-28,1,-6047.069927215576,Industrials,Construction & Engineering,QUALITY_COMPOUNDER,DEFENSE_REVIEW,cash_defense,bear,bear,0.0159633270315933,0.0159633270315933,0.0159633270315933,0.0159633270315933,0.0159633270315933,0.0159633270315933,1.0,1.0,1.0,0.3721702777921971,0.3721702777921971,0.3721702777921971,0.0421417743195861,0.0421417743195861,0.0421417743195861,-0.0400441377781065,-0.0400441377781065,-0.0400441377781065,0.0424314886250349,0.0424314886250349,0.0424314886250349
PCTY,2020-01-31,2020-02-28,2,-5640.38981628418,Industrials,Software - Application,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.0360585865927197,0.0561538461538461,0.0159633270315933,0.0360585865927197,0.0561538461538461,0.0159633270315933,1.0,1.0,1.0,0.46425853163093034,0.6033463413875045,0.3251707218743562,0.0814238109414137,0.1594012528094076,0.0034463690734198,0.0478260559503877,0.1743916549250481,-0.0787395430242727,0.03742036367825625,0.0471537825324065,0.027686944824106
FTNT,2020-01-31,2020-02-28,2,-5372.592050552368,Information Technology,Software - Infrastructure,QUALITY_COMPOUNDER,DEFENSE_REVIEW,cash_defense,bear,bear,0.0360585865927197,0.0561538461538461,0.0159633270315933,0.0360585865927197,0.0561538461538461,0.0159633270315933,0.6225624999999999,1.0,0.2451249999999999,0.4330715790695245,0.6639886669854907,0.2021544911535582,0.008025143562415099,0.0655641725599818,-0.0495138854351516,-0.025572611428610954,0.0805545746756224,-0.1316997975328443,0.03100764534389765,0.0394585705866543,0.022556720101141
PAYC,2020-01-31,2020-02-28,2,-5013.379089355469,Industrials,Software - Application,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.0360585865927197,0.0561538461538461,0.0159633270315933,0.0360585865927197,0.0561538461538461,0.0159633270315933,0.6225624999999999,1.0,0.2451249999999999,0.4148326034216593,0.521804590086734,0.3078606167565846,0.07803880710278255,0.1867014316253526,-0.0306238174197875,0.0444410521117565,0.2016918337409932,-0.1128097295174802,0.0488684577618308,0.054590616302855,0.0431462992208066
QRVO,2020-01-31,2020-02-28,2,-4940.039932250977,Information Technology,Semiconductors,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.0360585865927197,0.0561538461538461,0.0159633270315933,0.0360585865927197,0.0561538461538461,0.0159633270315933,0.2451249999999999,0.2451249999999999,0.2451249999999999,0.33429221283542015,0.4159863163249844,0.2525981093458559,-0.0681624683715508,-0.0321148628811175,-0.1042100738619841,-0.1017602233625769,-0.0892196717463436,-0.1143007749788102,0.0410736437770314,0.041214523603237,0.0409327639508258
SHOP,2020-01-31,2020-02-28,2,-4532.194000244141,Software,Software - Application,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.0470505885544127,0.0561538461538461,0.0379473309549793,0.0470505885544127,0.0561538461538461,0.0379473309549793,0.1861666666666666,0.1861666666666666,0.1861666666666666,0.62932228520049,0.7147841877728078,0.5438603826281724,0.1145649874518481,0.1562456402208026,0.0728843346828936,0.0809672324608221,0.1712360423364431,-0.0093015774147989,0.052486434264151505,0.0718974028931696,0.0330754656351334
TSLA,2020-01-31,2020-02-28,2,-4442.349086761475,Consumer Discretionary,Auto Manufacturers & Parts,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.05725511695927615,0.0583563877647062,0.0561538461538461,0.05725511695927615,0.0583563877647062,0.0561538461538461,0.7074625,1.0,0.414925,0.45584267143649426,0.5437404816284678,0.3679448612445207,0.4003380447905962,0.5401694552278284,0.2605066343533639,0.3667402897995702,0.5551598573434691,0.1783207222556713,0.068185296183002,0.0903691884890142,0.0460014038769898
