ticker,side,quantity,reference_price,limit_price,gross_value_usd,estimated_fee_usd,cash_impact_usd,current_shares,current_weight,target_weight,target_value_usd,current_value_usd,trade_value_delta_usd,order_type,time_in_force,reason,status,estimated_cash_after_usd,client_order_id,idempotency_key,auto_trade_allowed,paper_only,approval_required,crisis_state,paper_action_types,approval_status
SNDK,SELL,58.0,2184.75,2179.288125,126715.5,316.78875,126398.71125,227.0,0.3838009229282674,0.285,368270.0921394525,495938.25,-127668.15786054748,limit,day,target_rebalance,ready,200915.3965742126,r1k-C-20260618-S-SNDK-62a88b237f40,62a88b237f406e40f8eb98a95a4838cadc359ffe165e14f7dacecc1347ba1947,False,True,True,GREEN,no_op,pending_user_approval
WDC,SELL,75.0,746.22998046875,744.3644055175781,55967.24853515625,139.91812133789062,55827.33041381836,363.0,0.2096320724305811,0.1658516959293973,214309.54154878465,270881.48291015625,-56571.94136137163,limit,day,target_rebalance,ready,256742.72698803092,r1k-C-20260618-S-WDC-d472b9b228a7,d472b9b228a743c099ae549759c7ff613db3c44b88308384433088e38758736f,False,True,True,GREEN,no_op,pending_user_approval
CIEN,BUY,151.0,428.2200012207031,429.2905512237549,64661.22018432617,161.65305046081542,-64822.87323478699,213.0,0.0705870385050416,0.120907600762973,156233.87113452706,91210.86026000977,65023.01087451729,limit,day,target_rebalance,ready,191919.85375324395,r1k-C-20260618-B-CIEN-a8e9702d5099,a8e9702d50995dbfdbb86f308f5403691cc538c81951289d611da7353dd9fcec,False,True,True,GREEN,no_op,pending_user_approval
BE,BUY,191.0,328.9100036621094,329.7322786712646,62821.81069946289,157.05452674865722,-62978.86522621155,928.0,0.2362128221251651,0.285,368270.0921394525,305228.4833984375,63041.60874101502,limit,day,target_rebalance,ready,128940.9885270324,r1k-C-20260618-B-BE-7e37c51c28c3,7e37c51c28c311f3802d329d6b6c9dcdee1abbd5ff8fc770f327ffe03319aa05,False,True,True,GREEN,no_op,pending_user_approval
LITE,BUY,34.0,850.0,852.125,28900.0,72.25,-28972.25,64.0,0.0420995359952529,0.0647407033076296,83656.36762201303,54400.0,29256.36762201303,limit,day,target_rebalance,ready,99968.7385270324,r1k-C-20260618-B-LITE-864d8746ddda,864d8746ddda07c06f6a93a577b4302cc037c8c7a090623a6832c44a21df49af,False,True,True,GREEN,no_op,pending_user_approval
