book,ticker,name,sector,first_sleeve,last_sleeve,entry_date,exit_date,status,months_held,total_return,recent_3m_return,weighted_contribution,avg_weight,max_weight,entry_score,exit_score,entry_regime,exit_regime,journey_tag
concentrated_grid_presence,ACN,ACCENTURE PLC CLASS A,Information Technology,early_scout,early_scout,2017-05-31,2017-10-31,closed,6,0.193712807145477,0.13883592610851303,0.0613385277700186,0.2820284811780734,0.5,2.118224242961994,3.290795697437836,,,normal
concentrated_grid_presence,AMAT,APPLIED MATERIAL INC,Information Technology,future_winner,future_winner,2017-05-31,2017-05-31,closed,1,-0.07999999999999996,-0.07999999999999996,-0.0023342494228198,0.0839537610620963,0.0839537610620963,4.164787537160064,4.164787537160064,,,normal
concentrated_grid_presence,AMZN,AMAZON.COM INC,Consumer Discretionary,future_winner,future_winner,2017-05-31,2017-07-31,closed,3,-0.014410348331261424,-0.014410348331261424,0.004677952422386101,0.2847800124338483,0.2864866150714175,4.646956968958846,4.646956968958846,,,normal
concentrated_grid_presence,CNC,CENTENE CORP,Health Care,early_scout,early_scout,2017-05-31,2017-10-31,closed,6,0.40858434379862163,0.1517435054243792,0.0305544121352002,0.08381880289031397,0.1197555321243993,1.189270650649101,0.1921025139889597,,,normal
concentrated_grid_presence,CSX,CSX CORP,Industrials,early_scout,early_scout,2017-05-31,2017-06-30,closed,2,-0.07083553198143888,-0.07083553198143888,-0.0022469836430115,0.105135006478879,0.1053868965536968,2.5509279777181773,2.5509279777181773,,,normal
concentrated_grid_presence,EL,ESTEE LAUDER INC CLASS A,Consumer Staples,early_scout,early_scout,2017-05-31,2017-10-31,closed,6,0.33042328660164877,0.16924672028178067,0.023601501704038602,0.07862526927650895,0.0930574277757101,1.39289902627573,2.3058882643407803,,,normal
concentrated_grid_presence,GOOGL,ALPHABET INC CLASS A,Communication,future_winner,future_winner,2017-05-31,2017-07-31,closed,3,-0.03379558865482246,-0.03379558865482246,0.0175341906061685,0.8333333333333334,1.0,5.292046584872094,5.292046584872094,,,normal
concentrated_grid_presence,ISRG,INTUITIVE SURGICAL INC,Health Care,early_scout,early_scout,2017-05-31,2017-10-31,closed,6,0.30675673769359624,0.1935323323756346,0.16055578362026748,0.5823091819983462,1.0,2.6050410934040102,3.2803753750111206,,,normal
concentrated_grid_presence,MASI,MASIMO CORP,Health Care,early_scout,early_scout,2017-05-31,2017-07-31,closed,3,0.008266881194565201,0.008266881194565201,0.018584916405062,0.2647274812163743,0.296359807359046,2.847307997075191,3.211449376088555,,,normal
concentrated_grid_presence,TSLA,TESLA INC,Consumer Discretionary,early_scout,early_scout,2017-05-31,2017-06-30,closed,2,-0.009823212893965705,-0.009823212893965705,0.0036185536030678995,0.13400769381809824,0.1623115144665236,2.5768495361423907,3.1516682727949137,,,normal
concentrated_grid_presence,ABT,ABBOTT LABORATORIES,Health Care,early_scout,early_scout,2017-06-30,2017-10-31,closed,5,0.16742233610893553,0.10866940962850191,0.011724347075681601,0.07223835772130663,0.0849059480880386,2.080861596684132,1.736839870503432,,,normal
concentrated_grid_presence,GOOG,ALPHABET INC CLASS C,Communication,future_winner,future_winner,2017-06-30,2017-06-30,closed,1,0.022144658204360068,0.022144658204360068,0.0045672627605803,0.2062467037617739,0.2062467037617739,5.155917036627983,5.155917036627983,,,normal
concentrated_grid_presence,META,META PLATFORMS INC CLASS A,Communication,future_winner,future_winner,2017-06-30,2017-10-31,closed,5,0.16022940953102638,0.021055685952580783,0.0516374288426798,0.5211181505464496,1.0,5.523383459564931,6.155983728971826,,,normal
