ticker,trade_count,win_rate,compound_realized_return,avg_realized_return,best_trade_return,worst_trade_return,avg_alpha_vs_benchmark,avg_holding_days,max_holding_days,dominant_exit_reason,churn_tag
NVDA,7,0.8571428571428571,10.126792521868762,0.4667342764332377,1.2045528736423838,-0.0799999999999999,0.37222730460456044,148.85714285714286,306.0,scheduled_rebalance,normal
LRCX,10,0.8,4.832460231689431,0.2224590436078576,0.8938221761928753,-0.0799999999999999,0.18885702409056085,99.6,302.0,scheduled_rebalance,normal
TSLA,3,0.6666666666666666,2.32369690090276,0.652555427664546,1.6241900944584513,-0.1410227766743048,0.6489167510980293,70.66666666666667,121.0,scheduled_rebalance,normal
SHOP,6,0.8333333333333334,2.3175691136304932,0.2661324913147423,1.0607995281339804,-0.0799999999999999,0.20891586306816567,76.66666666666667,186.0,scheduled_rebalance,normal
ORLY,11,0.9090909090909091,1.662840746369008,0.10070112462205573,0.4083597248323121,-0.0436782967429589,0.06242272952587153,96.36363636363636,302.0,scheduled_rebalance,normal
AVGO,7,0.42857142857142855,1.4121331997521578,0.18577989934490646,1.016203813999398,-0.0799999999999999,0.17693281059649962,135.85714285714286,368.0,scheduled_rebalance,normal
GOOGL,8,0.625,1.3340407156883258,0.13408213723115214,0.6790505429127123,-0.1087500030684157,0.0828285395124061,99.125,186.0,scheduled_rebalance,normal
DKS,5,0.6,1.3297906223905693,0.21833849751513795,0.7264729381311179,-0.0466505827972311,0.14178807685848066,133.4,273.0,scheduled_rebalance,normal
FTNT,5,0.8,1.302674128943866,0.1927723448520558,0.4229058271818224,-0.0360411792361453,0.1595801326882452,43.2,123.0,scheduled_rebalance,profitable_reentry_churn
VRT,3,1.0,1.1976480539575292,0.3395127537454714,0.8094606154984574,0.0305531345700571,0.28715055680107476,91.33333333333333,274.0,single_period_hold,normal
SE,5,1.0,1.1827012216754986,0.1788281362327123,0.4859900303958253,0.0236119784320372,0.15590433070618107,24.2,91.0,single_period_hold,profitable_reentry_churn
JD,5,0.6,1.1134717609541793,0.22186923814249776,1.0756704829161148,-0.0799999999999999,0.14559803808344446,42.4,183.0,single_period_hold,profitable_reentry_churn
MRNA,1,1.0,1.0965058768554758,1.0965058768554758,1.0965058768554758,1.0965058768554758,0.8352794044814624,59.0,59.0,scheduled_rebalance,normal
UNH,7,0.8571428571428571,1.0143545938745526,0.11534971419906305,0.4901893099218675,-0.017874089803699,-0.013704091742322901,112.85714285714286,244.0,scheduled_rebalance,normal
LITE,1,1.0,0.978083266568947,0.978083266568947,0.978083266568947,0.978083266568947,0.9629697250264506,31.0,31.0,scheduled_rebalance,normal
PLTR,2,1.0,0.9548058535598845,0.40770413961620144,0.5714878113686244,0.2439204678637785,0.33412057348582747,137.5,184.0,scheduled_rebalance,normal
MELI,6,0.6666666666666666,0.9277548463567784,0.12541854469260802,0.2983626505556542,-0.1154218671976929,0.07308739453758206,71.0,122.0,scheduled_rebalance,profitable_reentry_churn
PANW,6,0.8333333333333334,0.9121905940376336,0.12259761802857605,0.4120447300589693,-0.0185778313844939,0.08581082089555912,66.16666666666667,182.0,scheduled_rebalance,profitable_reentry_churn
MA,9,0.6666666666666666,0.8995078793088942,0.08266934423469868,0.4299666000423991,-0.0502670014703079,0.022374188228036156,145.22222222222223,364.0,scheduled_rebalance,normal
AMD,4,0.75,0.8716049986939702,0.1804013791984846,0.4380155721447383,-0.0098164549398456,0.14689350606691726,30.75,62.0,single_period_hold,profitable_reentry_churn
DXCM,3,0.6666666666666666,0.8701439264058799,0.25829770093216836,0.4970060202078183,-0.0799999999999999,0.15435034213093146,50.333333333333336,121.0,scheduled_rebalance,normal
ADBE,4,0.75,0.8612071671085844,0.18967776631281452,0.5276014425653837,-0.0799999999999999,0.15880714890421627,83.75,182.0,scheduled_rebalance,normal
ETR,3,0.6666666666666666,0.7246704744367505,0.24312468370208237,0.7303781941418319,-0.0484045546892043,0.16646621433050865,161.66666666666666,455.0,scheduled_rebalance,normal
SMCI,1,1.0,0.7207407407407407,0.7207407407407407,0.7207407407407407,0.7207407407407407,0.6978716712591264,57.0,57.0,scheduled_rebalance,normal
RNG,2,1.0,0.6558447753178023,0.2885638606617447,0.356032725226802,0.2210949960966874,0.3460506942194468,60.0,120.0,scheduled_rebalance,normal
VEEV,3,0.6666666666666666,0.624524855674796,0.20080960970404102,0.5631236246130751,-0.0006037365515909,0.10364287576203617,19.666666666666668,59.0,single_period_hold,normal
MSFT,7,0.8571428571428571,0.6183047396891377,0.07513719066273473,0.2766737081963193,-0.0425021227102402,0.04924523156022513,60.714285714285715,213.0,single_period_hold,profitable_reentry_churn
TPL,2,0.5,0.5914575513121529,0.3249225822348657,0.7298451644697312,-0.0799999999999999,0.32517066470711514,45.5,91.0,single_period_hold,normal
FTAI,2,1.0,0.5818326921263126,0.2590827123114958,0.3178754356313114,0.2002899889916802,0.23324623743734169,14.0,28.0,single_period_hold,normal
BLDR,4,0.75,0.5501732806141069,0.13230192979945007,0.4606325009500833,-0.0799999999999999,0.1344269297873261,106.5,213.0,scheduled_rebalance,normal
