current_book,ticker,name,sector,current_weight,history_status,first_seen,last_seen,total_months_held,run_count,current_run_months,current_run_return,current_run_recent_3m_return,current_run_tag,historical_weighted_contribution
current_concentrated,ON,ON SEMICONDUCTOR CORP,Information Technology,0.3212325152022438,returning_after_gap,2021-12-31,2023-09-29,16.0,6.0,3.0,-0.42876321593330136,-0.42876321593330136,normal,-0.013250388324267198
current_concentrated,MU,MICRON TECHNOLOGY INC,Information Technology,0.2654902385193139,open_history,2019-07-31,2026-02-27,57.0,12.0,5.0,0.579876963231569,0.25149052239025926,normal,0.8885060231270384
current_concentrated,WDC,WESTERN DIGITAL CORP,Information Technology,0.2614368475882838,open_history,2025-08-29,2026-03-31,19.0,4.0,8.0,3.6944847908747738,0.46264674646838877,open_winner_hold,0.5096460861375247
current_concentrated,SNDK,nan,nan,0.1518403986901584,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,GOOGL,ALPHABET INC CLASS A,Communication,0.12,open_history,2019-08-30,2026-03-31,144.0,33.0,8.0,0.8361808263837633,0.08465230445601346,open_winner_hold,0.5543948548842399
current_main,GEV,GE VERNOVA INC,Industrials,0.12,returning_after_gap,2025-07-31,2025-08-29,2.0,1.0,2.0,-0.060390399897234937,-0.060390399897234937,normal,-0.0048289300568997995
current_main,VRT,VERTIV HOLDINGS CLASS A,Industrials,0.0688566291109989,open_history,2024-02-29,2026-02-27,16.0,6.0,1.0,0.03055313457005715,0.03055313457005715,normal,0.0580074824465864
current_main,FTI,TECHNIPFMC PLC,Energy,0.0679685158678421,open_history,2026-02-27,2026-02-27,1.0,1.0,1.0,0.03793464910755939,0.03793464910755939,normal,0.0013366513015044
current_main,PWR,QUANTA SERVICES INC,Industrials,0.0679661281526174,returning_after_gap,2020-10-30,2024-05-31,11.0,8.0,2.0,-0.024605545311769617,-0.024605545311769617,normal,0.0063365774290150036
current_main,UMC,nan,nan,0.0676946497298916,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,NXPI,nan,nan,0.0675140771386498,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,TXN,nan,nan,0.0527781308027713,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,LRCX,LAM RESEARCH CORP,Information Technology,0.0522599584491848,open_history,2019-08-30,2026-02-27,149.0,33.0,5.0,0.3504797451009589,0.21286542156086252,normal,1.2159469782613708
current_main,GLW,nan,nan,0.0512009590695884,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,PR,PERMIAN RESOURCES CORP CLASS A,Energy,0.04,open_history,2024-02-29,2026-02-27,14.0,8.0,1.0,0.10912313315133249,0.10912313315133249,normal,0.07309218222342864
current_main,MLI,MUELLER INDUSTRIES INC,Industrials,0.04,returning_after_gap,2023-02-28,2026-01-30,14.0,6.0,3.0,0.14318400183269064,0.14318400183269064,normal,0.018864442415463506
current_main,TKR,nan,nan,0.04,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,ON,ON SEMICONDUCTOR CORP,Information Technology,0.0359402379196138,returning_after_gap,2021-12-31,2023-09-29,16.0,6.0,3.0,-0.42876321593330136,-0.42876321593330136,normal,-0.013250388324267198
current_main,AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,0.0359402379196138,returning_after_gap,2025-11-28,2025-11-28,1.0,1.0,1.0,-0.023380650544367776,-0.023380650544367776,normal,-0.0008341040867754
current_main,ENTG,ENTEGRIS INC,Information Technology,0.0359402379196138,returning_after_gap,2019-04-30,2022-01-31,16.0,4.0,12.0,0.17814729339627822,-0.07710352657218777,normal,0.004537603609776564
current_main,HPE,nan,nan,0.0359402379196138,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
