book,rebalance_date,top_tickers,top_weights,n_positions,cash_estimate,entered_top,left_top
concentrated_grid_presence,2019-04-30,"FDS,NOW,VICI,GPK,MKTX,GDDY,FAST,APH","0.5000,0.5000,0.3312,0.2223,0.1797,0.1256,0.1190,0.0871",10,0.0,"APH,FAST,FDS,GDDY,GPK,MKTX,NOW,VICI",
concentrated_grid_presence,2019-05-31,"NOW,FDS,MA,PEG,VICI,TSCO,GPK,MKTX","1.0000,0.5146,0.5000,0.5000,0.3278,0.2500,0.2136,0.1939",13,0.0,"MA,PEG,TSCO","APH,FAST,GDDY"
concentrated_grid_presence,2019-06-28,"NOW,FDS,MA,VEEV,VICI,AVGO,GPK,MKTX","1.0000,0.5119,0.5000,0.5000,0.3193,0.2500,0.2212,0.1981",14,0.0,"AVGO,VEEV","PEG,TSCO"
concentrated_grid_presence,2019-07-31,"MA,V,TSCO,VEEV,CBRE,AVGO,WRB,ORLY","1.0000,0.5000,0.5000,0.4959,0.2500,0.2402,0.1667,0.1310",17,0.0,"CBRE,ORLY,TSCO,V,WRB","FDS,GPK,MKTX,NOW,VICI"
concentrated_grid_presence,2019-08-30,"V,BKNG,TSCO,AEP,CBRE,WRB,LRCX,ORLY","1.0000,0.5000,0.4788,0.2500,0.2470,0.1728,0.1702,0.1319",18,0.0,"AEP,BKNG,LRCX","AVGO,MA,VEEV"
concentrated_grid_presence,2019-09-30,"V,BKNG,AEP,LRCX,CBRE,DUK,WRB,ORLY","1.0000,0.5132,0.5000,0.2715,0.2626,0.1960,0.1812,0.1496",19,0.0,DUK,TSCO
concentrated_grid_presence,2019-10-31,"V,BKNG,LRCX,ORLY,DUK,CBRE,LPX,WU","0.5000,0.5000,0.2500,0.1667,0.1356,0.1035,0.0969,0.0792",10,0.0,"LPX,WU","AEP,WRB"
concentrated_grid_presence,2019-11-29,"V,MA,CPRT,BKNG,BIO,LRCX,ORLY,PANW","1.0000,0.5000,0.5000,0.4780,0.2500,0.2457,0.1688,0.1667",16,0.0,"BIO,CPRT,MA,PANW","CBRE,DUK,LPX,WU"
concentrated_grid_presence,2019-12-31,"V,MA,LRCX,BKNG,CPRT,AAPL,ORLY,DUK","1.0000,0.5000,0.5000,0.4930,0.3388,0.1667,0.1599,0.1287",17,0.0,"AAPL,DUK","BIO,PANW"
concentrated_grid_presence,2020-01-31,"LRCX,MA,CPRT,JD,AAPL,ADBE,AVGO,V","1.0000,0.5116,0.5000,0.1667,0.1618,0.1250,0.1144,0.0936",14,0.0,"ADBE,AVGO,JD","BKNG,DUK,ORLY"
concentrated_grid_presence,2020-02-28,"MA,RNG,LRCX,JD,NVDA,CPRT,ADBE,TT","1.0000,0.5000,0.2613,0.1874,0.1834,0.1424,0.1279,0.1072",13,0.0,"NVDA,RNG,TT","AAPL,AVGO,V"
concentrated_grid_presence,2020-03-31,"MA,VEEV,JD,NVDA,NOW,VRTX,MRNA,QGEN","0.5000,0.5000,0.2805,0.1839,0.1667,0.1250,0.0833,0.0833",13,0.0,"MRNA,NOW,QGEN,VEEV,VRTX","ADBE,CPRT,LRCX,RNG,TT"
concentrated_grid_presence,2020-04-30,"BIO,AMZN,SE,FTNT,NVDA,TSCO,MRNA,ZTO","0.5000,0.5000,0.5000,0.3179,0.2391,0.1397,0.1280,0.0910",10,0.0,"AMZN,BIO,FTNT,SE,TSCO,ZTO","JD,MA,NOW,QGEN,VEEV,VRTX"
concentrated_grid_presence,2020-05-29,"AMZN,SE,NVDA,VEEV,BIO,FTNT,V,NOW","1.0000,0.5865,0.5000,0.5000,0.4806,0.3413,0.2640,0.1866",15,0.0,"NOW,V,VEEV","MRNA,TSCO,ZTO"
concentrated_grid_presence,2020-06-30,"AMZN,SE,NVDA,MELI,NOW,FTNT,ETSY,JD","1.0000,0.6300,0.5000,0.5000,0.5000,0.3167,0.3000,0.1846",15,0.0,"ETSY,JD,MELI","BIO,V,VEEV"
